Author,Affiliation,Publication Date,Journal Title,Title,Volume,URL
"Morgan, John; Sefton, Martin",Princeton University; University of Nottingham,2000-10-01,The Review of Economic Studies,Funding Public Goods with Lotteries: Experimental Evidence,67.0,https://academic.oup.com/restud/article/67/4/785/1713584
,,0,0,0,0.0,https://academic.oup.com/restud/article/67/4/811/1713586
,,0,0,0,0.0,https://academic.oup.com/restud/article/67/4/817/1713588
,,0,0,0,0.0,https://academic.oup.com/restud/article/67/4/i/1713595
"Ishiguro, Shingo; Itoh, Hideshi",Ritsumeikan University; Hitotsubashi University,2001-01-01,The Review of Economic Studies,Moral Hazard and Renegotiation with Multiple Agents,68.0,https://academic.oup.com/restud/article/68/1/1/1568559
"Lewis, Tracy R.; Sappington, David E. M.",University of Florida; University of Florida,2001-01-01,The Review of Economic Studies,Optimal Contracting with Private Knowledge of Wealth and Ability,68.0,https://academic.oup.com/restud/article/68/1/21/1568622
"Fairburn, James A.; Malcomson, James M.",University of Sussex; University of Oxford,2001-01-01,The Review of Economic Studies,"Performance, Promotion, and the Peter Principle",68.0,https://academic.oup.com/restud/article/68/1/45/1568648
"Besley, Timothy; Coate, Stephen",London School of Economics; Cornell University,2001-01-01,The Review of Economic Studies,Lobbying and Welfare in a Representative Democracy,68.0,https://academic.oup.com/restud/article/68/1/67/1568657
"Casella, Alessandra","Columbia University ,  Greqam ,  NBER  and  CEPR",2001-01-01,The Review of Economic Studies,The Role of Market Size in the Formation of Jurisdictions,68.0,https://academic.oup.com/restud/article/68/1/83/1568664
"Lagunoff, Roger",Georgetown University,2001-01-01,The Review of Economic Studies,A Theory of Constitutional Standards and Civil Liberty,68.0,https://academic.oup.com/restud/article/68/1/109/1568563
"Perroni, Carlo; Scharf, Kimberley A.","University of Warwick; University of Warwick ,  IFS  and  CEPR",2001-01-01,The Review of Economic Studies,Tiebout with Politics: Capital Tax Competition and Constitutional Choices,68.0,https://academic.oup.com/restud/article/68/1/133/1568583
"Benoît, Jean-Pierre; Krishna, Vijay",New York University; Perm State University,2001-01-01,The Review of Economic Studies,Multiple-Object Auctions with Budget Constrained Bidders,68.0,https://academic.oup.com/restud/article/68/1/155/1568591
"Gollier, Christian","GREMAQ  and  WEI ,  Université de Toulouse",2001-01-01,The Review of Economic Studies,Wealth Inequality and Asset Pricing,68.0,https://academic.oup.com/restud/article/68/1/181/1568600
"Saez, Emmanuel",Harvard University  and  NBER,2001-01-01,The Review of Economic Studies,Using Elasticities to Derive Optimal Income Tax Rates,68.0,https://academic.oup.com/restud/article/68/1/205/1568609
,,0,0,0,0.0,https://academic.oup.com/restud/article/68/1/231/1568637
,,0,0,0,0.0,https://academic.oup.com/restud/article/68/2/233/1523078
"Brock, William A.; Durlauf, Steven N.",University of Wisconsin at Madison; University of Wisconsin at Madison,2001-04-01,The Review of Economic Studies,Discrete Choice with Social Interactions,68.0,https://academic.oup.com/restud/article/68/2/235/1523094
"Topa, Giorgio",New York University,2001-04-01,The Review of Economic Studies,"Social Interactions, Local Spillovers and Unemployment",68.0,https://academic.oup.com/restud/article/68/2/261/1523155
"Beggs, A. W.","Wadham College ,  Oxford",2001-04-01,The Review of Economic Studies,Queues and Hierarchies,68.0,https://academic.oup.com/restud/article/68/2/297/1523185
"Blouin, Max R.; Serrano, Roberto",Université du Québec á Montreél; Brown University,2001-04-01,The Review of Economic Studies,A Decentralized Market with Common Values Uncertainty: Non-Steady States,68.0,https://academic.oup.com/restud/article/68/2/323/1523190
"Gersbach, Hans; Haller, Hans",University of Heidelberg; Virginia Polytechnic Institute and State University,2001-04-01,The Review of Economic Studies,Collective Decisions and Competitive Markets,68.0,https://academic.oup.com/restud/article/68/2/347/1523197
"Jehiel, Philippe","CERAS ,  Ecole Nationale des Ponts et Chaussees  and  University College London",2001-04-01,The Review of Economic Studies,Limited Foresight May Force Cooperation,68.0,https://academic.oup.com/restud/article/68/2/369/1523201
"Jehiel, Philippe; Scotchmer, Suzanne","CERAS ,  Ecole Nationale des Ponts et Chaussees  and  University College London; University of California ,  Berkeley",2001-04-01,The Review of Economic Studies,Constitutional Rules of Exclusion in Jurisdiction Formation,68.0,https://academic.oup.com/restud/article/68/2/393/1523208
"Mailath, George J.; Samuelson, Larry",University of Pennsylvania; University of Wisconsin,2001-04-01,The Review of Economic Studies,Who Wants a Good Reputation?,68.0,https://academic.oup.com/restud/article/68/2/415/1523212
"Rey, Hélène",Princeton University  and  CEPR,2001-04-01,The Review of Economic Studies,International Trade and Currency Exchange,68.0,https://academic.oup.com/restud/article/68/2/443/1523216
,,0,0,0,0.0,https://academic.oup.com/restud/article/68/2/465/1523224
"Aghion, Philippe; Harris, Christopher; Howitt, Peter; Vickers, John","Harvard University ,  University College London  and  CEPR; King's College ,  Cambridge; Brown University; All Souls College ,  Oxford",2001-07-01,The Review of Economic Studies,"Competition, Imitation and Growth with Step-by-Step Innovation",68.0,https://academic.oup.com/restud/article/68/3/467/1537966
"Bettzüge, Marc Oliver; Hens, Thorsten",University of Zurich; University of Zurich,2001-07-01,The Review of Economic Studies,An Evolutionary Approach to Financial Innovation,68.0,https://academic.oup.com/restud/article/68/3/493/1537975
"Cole, Harold L.; Kocherlakota, Narayana R.","University of California ,  Los Angeles  and  Federal Reserve Bank of Minneapolis; University of Minnesota  and  Federal Reserve Bank of Minneapolis",2001-07-01,The Review of Economic Studies,Efficient Allocations with Hidden Income and Hidden Storage,68.0,https://academic.oup.com/restud/article/68/3/523/1537987
"Kyriazidou, Ekaterini","University of California ,  Los Angeles",2001-07-01,The Review of Economic Studies,Estimation of Dynamic Panel Data Sample Selection Models,68.0,https://academic.oup.com/restud/article/68/3/543/1537995
"Martimort, David","University of Toulouse 1, GREMAQ and IDEI",2001-07-01,The Review of Economic Studies,Optimal Taxation and Strategic Budget Deficit Under Political Regime Switching,68.0,https://academic.oup.com/restud/article/68/3/573/1538008
"Moscarini, Giuseppe",Yale University,2001-07-01,The Review of Economic Studies,Excess Worker Reallocation,68.0,https://academic.oup.com/restud/article/68/3/593/1538022
"Peters, Michael",University of Toronto,2001-07-01,The Review of Economic Studies,Surplus Extraction and Competition,68.0,https://academic.oup.com/restud/article/68/3/613/1538037
"Quintos, Carmela; Fan, Zhenhong; Phillips, Peter C. B.","New York University; New York University; Yale University ,  University of Auckland  and  University of York",2001-07-01,The Review of Economic Studies,Structural Change Tests in Tail Behaviour and the Asian Crisis,68.0,https://academic.oup.com/restud/article/68/3/633/1538047
"Taber, Christopher R.",Northwestern University,2001-07-01,The Review of Economic Studies,The Rising College Premium in the Eighties: Return to College or Return to Unobserved Ability?,68.0,https://academic.oup.com/restud/article/68/3/665/1538058
"Zábojník, Jan; Bernhardt, Dan",University of Southern California; University of Illinois,2001-07-01,The Review of Economic Studies,"Corporate Tournaments, Human Capital Acquisition, and the Firm Size—Wage Relation",68.0,https://academic.oup.com/restud/article/68/3/693/1538070
,,0,0,0,0.0,https://academic.oup.com/restud/article/68/3/717/1538080
"Kennan, John",University of Wisconsin-Madison,2001-10-01,The Review of Economic Studies,Repeated Bargaining with Persistent Private Information,68.0,https://academic.oup.com/restud/article/68/4/719/1577633
"Banks, James; Blundell, Richard; Brugiavini, Agar","Institute for Fiscal Studies  and  University College ,  London; Institute for Fiscal Studies  and  University College ,  London; University of Venice  and  Institute for Fiscal Studies",2001-10-01,The Review of Economic Studies,"Risk Pooling, Precautionary Saving and Consumption Growth",68.0,https://academic.oup.com/restud/article/68/4/757/1577643
"Ghatak, Maitreesh; Morelli, Massimo; Sjöström, Tomas",University of Chicago; Ohio State University; Pennsylvania State University,2001-10-01,The Review of Economic Studies,Occupational Choice and Dynamic Incentives,68.0,https://academic.oup.com/restud/article/68/4/781/1577654
"Goldberg, Pinelopi Koujianou; Verboven, Frank",Yale University  and  NBER; Katholieke Universiteit Leuven  and  CEPR,2001-10-01,The Review of Economic Studies,The Evolution of Price Dispersion in the European Car Market,68.0,https://academic.oup.com/restud/article/68/4/811/1577665
"Inderst, Roman",University College London,2001-10-01,The Review of Economic Studies,Screening in a Matching Market,68.0,https://academic.oup.com/restud/article/68/4/849/1577678
"Kongsamut, Piyabha; Rebelo, Sergio; Xie, Danyang","International Monetary Fund; Northwestern University ,  NBER  and  CEPR; Hongkong University of Science  and  Technology and International Monetary Fund",2001-10-01,The Review of Economic Studies,Beyond Balanced Growth,68.0,https://academic.oup.com/restud/article/68/4/869/1577689
"Mukerji, Sujoy; Tallon, Jean-Marc",University of Oxford; CNRS-EUREQua,2001-10-01,The Review of Economic Studies,Ambiguity Aversion and Incompleteness of Financial Markets,68.0,https://academic.oup.com/restud/article/68/4/883/1577709
,,0,0,0,0.0,https://academic.oup.com/restud/article/68/4/905/1577725
,,0,0,0,0.0,https://academic.oup.com/restud/article/68/4/909/1577728
"Cho, In-Koo; Williams, Noah; Sargent, Thomas J.",University of Illinois; Princeton University; Stanford University,2002-01-01,The Review of Economic Studies,Escaping Nash Inflation,69.0,https://academic.oup.com/restud/article/69/1/1/1584422
"Danthine, Jean-Pierre; Donaldson, John B.",University of Lausanne  and  C.E.P.R.; Columbia University,2002-01-01,The Review of Economic Studies,Labour Relations and Asset Returns,69.0,https://academic.oup.com/restud/article/69/1/41/1584495
"Barlevy, Gadi",Northwestern University,2002-01-01,The Review of Economic Studies,The Sullying Effect of Recessions,69.0,https://academic.oup.com/restud/article/69/1/65/1584502
"Bhaskar, V.",University of Essex,2002-01-01,The Review of Economic Studies,On Endogenously Staggered Prices,69.0,https://academic.oup.com/restud/article/69/1/97/1584507
"Biais, Bruno; Bossaerts, Peter; Rochet, Jean-Charles",University of Toulouse; CALTECH; University of Toulouse,2002-01-01,The Review of Economic Studies,An Optimal IPO Mechanism,69.0,https://academic.oup.com/restud/article/69/1/117/1584438
"Chesher, Andrew; Santos Silva, J. M. C.",University College London; ISEG Universidade Técnica de Lisboa,2002-01-01,The Review of Economic Studies,Taste Variation in Discrete Choice Models,69.0,https://academic.oup.com/restud/article/69/1/147/1584446
"Faure-Grimaud, Antoine",London School of Economics  and  CEPR,2002-01-01,The Review of Economic Studies,Using Stock Price Information to Regulate Firms,69.0,https://academic.oup.com/restud/article/69/1/169/1584451
"Gottschalk, Peter; Spolaore, Enrico",Boston College; Brown University,2002-01-01,The Review of Economic Studies,On the Evaluation of Economic Mobility,69.0,https://academic.oup.com/restud/article/69/1/191/1584460
"Ligon, Ethan; Thomas, Jonathan P.; Worrall, Tim","University of California ,  Berkeley  and  Giannini Foundation; University of St. Andrews; Keele University",2002-01-01,The Review of Economic Studies,Informal Insurance Arrangements with Limited Commitment: Theory and Evidence from Village Economies,69.0,https://academic.oup.com/restud/article/69/1/209/1584473
"Pavcnik, Nina",Dartmouth College  and  NBER,2002-01-01,The Review of Economic Studies,"Trade Liberalization, Exit, and Productivity Improvements: Evidence from Chilean Plants",69.0,https://academic.oup.com/restud/article/69/1/245/1584480
"Rochet, Jean-Charles; Stole, Lars A.",University of Toulouse; University of Chicago,2002-01-01,The Review of Economic Studies,Nonlinear Pricing with Random Participation,69.0,https://academic.oup.com/restud/article/69/1/277/1584488
"Lockwood, Ben",University of Warwick  and  CEPR,2002-04-01,The Review of Economic Studies,Distributive Politics and the Costs of Centralization,69.0,https://academic.oup.com/restud/article/69/2/313/1571785
"Lockwood, Ben; Thomas, Jonathan P.",University of Warwick; University of St Andrews,2002-04-01,The Review of Economic Studies,Gradualism and Irreversibility,69.0,https://academic.oup.com/restud/article/69/2/339/1571795
"Chesher, Andrew; Schluter, Christian","University College London ,  IFS  and  Centre for Microdata Methods and Practice; University of Bristol  and  CASE LSE ,  UK",2002-04-01,The Review of Economic Studies,Welfare Measurement and Measurement Error,69.0,https://academic.oup.com/restud/article/69/2/357/1571804
"Bond, Eric W.; Park, Jee-Hyeong",Pennsylvania State University; Wayne State University,2002-04-01,The Review of Economic Studies,Gradualism in Trade Agreements with Asymmetric Countries,69.0,https://academic.oup.com/restud/article/69/2/379/1571809
"Brusco, Sandro; Lopomo, Giuseppe",University Carlos III of Madrid; Duke University,2002-04-01,The Review of Economic Studies,"Collusion via Signalling in Simultaneous Ascending Bid Auctions with Heterogeneous Objects, with and without Complementarities",69.0,https://academic.oup.com/restud/article/69/2/407/1571819
"de Fraja, Gianni",University of York  and  CEPR,2002-04-01,The Review of Economic Studies,The Design of Optimal Education Policies,69.0,https://academic.oup.com/restud/article/69/2/437/1571825
"Shi, Shouyong",Indiana University  and  University of Toronto,2002-04-01,The Review of Economic Studies,A Directed Search Model of Inequality with Heterogeneous Skills and Skill-Biased Technology,69.0,https://academic.oup.com/restud/article/69/2/467/1571833
"Wen, Quan",Vanderbilt University,2002-04-01,The Review of Economic Studies,A Folk Theorem for Repeated Sequential Games,69.0,https://academic.oup.com/restud/article/69/2/493/1571839
"Anton, James J.; Yao, Dennis A.",Duke University; University of Pennsylvania,2002-07-01,The Review of Economic Studies,"The Sale of Ideas: Strategic Disclosure, Property Rights, and Contracting",69.0,https://academic.oup.com/restud/article/69/3/513/1577437
"Chari, V. V; Kehoe, Patrick J.; McGrattan, Ellen R.","University of Minnesota, Federal Reserve Bank of Minneapolis and National Bureau of Economic Research; University of Minnesota, Federal Reserve Bank of Minneapolis and National Bureau of Economic Research; University of Minnesota, Federal Reserve Bank of Minneapolis and National Bureau of Economic Research",2002-07-01,The Review of Economic Studies,Can Sticky Price Models Generate Volatile and Persistent Real Exchange Rates?,69.0,https://academic.oup.com/restud/article/69/3/533/1577448
"Ciccone, Antonio",Universitat Pompeu Fabra,2002-07-01,The Review of Economic Studies,Input Chains and Industrialization,69.0,https://academic.oup.com/restud/article/69/3/565/1577459
"Eliaz, Kfir",New York University,2002-07-01,The Review of Economic Studies,Fault Tolerant Implementation,69.0,https://academic.oup.com/restud/article/69/3/589/1577471
"Flinn, Christopher J.",New York University,2002-07-01,The Review of Economic Studies,Labour Market Structure and Inequality: A Comparison of Italy and the U.S.,69.0,https://academic.oup.com/restud/article/69/3/611/1577487
"Lancaster, Tony",Brown University,2002-07-01,The Review of Economic Studies,Orthogonal Parameters and Panel Data,69.0,https://academic.oup.com/restud/article/69/3/647/1577506
"Sandholm, William H.",University of Wisconsin,2002-07-01,The Review of Economic Studies,Evolutionary Implementation and Congestion Pricing,69.0,https://academic.oup.com/restud/article/69/3/667/1577518
"Spiegler, Ran",Tel Aviv University,2002-07-01,The Review of Economic Studies,Equilibrium in Justifiable Strategies: A Model of Reason-based Choice in Extensive-form Games,69.0,https://academic.oup.com/restud/article/69/3/691/1577531
"Syropoulos, Constantinos",Florida International University,2002-07-01,The Review of Economic Studies,Optimum Tariffs and Retaliation Revisited: How Country Size Matters,69.0,https://academic.oup.com/restud/article/69/3/707/1577544
"Weeds, Helen","Lexecon, London and University of Cambridge",2002-07-01,The Review of Economic Studies,Strategic Delay in a Real Options Model of R&amp;D Competition,69.0,https://academic.oup.com/restud/article/69/3/729/1577557
"Abadir, Karim; Talmain, Gabriel",University of York  and  Tilburg University; University of York,2002-10-01,The Review of Economic Studies,"Aggregation, Persistence and Volatility in a Macro Model",69.0,https://academic.oup.com/restud/article/69/4/749/1551619
"Acemoglu, Daron",MIT,2002-10-01,The Review of Economic Studies,Directed Technical Change,69.0,https://academic.oup.com/restud/article/69/4/781/1551628
"Dessein, Wouter",University of Chicago  and  CEPR,2002-10-01,The Review of Economic Studies,Authority and Communication in Organizations,69.0,https://academic.oup.com/restud/article/69/4/811/1551638
"Foster, Andrew D.; Rosenzweig, Mark R.",Brown University; Harvard University,2002-10-01,The Review of Economic Studies,Household Division and Rural Economic Growth,69.0,https://academic.oup.com/restud/article/69/4/839/1551648
"Hong, Han; Shum, Matthew",Princeton University; Johns Hopkins University,2002-10-01,The Review of Economic Studies,Increasing Competition and the Winner's Curse: Evidence from Procurement,69.0,https://academic.oup.com/restud/article/69/4/871/1551658
,,0,0,0,0.0,https://academic.oup.com/restud/article/69/4/899/1551667
"Legros, Patrick; Newman, Andrew F.","ECARES, Université Libre de Bruxelles  and  CEPR; University College London  and  CEPR",2002-10-01,The Review of Economic Studies,Monotone Matching in Perfect and Imperfect Worlds,69.0,https://academic.oup.com/restud/article/69/4/925/1551676
"Miravete, Eugenio J.",University of Pennsylvania  and  CEPR,2002-10-01,The Review of Economic Studies,Estimating Demand for Local Telephone Service with Asymmetric Information and Optional Calling Plans,69.0,https://academic.oup.com/restud/article/69/4/943/1551685
"Offerman, Theo; Potters, Jan; Sonnemans, Joep",University of Amsterdam; Tilburg University; University of Amsterdam,2002-10-01,The Review of Economic Studies,Imitation and Belief Learning in an Oligopoly Experiment,69.0,https://academic.oup.com/restud/article/69/4/973/1551694
"Prat, Andrea",London School of Economics  and  CEPR,2002-10-01,The Review of Economic Studies,Campaign Advertising and Voter Welfare,69.0,https://academic.oup.com/restud/article/69/4/999/1551704
,,0,0,0,0.0,https://academic.oup.com/restud/article/69/4/1021/1551608
"Cornelli, Francesca; Yosha, Oved",London Business School  and  CEPR; Tel Aviv University  and  CEPR,2003-01-01,The Review of Economic Studies,Stage Financing and the Role of Convertible Securities,70.0,https://academic.oup.com/restud/article/70/1/1/1560962
"Das, Mitali; Newey, Whitney K.; Vella, Francis",Columbia University; MIT; European University Institute,2003-01-01,The Review of Economic Studies,Nonparametric Estimation of Sample Selection Models,70.0,https://academic.oup.com/restud/article/70/1/33/1561034
"Francois, Patrick; Roberts, Joanne",Tilburg University  and  University of British Columbia; University of Toronto,2003-01-01,The Review of Economic Studies,Contracting Productivity Growth,70.0,https://academic.oup.com/restud/article/70/1/59/1561039
"Genicot, Garance; Ray, Debraj",University of California  at  Irvine; New York University  and  Instituto de Análisis Económico (CSIC),2003-01-01,The Review of Economic Studies,Group Formation in Risk-Sharing Arrangements,70.0,https://academic.oup.com/restud/article/70/1/87/1561043
"Hendricks, Kenneth; Pinkse, Joris; Porter, Robert H.",University of Texas; Pennsylvania State University; Northwestern University,2003-01-01,The Review of Economic Studies,"Empirical Implications of Equilibrium Bidding in First-Price, Symmetric, Common Value Auctions",70.0,https://academic.oup.com/restud/article/70/1/115/1560968
"Tamer, Elie",Princeton University,2003-01-01,The Review of Economic Studies,Incomplete Simultaneous Discrete Response Model with Multiple Equilibria,70.0,https://academic.oup.com/restud/article/70/1/147/1560993
"van Biesebroeck, Johannes",University of Toronto,2003-01-01,The Review of Economic Studies,Productivity Dynamics with Technology Choice: An Application to Automobile Assembly,70.0,https://academic.oup.com/restud/article/70/1/167/1561029
"Acemoglu, Daron",Massachusetts Institute of Technology,2003-04-01,The Review of Economic Studies,Patterns of Skill Premia,70.0,https://academic.oup.com/restud/article/70/2/199/1586758
"Bar-Isaac, Heski",London School of Economics,2003-04-01,The Review of Economic Studies,Reputation and Survival: Learning in a Dynamic Signalling Model,70.0,https://academic.oup.com/restud/article/70/2/231/1586761
"Faure-Grimaud, Antoine; Laffont, Jean-Jacques; Martimort, David","London School of Economics ,  Financial Markets Group  and  CEPR; Université de Toulouse (GREMAQ, IDEI)  and  University of South California; Université de Toulouse (GREMAQ, IDEI)",2003-04-01,The Review of Economic Studies,"Collusion, Delegation and Supervision with Soft Information",70.0,https://academic.oup.com/restud/article/70/2/253/1586764
"Kaplan, Steven N.; Strömberg, Per",University of Chicago; University of Chicago,2003-04-01,The Review of Economic Studies,Financial Contracting Theory Meets the Real World: An Empirical Analysis of Venture Capital Contracts,70.0,https://academic.oup.com/restud/article/70/2/281/1586768
"Levinsohn, James; Petrin, Amil",University of Michigan; University of Chicago,2003-04-01,The Review of Economic Studies,Estimating Production Functions Using Inputs to Control for Unobservables,70.0,https://academic.oup.com/restud/article/70/2/317/1586773
"Mailath, George J.; Sandroni, Alvaro",University of Pennsylvania; Northwestern University  and  Rochester University,2003-04-01,The Review of Economic Studies,Market Selection and Asymmetric Information,70.0,https://academic.oup.com/restud/article/70/2/343/1586779
"Mookherjee, Dilip; Ray, Debraj",Boston University; New York University  and  Instituto de Análisis Económico (CSIC),2003-04-01,The Review of Economic Studies,Persistent Inequality,70.0,https://academic.oup.com/restud/article/70/2/369/1586784
