Author,Affiliation,Publication Date,Journal Title,Title,Volume,URL
M. Lombardi; N. Yoshihara,"Adam Smith Business School, University of Glasgow, Glasgow, G12 8QQ, United Kingdom; Department of Economics, University of Massachusetts Amherst, Crotty Hall, 412 North Pleasant Street, Amherst, MA 01002, USA; The Institute of Economic Research, Hitotsubashi University, Naka 2-1, Kunitachi, Tokyo 186-8603, Japan; School of Management, Kochi University of Technology, Tosayamada, Kami-city, Kochi 782-8502, Japan",2018/09/01,Games and Economic Behavior,Treading a fine line: (Im)possibilities for Nash implementation with partially-honest individuals,111.0,https://www.sciencedirect.com/science/article/pii/S0899825618300356
Bassel Tarbush,"University of Oxford, United Kingdom",2018/09/01,Games and Economic Behavior,Hotelling competition and the gamma distribution,111.0,https://www.sciencedirect.com/science/article/pii/S0899825618301143
Andrew Ellis,"Department of Economics, London School of Economics and Political Science, United Kingdom",2018/09/01,Games and Economic Behavior,On dynamic consistency in ambiguous games,111.0,https://www.sciencedirect.com/science/article/pii/S0899825618301155
Eray Cumbul; Gábor Virág,"TOBB University of Economics and Technology, Turkey; University of Toronto, Canada",2018/09/01,Games and Economic Behavior,Multilateral limit pricing in price-setting games,111.0,https://www.sciencedirect.com/science/article/pii/S0899825618301131
Eberhard Feess; Florian Kerzenmacher,"Victoria University of Wellington, Pipitea Campus, Lambton Quay, Wellington, New Zealand; Frankfurt School of Finance & Management, Adickesallee 32-34, 60322 Frankfurt, Germany",2018/09/01,Games and Economic Behavior,Lying opportunities and incentives to lie: Reference dependence versus reputation,111.0,https://www.sciencedirect.com/science/article/pii/S0899825618301167
Isabelle Brocas; Juan D. Carrillo; Jorge Tarrasó,"University of Southern California and CEPR, United States of America; CEPR, United Kingdom; Minerva University, United States of America",2018/09/01,Games and Economic Behavior,How long is a minute?,111.0,https://www.sciencedirect.com/science/article/pii/S089982561830112X
Andrea Attar; Eloisa Campioni; Gwenaël Piaser,"Toulouse School of Economics, CNRS, France; DEF, Università di Roma Tor Vergata, Italy; IPAG Business School, France",2018/09/01,Games and Economic Behavior,On competing mechanisms under exclusive competition,111.0,https://www.sciencedirect.com/science/article/pii/S0899825618300782
Guilherme Carmona; Konrad Podczeck,"University of Surrey, UK; Universität Wien, Austria",2018/09/01,Games and Economic Behavior,The conditions in the existence results for discontinuous games by Reny and by Simon and Zame are incomparable,111.0,https://www.sciencedirect.com/science/article/pii/S0899825618300794
Stefano Leucci; Akaki Mamageishvili; Paolo Penna,"Department of Computer Science, ETH Zürich, Switzerland; Department of Management, Technology and Economics, ETH Zürich, Switzerland",2018/09/01,Games and Economic Behavior,No truthful mechanism can be better than n approximate for two natural problems,111.0,https://www.sciencedirect.com/science/article/pii/S089982561830071X
Christopher P. Chambers; M. Bumin Yenmez,,2018/09/01,Games and Economic Behavior,A simple characterization of responsive choice,111.0,https://www.sciencedirect.com/science/article/pii/S0899825618301106
M. Ali Khan; Yongchao Zhang,"Department of Economics, The Johns Hopkins University, Baltimore, MD 21218, USA; School of Economics, Shanghai University of Finance and Economics, 777 Guoding Road, Shanghai, 200433, China; Key Laboratory of Mathematical Economics (SHUFE), Ministry of Education, Shanghai, 200433, China",2018/09/01,Games and Economic Behavior,On pure-strategy equilibria in games with correlated information,111.0,https://www.sciencedirect.com/science/article/pii/S0899825617302257
0,,2018/11/01,Games and Economic Behavior,Editorial Board,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301623
0,,2018/11/01,Games and Economic Behavior,Editorial Board,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301635
Sangram V. Kadam; Maciej H. Kotowski,"Charles River Associates, 1201 F Street NW, Washington DC 20006, United States of America; John F. Kennedy School of Government, Harvard University, 79 JFK Street, Cambridge MA 02138, United States of America",2018/11/01,Games and Economic Behavior,"Time horizons, lattice structures, and welfare in multi-period matching markets",112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301192
Jorge Alcalde-Unzu; Marc Vorsatz,"Department of Economics, Universidad Pública de Navarra, Campus Arrosadia, 31006 Pamplona, Spain; Departamento de Análisis Económico, Universidad Nacional de Educación a Distancia (UNED), Paseo Senda del Rey 11, 28040 Madrid, Spain",2018/11/01,Games and Economic Behavior,Strategy-proof location of public facilities,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301180
Jeannette Brosig-Koch; Timo Heinrich,"Faculty of Economics and Business Administration, Universitätsstr. 12, 45117 Essen, Germany; Durham University Business School, Millhill Ln, Durham DH1 3LB, UK",2018/11/01,Games and Economic Behavior,The role of communication content and reputation in the choice of transaction partners: A study based on field and laboratory data,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301179
David J. Cooper; Christos A. Ioannou; Shi Qi,"Department of Economics, Florida State University, Tallahassee, FL 32306-2180, USA; School of Economics, University of East Anglia, Norwich Research Park, Norwich, NR4 7TJ, UK; Universite Paris 1 Pantheon - Sorbonne, Centre d'Économie de la Sorbonne, Maison des Sciences Economiques, 106-112 Boulevard de l'Ĥopital, 75647 Paris Cedex 13, France; Economics Department, College of William and Mary, Williamsburg, VA 23187, USA",2018/11/01,Games and Economic Behavior,Endogenous incentive contracts and efficient coordination,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301222
Ryoji Sawa; Jiabin Wu,"Department of Policy and Planning Sciences, University of Tsukuba, Japan; Department of Economics, University of Oregon, United States of America",2018/11/01,Games and Economic Behavior,Prospect dynamics and loss dominance,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301209
Martin Dufwenberg; Matt Van Essen,"University of Arizona, United States; University of Gothenburg, Sweden; CESifo, Germany; University of Alabama, United States",2018/11/01,Games and Economic Behavior,King of the Hill: Giving backward induction its best shot,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301210
Jeanne Hagenbach; Eduardo Perez-Richet,CNRS – Sciences Po; Sciences Po; CEPR,2018/11/01,Games and Economic Behavior,Communication with evidence in the lab,112.0,https://www.sciencedirect.com/science/article/pii/S089982561830143X
Reshef Meir; Gil Kalai; Moshe Tennenholtz,"Hebrew University, Jerusalem, Israel; Technion—Israel Institute of Technology, Haifa, Israel",2018/11/01,Games and Economic Behavior,Bidding games and efficient allocations,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301374
Áron Tóbiás,"Maxwell School of Citizenship and Public Affairs, Syracuse University, United States of America",2018/11/01,Games and Economic Behavior,Non-linear pricing and optimal shipping policies,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301416
Spyros Galanis,"Department of Economics, University of Southampton, Southampton, UK",2018/11/01,Games and Economic Behavior,Financial complexity and trade,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301404
Giacomo Bonanno; Elias Tsakas,"Department of Economics, University of California, Davis, CA 95616-8578, USA; Department of Economics (AE1), Maastricht University, P.O. Box 616, 6200 MD, Maastricht, the Netherlands",2018/11/01,Games and Economic Behavior,Common belief of weak-dominance rationality in strategic-form games: A qualitative analysis,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301441
Paweł Dziewulski,"Department of Economics, University of Oxford, Manor Road Building, Manor Road, Oxford OX1 3UQ, United Kingdom",2018/11/01,Games and Economic Behavior,Revealed time preference,112.0,https://www.sciencedirect.com/science/article/pii/S0899825618301271
0,,2019/01/01,Games and Economic Behavior,Editorial Board,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301933
0,,2019/01/01,Games and Economic Behavior,Editorial Board,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301945
Nikhil R. Devanur; Jason D. Hartline; Tim Roughgarden,,2019/01/01,Games and Economic Behavior,Introduction to the Special Issue – Algorithmic Game Theory – STOC/FOCS/SODA 2012,113.0,https://www.sciencedirect.com/science/article/pii/S0899825616300045
Berthold Vöcking,"Department of Computer Science, RWTH Aachen University, Germany",2019/01/01,Games and Economic Behavior,A universally-truthful approximation scheme for multi-unit auctions,113.0,https://www.sciencedirect.com/science/article/pii/S0899825613001735
Konstantinos Georgiou; Chaitanya Swamy,"Combinatorics & Optimization, University of Waterloo, Waterloo, ON N2L 3G1, Canada",2019/01/01,Games and Economic Behavior,Black-box reductions for cost-sharing mechanism design,113.0,https://www.sciencedirect.com/science/article/pii/S0899825613001292
Amos Fiat; Elias Koutsoupias; Katrina Ligett; Yishay Mansour; Svetlana Olonetsky,"The Blavatnik School of Computer Science, Tel Aviv University, Israel; Department of Informatics and Telecommunications, University of Athens, Panepistimiopolis, Athens 15784, Greece; Department of Computer Science, University of Oxford, OX1 3QD, UK; Department of Computing and Mathematical Sciences and Division of the Humanities and Social Sciences, California Institute of Technology, Pasadena, CA 91125, United States",2019/01/01,Games and Economic Behavior,Beyond myopic best response (in Cournot competition),113.0,https://www.sciencedirect.com/science/article/pii/S0899825613001723
Sanjeev Goyal; Hoda Heidari; Michael Kearns,,2019/01/01,Games and Economic Behavior,Competitive contagion in networks,113.0,https://www.sciencedirect.com/science/article/pii/S0899825614001365
Shuchi Chawla; Jason D. Hartline; Balasubramanian Sivan,"Computer Sciences Dept., University of Wisconsin-Madison, United States; Electrical Engineering and Computer Science, Northwestern University, United States",2019/01/01,Games and Economic Behavior,Optimal crowdsourcing contests,113.0,https://www.sciencedirect.com/science/article/pii/S089982561500127X
Robert Kleinberg; S. Matthew Weinberg,"Department of Computer Science, Cornell University, Ithaca, NY 14853, United States; Department of Electrical Engineering and Computer Science, MIT, Cambridge, MA 02139, United States",2019/01/01,Games and Economic Behavior,Matroid prophet inequalities and applications to multi-dimensional mechanism design,113.0,https://www.sciencedirect.com/science/article/pii/S0899825614001651
Francesc Dilmé,"University of Bonn, Germany",2019/01/01,Games and Economic Behavior,Dynamic quality signaling with hidden actions,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301386
Giovanni Di Bartolomeo; Martin Dufwenberg; Stefano Papa; Francesco Passarelli,"Sapienza University of Rome, Italy; University of Arizona, United States of America; University of Gothenburg, Sweden; CESifo, Germany; University of Turin, Italy; Bocconi University, Milan, Italy",2019/01/01,Games and Economic Behavior,"Promises, expectations & causation",113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301246
Flip Klijn; Joana Pais; Marc Vorsatz,"Institute for Economic Analysis (CSIC) and Barcelona GSE, Campus UAB, 08193 Bellaterra (Barcelona), Spain; ISEG–UL, Universidade de Lisboa; REM–Research in Economics and Management; UECE–Research Unit on Complexity and Economics, Portugal; Departamento de Análisis Económico, Universidad Nacional de Educación a Distancia (UNED), Paseo Senda del Rey 11, 28040 Madrid, Spain",2019/01/01,Games and Economic Behavior,Static versus dynamic deferred acceptance in school choice: Theory and experiment,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301453
Nicolas S. Lambert; Adrian Marple; Yoav Shoham,"Graduate School of Business, Stanford University, United States of America; Google, Inc., United States of America; Department of Computer Science, Stanford University, United States of America",2019/01/01,Games and Economic Behavior,On equilibria in games with imperfect recall,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301490
Ari Stern; Alexander Tettenhorst,"Department of Mathematics and Statistics, Washington University in St. Louis, United States of America",2019/01/01,Games and Economic Behavior,Hodge decomposition and the Shapley value of a cooperative game,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301489
Bertan Turhan,"CIE and Department of Economics, ITAM, Mexico; Tepper School of Business, Carnegie Mellon University, USA",2019/01/01,Games and Economic Behavior,Welfare and incentives in partitioned school choice markets,113.0,https://www.sciencedirect.com/science/article/pii/S089982561830157X
Indranil Chakraborty,"Department of Economics, National University of Singapore, Singapore",2019/01/01,Games and Economic Behavior,Simultaneous vs. sequential auctions with risk averse bidders,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301568
Yuval Heller; Erik Mohlin,"Department of Economics, Bar Ilan University, Ramat Gan 5290002, Israel; Department of Economics, Lund University, Tycho Brahes väg 1, 220 07 Lund, Sweden",2019/01/01,Games and Economic Behavior,Coevolution of deception and preferences: Darwin and Nash meet Machiavelli,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301532
F. Javier Martínez-de-Albéniz; Carlos Rafels; Neus Ybern,"Dept. de Matemàtica Econòmica, Financera i Actuarial and BEAT, Universitat de Barcelona, Av. Diagonal 690, 08034 Barcelona, Spain; Dept. de Matemàtiques, Escola Politècnica Superior d'Enginyeria, Universitat Politècnica de Catalunya, Av. Víctor Balaguer 1, 08800 Vilanova i la Geltrú, Barcelona, Spain",2019/01/01,Games and Economic Behavior,Solving Becker's assortative assignments and extensions,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301477
Joan de Martí; Pau Milán,"Universitat Pompeu Fabra, and Barcelona GSE, Spain; Universitat Autònoma de Barcelona, MOVE, and Barcelona GSE, Spain",2019/01/01,Games and Economic Behavior,Regime change in large information networks,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301520
Matías Núñez; Marcus Pivato,"Université Paris-Dauphine, PSL Research University, CNRS, LAMSADE, 75016 Paris, France; THEMA, Université de Cergy-Pontoise, France",2019/01/01,Games and Economic Behavior,Truth-revealing voting rules for large populations,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301519
Shintaro Miura,"Department of Economics, Kanagawa University, 3-27-1, Rokkakubashi, Kanagawa-ku, Yokohama, Kanagawa 221-8686, Japan",2019/01/01,Games and Economic Behavior,Manipulated news model: Electoral competition and mass media,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301507
Igal Milchtaich,"Department of Economics, Bar-Ilan University, Ramat Gan 5290002, Israel",2019/01/01,Games and Economic Behavior,Polyequilibrium,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301556
Andreas Blume; Ernest K. Lai; Wooyoung Lim,"Department of Economics, The University of Arizona, United States of America; Department of Economics, Lehigh University, United States of America; Department of Economics, The Hong Kong University of Science and Technology, Hong Kong",2019/01/01,Games and Economic Behavior,Eliciting private information with noise: The case of randomized response,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301544
Daniel Stephenson,,2019/01/01,Games and Economic Behavior,Coordination and evolutionary dynamics: When are evolutionary models reliable?,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301593
Siqi Pan,"Department of Economics, The University of Melbourne, VIC 3010, Australia",2019/01/01,Games and Economic Behavior,The instability of matching with overconfident agents,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301581
David Lagziel,"Economics Department, Ben-Gurion University of the Negev, Beer-Sheva 8410501, Israel",2019/01/01,Games and Economic Behavior,Credit auctions and bid caps,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301738
Yves Breitmoser,"Humboldt University Berlin, Spandauer Str. 1, 10099 Berlin, Germany",2019/01/01,Games and Economic Behavior,"Knowing me, imagining you: Projection and overbidding in auctions",113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301672
Dietmar Fehr; Matthias Sutter,"University of Heidelberg, Germany; Max Planck Institute for Research into Collective Goods Bonn, Germany; University of Cologne, Germany; University of Innsbruck, Austria",2019/01/01,Games and Economic Behavior,Gossip and the efficiency of interactions,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301660
Rebecca B. Morton; Marco Piovesan; Jean-Robert Tyran,"Department of Politics, NYU NYC and NYU Abu Dhabi, 19 West 4th Street, 2nd Floor, New York, NY 10012, United States of America; Department of Economics and Center for Economic Behavior and Inequality (CEBI), University of Copenhagen, Øster Farimagsgade 5, 1353, Copenhagen, Denmark; Department of Economics, University of Vienna, Oskar-Morgenstern-Platz 1, 1090 Vienna, Austria",2019/01/01,Games and Economic Behavior,"The dark side of the vote: Biased voters, social information, and information aggregation through majority voting",113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301714
Klaus Abbink; Gönül Doğan,"Department of Economics, Monash University, Wellington Road, Clayton, VIC 3800, Australia; Seminar for Corporate Development and Business Ethics, University of Cologne, Universitätsstraße 22a, 50923 Köln, Germany",2019/01/01,Games and Economic Behavior,How to choose your victim,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301696
Paolo Roberti,"Department of Economics, University of Bologna, Piazza Scaravilli 2, 40126 Bologna, Italy",2019/01/01,Games and Economic Behavior,Citizens or lobbies: Who controls policy?,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301726
Min-Hung Tsay; Chun-Hsien Yeh,"Department of Economics, National Chung Cheng University, Chia-Yi 621, Taiwan; Institute of Economics, Academia Sinica, Taipei 115, Taiwan; Chung-Hua Institute for Economic Research, Taipei 106, Taiwan",2019/01/01,Games and Economic Behavior,Relations among the central rules in bankruptcy problems: A strategic perspective,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301751
Itay P. Fainmesser,"The Johns Hopkins Carey Business School and The Department of Economics, The Johns Hopkins University, Baltimore, MD 21202, United States of America",2019/01/01,Games and Economic Behavior,Exclusive intermediation in unobservable networks,113.0,https://www.sciencedirect.com/science/article/pii/S089982561830174X
Alexander Coutts,"Nova School of Business and Economics, Universidade NOVA de Lisboa, Campus de Carcavelos, Rua da Holanda 1, 2775-405 Carcavelos, Portugal",2019/01/01,Games and Economic Behavior,Testing models of belief bias: An experiment,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301763
Luca Polonio; Giorgio Coricelli,"Center for Mind/Brain Sciences, CIMec, University of Trento, Palazzo Fedrigotti – corso Bettini 31, 38068 Rovereto, Trento, Italy; Department of Economics, University of Southern California, 3620 S Vermont Ave 300, Los Angeles, CA 90089, United States",2019/01/01,Games and Economic Behavior,Testing the level of consistency between choices and beliefs in games using eye-tracking,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301787
Nobuyuki Hanaki; Yukio Koriyama; Angela Sutan; Marc Willinger,"Université Côte d'Azur, CNRS, GREDEG, France; CREST, Ecole Polytechnique, University of Paris-Saclay, France; Univ. Bourgogne Franche-Comte, Burgundy School of Business-CEREN, France; CEE-M, Univ Montpellier, CNRS, INRA, Montpellier SupAgro, Montpellier, France",2019/01/01,Games and Economic Behavior,The strategic environment effect in beauty contest games,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301817
Gagan Ghosh; Heng Liu,"Department of Economics, California State University Fullerton, United States of America; Department of Economics, University of Michigan, United States of America",2019/01/01,Games and Economic Behavior,Sequential second-price auctions with private budgets,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301805
Ryoji Sawa,"Faculty of Engineering, Information and Systems, University of Tsukuba, Japan",2019/01/01,Games and Economic Behavior,Stochastic stability under logit choice in coalitional bargaining problems,113.0,https://www.sciencedirect.com/science/article/pii/S0899825618301842
