,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
13,Laurens Cherchye; Thomas Demuynck; Bram De Rock,Nash‐Bargained Consumption Decisions: A Revealed Preference Analysis,"Center for Economic Studies, University of Leuven; ECARES, Université Libre de Bruxelles",2013-3-1,The Economic Journal,Economics and Econometrics,123,567,10.1111/j.1468-0297.2012.02547.x,http://dx.doi.org/10.1111/j.1468-0297.2012.02547.x
14,Sebastian Till Braun; Jan Stuhler,The Transmission of Inequality Across Multiple Generations: Testing Recent Theories With Evidence From Germany,"University of St Andrews and Kiel Institute for the World Economy; Universidad Carlos III de Madrid, Swedish Institute for Social Research, and Institute for the Study of Labor",2018-3-1,The Economic Journal,Economics and Econometrics,128,609,10.1111/ecoj.12453,http://dx.doi.org/10.1111/ecoj.12453
15,Nina Boberg‐Fazlić; Paul Sharp,Does Welfare Spending Crowd out Charitable Activity? Evidence from Historical England under the Poor Laws,University of Duisburg‐Essen; University of Southern Denmark,2017-2-1,The Economic Journal,Economics and Econometrics,127,599,10.1111/ecoj.12251,http://dx.doi.org/10.1111/ecoj.12251
16,Branko Milanovic; Peter H. Lindert; Jeffrey G. Williamson,Pre‐Industrial Inequality,World Bank and University of Maryland; University of California – Davis; Harvard University and University of Wisconsin,2011-3-1,The Economic Journal,Economics and Econometrics,121,551,10.1111/j.1468-0297.2010.02403.x,http://dx.doi.org/10.1111/j.1468-0297.2010.02403.x
17,Luís Santos‐Pinto,Positive Self‐image and Incentives in Organisations,Universidade Nova de Lisboa,2008-8-1,The Economic Journal,Economics and Econometrics,118,531,10.1111/j.1468-0297.2008.02171.x,http://dx.doi.org/10.1111/j.1468-0297.2008.02171.x
18,Peter Postl,Asymmetric Information in Financial Markets: Introduction and Applications,University of Birmingham,2005-2-1,The Economic Journal,Economics and Econometrics,115,501,10.1111/j.0013-0133.2005.976_2.x,http://dx.doi.org/10.1111/j.0013-0133.2005.976_2.x
19,Jess Benhabib; Alberto Bisin; Ricardo T Fernholz,Heterogeneous Dynasties and Long-Run Mobility*,"New York University, USA; New York University, USA; Claremont McKenna College, USA",2022-4-1,The Economic Journal,Economics and Econometrics,132,643,10.1093/ej/ueab095,http://dx.doi.org/10.1093/ej/ueab095
20,Isabelle Sin,The Gravity of Ideas: How Distance Affects Translations,Motu Economic and Public Policy Research; Te Pūnaha Matatini Centre of Research Excellence; Victoria University of Wellington,2018-11-1,The Economic Journal,Economics and Econometrics,128,615,10.1111/ecoj.12537,http://dx.doi.org/10.1111/ecoj.12537
21,Bernardo Guimaraes; Kevin D. Sheedy,Guarding the Guardians,"Sao Paulo School of Economics – FGV; London School of Economics, CEP, CEPR and CfM",2017-11-1,The Economic Journal,Economics and Econometrics,127,606,10.1111/ecoj.12379,http://dx.doi.org/10.1111/ecoj.12379
22,Ignatius J. Horstmann; Kimberley A. Scharf,"A Theory of Distributional Conflict, Voluntarism and Segregation","University of Toronto and Institute for Policy Analysis; University of Warwick, Institute for Fiscal Studies and CEPR",2008-3-1,The Economic Journal,Economics and Econometrics,118,527,10.1111/j.1468-0297.2007.02128.x,http://dx.doi.org/10.1111/j.1468-0297.2007.02128.x
23,Nicholas Crafts,Book Review Feature: Trade and Poverty: When the Third World Fell Behind,University of Warwick,2013-2-1,The Economic Journal,Economics and Econometrics,123,566,10.1111/ecoj.12016,http://dx.doi.org/10.1111/ecoj.12016
24,Mark Schaffer,"Transition and Economics: Politics, Markets, and Firms",Heriot‐Watt University,2002-11-1,The Economic Journal,Economics and Econometrics,112,483,10.1111/1468-0297.t01-13-00083,http://dx.doi.org/10.1111/1468-0297.t01-13-00083
25,Michael Spagat,"Knowledge, Information, and Expectations in Modern Macroeconomics. In Honor of Edmund S. Phelps",University of London & CEPR,2004-6-1,The Economic Journal,Economics and Econometrics,114,496,10.1111/j.1468-0297.2004.00226_6.x,http://dx.doi.org/10.1111/j.1468-0297.2004.00226_6.x
26,Kevin D. Hoover,"Causality: Models, Reasoning, and Inference.","University of California, Davis",2003-6-1,The Economic Journal,Economics and Econometrics,113,488,10.1111/1468-0297.13919,http://dx.doi.org/10.1111/1468-0297.13919
27,Carlos Daniel Santos,"Sunk Costs of R&amp;D, Trade and Productivity: The Moulds Industry Case",Nova School of Business and Economics,2017-8-1,The Economic Journal,Economics and Econometrics,127,603,10.1111/ecoj.12343,http://dx.doi.org/10.1111/ecoj.12343
28,Sebastian Fehrler; Urs Fischbacher; Maik T Schneider,Honesty and Self-Selection into Cheap Talk,"University of Bremen, SOCIUM; University of Konstanz; Thurgau Institute of Economics; University of Konstanz; Thurgau Institute of Economics; University of Bath",2020-11-23,The Economic Journal,Economics and Econometrics,130,632,10.1093/ej/ueaa028,http://dx.doi.org/10.1093/ej/ueaa028
29,Bernardo Guimaraes; Caio Machado,Dynamic Coordination and the Optimal Stimulus Policies,"Sao Paulo School of Economics – FGV; Instituto de Economía, Pontificia Universidad Católica de Chile",2018-11-1,The Economic Journal,Economics and Econometrics,128,615,10.1111/ecoj.12547,http://dx.doi.org/10.1111/ecoj.12547
30,Andrew G Haldane; Gregor Irwin; Victoria Saporta,Bail Out or Work Out? Theoretical Considerations,Bank of England; Bank of England; Bank of England,2004-3-1,The Economic Journal,Economics and Econometrics,114,494,10.1111/j.0013-0133.2003.00202.x,http://dx.doi.org/10.1111/j.0013-0133.2003.00202.x
31,Peter Dolton,A Review of ‘The Economics of School Choice’,"University of Newcastle‐upon‐Tynt and Institute of Education, London University",2003-2-1,The Economic Journal,Economics and Econometrics,113,485,10.1111/1468-0297.00103,http://dx.doi.org/10.1111/1468-0297.00103
32,Peter Wardley,"Openness and Growth: Proceedings of the Bank of England Academic Conference on the Relationship Between Openness and Growth in the United Kingdom, September 15th, 1997","Universitat Pompeu Fabra, Barcelona and The University of West of England, Bristol",2003-2-1,The Economic Journal,Economics and Econometrics,113,485,10.1111/1468-0297.t01-14-00105,http://dx.doi.org/10.1111/1468-0297.t01-14-00105
33,Christian Bellak,"Competitiveness, Technology and Skills","University of Economics, Vienna",2002-11-1,The Economic Journal,Economics and Econometrics,112,483,10.1111/1468-0297.t01-5-00083,http://dx.doi.org/10.1111/1468-0297.t01-5-00083
34,Peter L. Rousseau,The Wealth of Nations Rediscovered: Integration and Expansion in American Financial Markets 1780–1850,Vanderbilt University,2004-6-1,The Economic Journal,Economics and Econometrics,114,496,10.1111/j.1468-0297.2004.00226_10.x,http://dx.doi.org/10.1111/j.1468-0297.2004.00226_10.x
35,Ronel Elul,"The Color of Credit: Mortgage Discrimination, Research Methodology, and Fair‐Lending Enforcement",Federal Reserve Bank of Philadelphia,2004-11-1,The Economic Journal,Economics and Econometrics,114,499,10.1111/j.1468-0297.2004.00258_4.x,http://dx.doi.org/10.1111/j.1468-0297.2004.00258_4.x
36,Dag Morten Dalen; Nils-Henrik M Von Der Fehr; Espen R Moen,Regulation with wage bargaining,Norwegian School of Management; University of Oslo; Norwegian School of Management,2003-4-1,The Economic Journal,Economics and Econometrics,113,487,10.1111/1468-0297.00126,http://dx.doi.org/10.1111/1468-0297.00126
37,Robert Dur; Otto H. Swank,Producing and Manipulating Information,Erasmus University Rotterdam; Tinbergen Institute,2005-1-1,The Economic Journal,Economics and Econometrics,115,500,10.1111/j.1468-0297.2004.00965.x,http://dx.doi.org/10.1111/j.1468-0297.2004.00965.x
38,Lucio Sarno,"Financial Crises, Contagion, and the Lender of Last Resort; A Reader.","University of Warwick and Centre for Economic Policy Research, London",2003-6-1,The Economic Journal,Economics and Econometrics,113,488,10.1111/1468-0297.01395,http://dx.doi.org/10.1111/1468-0297.01395
39,Kislaya Prasad,"Institutions, Innovation and Growth: Selected Economic Papers",Florida State University,2005-2-1,The Economic Journal,Economics and Econometrics,115,501,10.1111/j.0013-0133.2005.976_8.x,http://dx.doi.org/10.1111/j.0013-0133.2005.976_8.x
40,Antoine Camous; Russell Cooper,Political Activism and the Provision of Dynamic Incentives: Growing the Pie in the Battle for Redistribution,"University of Mannheim, Germany; European University Institute, Italy",2021-10-4,The Economic Journal,Economics and Econometrics,131,639,10.1093/ej/ueab015,http://dx.doi.org/10.1093/ej/ueab015
41,Andreas Schabert,Interactions of Monetary and Fiscal Policy via Open Market Operations,University of Cologne,2004-3-1,The Economic Journal,Economics and Econometrics,114,494,10.1111/j.0013-0133.2004.00205.x,http://dx.doi.org/10.1111/j.0013-0133.2004.00205.x
42,Jeppe Druedahl; Thomas H Jørgensen,Can Consumers Distinguish Persistent from Transitory Income Shocks?,"Center for Economic Behaviour and Inequality (CEBI), University of Copenhagen; Center for Economic Behaviour and Inequality (CEBI), University of Copenhagen",2020-11-23,The Economic Journal,Economics and Econometrics,130,632,10.1093/ej/ueaa047,http://dx.doi.org/10.1093/ej/ueaa047
43,Jürgen Meckl; Stefan Zink,Solow and Heterogeneous Labour: A Neoclassical Explanation of Wage Inequality,University of Konstanz and IZA (Bonn); University of Konstanz,2004-10-1,The Economic Journal,Economics and Econometrics,114,498,10.1111/j.1468-0297.2004.00245.x,http://dx.doi.org/10.1111/j.1468-0297.2004.00245.x
44,Andy Snell; Ian Tonks,A Theoretical Analysis of Institutional Investors’ Trading Costs in Auction and Dealer Markets,University of Edinburgh; University of Bristol,2003-7-1,The Economic Journal,Economics and Econometrics,113,489,10.1111/1468-0297.t01-1-00146,http://dx.doi.org/10.1111/1468-0297.t01-1-00146
45,Roger E. Backhouse,"The Economic World View: Studies in the Ontology of Economics . Postmodernism, Economics and Knowledge",University of Birmingham,2002-11-1,The Economic Journal,Economics and Econometrics,112,483,10.1111/1468-0297.t01-11-00083,http://dx.doi.org/10.1111/1468-0297.t01-11-00083
46,A Stefano Caria; Marcel Fafchamps,Can People form Links to Efficiently Access Information?,"University of Warwick; Freeman Spogli Institute for International Studies, Stanford University",2020-10-16,The Economic Journal,Economics and Econometrics,130,631,10.1093/ej/ueaa064,http://dx.doi.org/10.1093/ej/ueaa064
47,David Vines,Balancing the Banks: Global Lessons from the Financial Crisis,"Department of Economics and Balliol College, University of Oxford; Centre for Applied Macroeconomic Analysis, Australian National University; and CEPR",2011-2-1,The Economic Journal,Economics and Econometrics,121,550,10.1111/j.1468-0297.2010.02417.x,http://dx.doi.org/10.1111/j.1468-0297.2010.02417.x
48,John Van Reenen,The Race Between Education and Technology,London School of Economics and Centre for Economic Performance,2010-11-1,The Economic Journal,Economics and Econometrics,120,548,10.1111/j.1468-0297.2010.02389.x,http://dx.doi.org/10.1111/j.1468-0297.2010.02389.x
49,Nitasha Kaul,Engendering Economics: Conversations with Women Economists in the United States,University of the West of England,2003-2-1,The Economic Journal,Economics and Econometrics,113,485,10.1111/1468-0297.t01-3-00105,http://dx.doi.org/10.1111/1468-0297.t01-3-00105
50,Shenzhe Jiang; Yuzhe Zhang,On the Pacific Salmon Treaty*,"Department of Economics, Texas A&M University, College Station, TX, USA, 77843; Peking University HSBC Business School, Shenzhen, China, 518055; Department of Economics, Texas A&M University, College Station, TX, USA, 77843; Peking University HSBC Business School, Shenzhen, China, 518055",,The Economic Journal,Economics and Econometrics,,,10.1093/ej/uez058,http://dx.doi.org/10.1093/ej/uez058
51,Aldo Rustichini,Behavioural Economics and its Applications,University of Minnesota,2008-6-1,The Economic Journal,Economics and Econometrics,118,529,10.1111/j.1468-0297.2008.02151_1.x,http://dx.doi.org/10.1111/j.1468-0297.2008.02151_1.x
52,Niku Määttänen; Marko Terviö,Welfare Effects of Housing Transaction Taxes: A Quantitative Analysis with an Assignment Model,"University of Helsinki, Finland & Helsinki Graduate School of Economics, Finland; Aalto University School of Business, Finland & Helsinki Graduate School of Economics, Finland",2022-5-9,The Economic Journal,Economics and Econometrics,132,644,10.1093/ej/ueab080,http://dx.doi.org/10.1093/ej/ueab080
53,Robert Skidelsky,"The Treasury and British Public Policy, 19061959",Warwick University,2002-6-1,The Economic Journal,Economics and Econometrics,112,480,10.1111/1468-0297.t01-14-00050,http://dx.doi.org/10.1111/1468-0297.t01-14-00050
54,Andy Feng; Anna Valero,Skill-Biased Management: Evidence from Manufacturing Firms,Singapore Ministry of Trade and Industry; Singapore Ministry of Trade and Industry,2020-5-1,The Economic Journal,Economics and Econometrics,130,628,10.1093/ej/ueaa005,http://dx.doi.org/10.1093/ej/ueaa005
55,Arthur Blouin,Culture and Contracts: The Historical Legacy of Forced Labour,"University of Toronto, Canada",2022-1-7,The Economic Journal,Economics and Econometrics,132,641,10.1093/ej/ueab031,http://dx.doi.org/10.1093/ej/ueab031
56,Sudipto Sarkar; Fernando Zapatero,The Trade‐off Model with Mean Reverting Earnings: Theory and Empirical Tests,McMaster University; University of Southern California,2003-10-1,The Economic Journal,Economics and Econometrics,113,490,10.1111/1468-0297.t01-1-00156,http://dx.doi.org/10.1111/1468-0297.t01-1-00156
57,Friederike Mengel,Gender differences in networking,University of Essex & Lund University,2020-8-1,The Economic Journal,Economics and Econometrics,130,630,10.1093/ej/ueaa035,http://dx.doi.org/10.1093/ej/ueaa035
58,Ari Hyytinen; Frode Steen; Otto Toivanen,An Anatomy of Cartel Contracts,"Hanken School of Economics and Helsinki GSE; Norwegian School of Economics, CEPR and SNF—Centre for Applied Research at NHH; Aalto University School of Business, Helsinki GSE, KU Leuven and CEPR",2019-7-1,The Economic Journal,Economics and Econometrics,129,621,10.1111/ecoj.12633,http://dx.doi.org/10.1111/ecoj.12633
59,Gilberto Libanio,Economic Liberalisation. Distribution and Poverty: Latin America in the 1990s,University of Notre Dame (USA) and Federal University of Minas Gerais (Brazil),2006-2-1,The Economic Journal,Economics and Econometrics,116,509,10.1111/j.1468-0297.2006.01069_11.x,http://dx.doi.org/10.1111/j.1468-0297.2006.01069_11.x
60,Donald Wittman,How Pressure Groups Activate Voters and Move Candidates Closer to the Median,University of California,2009-10-1,The Economic Journal,Economics and Econometrics,119,540,10.1111/j.1468-0297.2009.02273.x,http://dx.doi.org/10.1111/j.1468-0297.2009.02273.x
61,Young Sik Kim; Shuntian Yao,"Liquidity, Quality, Production Cost, and Welfare in a Search Model of Money","Kyung Hee University,; Victoria University of Wellington",2001-1-1,The Economic Journal,Economics and Econometrics,111,468,10.1111/1468-0297.00591,http://dx.doi.org/10.1111/1468-0297.00591
62,Andrea Attar; Thomas Mariotti; François Salanié,The Social Costs of Side Trading,"Toulouse School of Economics, CNRS, University of Toulouse Capitole, and Università degli Studi di Roma ‘Tor Vergata’; Toulouse School of Economics, CNRS, and University of Toulouse Capitole; Toulouse School of Economics, INRAE, and University of Toulouse Capitole",2020-8-1,The Economic Journal,Economics and Econometrics,130,630,10.1093/ej/ueaa041,http://dx.doi.org/10.1093/ej/ueaa041
63,Ian Crawford; Krishna Pendakur,How many types are there?,University of Oxford and Institute for Fiscal Studies; Simon Fraser University,2013-3-1,The Economic Journal,Economics and Econometrics,123,567,10.1111/j.1468-0297.2012.02545.x,http://dx.doi.org/10.1111/j.1468-0297.2012.02545.x
64,Benny Geys; Daniel M. Smith,"Political Dynasties in Democracies: Causes, Consequences and Remaining Puzzles",Norwegian Business School BI; Harvard University,2017-10-1,The Economic Journal,Economics and Econometrics,127,605,10.1111/ecoj.12442,http://dx.doi.org/10.1111/ecoj.12442
65,Pascal Bridel,Studies in the History of French Political Economy: From Bodin to Walras,Centre Walras‐Pareto University of Lausanne,2002-11-1,The Economic Journal,Economics and Econometrics,112,483,10.1111/1468-0297.t01-22-00083,http://dx.doi.org/10.1111/1468-0297.t01-22-00083
66,Jonathan Temple,Review 3,University of Bristol,2009-2-1,The Economic Journal,Economics and Econometrics,119,535,10.1111/j.1468-0297.2008.02229.x,http://dx.doi.org/10.1111/j.1468-0297.2008.02229.x
67,Erika Färnstrand Damsgaard; Per Hjertstrand; Pehr‐Johan Norbäck; Lars Persson; Helder Vasconcelos,Why Entrepreneurs Choose Risky R&amp;D Projects – But Still Not Risky Enough,"National Institute of Economic Research; Research Institute of Industrial Economics; Research Institute of Industrial Economics; Research Institute of Industrial Economics and CEPR; Faculdade de Economia, Universidade do Porto and CEF.UP",2017-10-1,The Economic Journal,Economics and Econometrics,127,605,10.1111/ecoj.12470,http://dx.doi.org/10.1111/ecoj.12470
68,Matthew Watson,The Politics of Money: Towards Sustainability and Economic Democracy,University of Birmingham,2005-2-1,The Economic Journal,Economics and Econometrics,115,501,10.1111/j.0013-0133.2005.976_10.x,http://dx.doi.org/10.1111/j.0013-0133.2005.976_10.x
69,Stephen Redding,"R&amp;D, Education, and Productivity: A Retrospective",London School of Economics and CEPR,2002-2-1,The Economic Journal,Economics and Econometrics,112,477,10.1111/1468-0297.0688j,http://dx.doi.org/10.1111/1468-0297.0688j
70,Ken Binmore,Evolutionary Social Theory: Reply to Robert Sugden,,2001-2-1,The Economic Journal,Economics and Econometrics,111,469,10.1111/1468-0297.00605,http://dx.doi.org/10.1111/1468-0297.00605
71,Christian Ghiglino,A Theory of Economic Growth: Dynamics and Policy in Overlapping Generations,University of Berne,2004-2-1,The Economic Journal,Economics and Econometrics,114,493,10.1111/j.0013-0133.2004.191_3.x,http://dx.doi.org/10.1111/j.0013-0133.2004.191_3.x
72,Gustavo Fajardo,"Sir, Yes, Sir! Hierarchy, Coups and the Political Preferences of Army Officers",CAF-Development Bank of Latin America,2020-7-1,The Economic Journal,Economics and Econometrics,130,629,10.1093/ej/ueaa012,http://dx.doi.org/10.1093/ej/ueaa012
73,Daniel J. Seidmann,Optimal Quotas in Private Committees,Nottingham University,2008-1-1,The Economic Journal,Economics and Econometrics,118,525,10.1111/j.1468-0297.2007.02102.x,http://dx.doi.org/10.1111/j.1468-0297.2007.02102.x
74,Vania Sena,Efficiency in the Public Sector: Studies in Productivity and Efficiency,"LUBS, University of Leeds",2003-2-1,The Economic Journal,Economics and Econometrics,113,485,10.1111/1468-0297.t01-10-00105,http://dx.doi.org/10.1111/1468-0297.t01-10-00105
75,Gilles Duranton,Review 2,University of Toronto,2009-11-1,The Economic Journal,Economics and Econometrics,119,541,10.1111/j.1468-0297.2009.02322.x,http://dx.doi.org/10.1111/j.1468-0297.2009.02322.x
76,Andrew Dickens,Understanding Ethnolinguistic Differences: The Roles of Geography and Trade,"Brock University , Canada",2022-4-1,The Economic Journal,Economics and Econometrics,132,643,10.1093/ej/ueab065,http://dx.doi.org/10.1093/ej/ueab065
77,Keith Marzilli Ericson; Philipp Kircher; Johannes Spinnewijn; Amanda Starc,Inferring Risk Perceptions and Preferences Using Choice from Insurance Menus: Theory and Evidence,"Boston University Questrom School of Business, USA; University of Edinburgh, Belgium; London School of Economics, UK; Kellogg School of Management, USA",2021-3-3,The Economic Journal,Economics and Econometrics,131,634,10.1093/ej/ueaa069,http://dx.doi.org/10.1093/ej/ueaa069
78,Lars Calmfors; Åsa Johansson,"Nominal Wage Flexibility, Wage Indexation and Monetary Union",Institute for International Economic Studies; Stockholm University OECD,2006-1-1,The Economic Journal,Economics and Econometrics,116,508,10.1111/j.1468-0297.2006.01057.x,http://dx.doi.org/10.1111/j.1468-0297.2006.01057.x
79,David De Meza,Overlending?,London School of Economics & University of Exeter,2002-2-1,The Economic Journal,Economics and Econometrics,112,477,10.1111/1468-0297.00681,http://dx.doi.org/10.1111/1468-0297.00681
80,Huw Dixon; Hervé Le Bihan,Generalised Taylor and Generalised Calvo Price and Wage Setting: Micro‐evidence with Macro Implications,"Cardiff Business School, Cardiff, UK; Banque de France, DGEI‐DEMS, Service des Analyses Microéconomiques (SAMIC)",2012-5-1,The Economic Journal,Economics and Econometrics,122,560,10.1111/j.1468-0297.2012.02497.x,http://dx.doi.org/10.1111/j.1468-0297.2012.02497.x
81,Marcel Fratzscher,Oral Interventions Versus Actual Interventions in FX Markets – an Event‐Study Approach,European Central Bank,2008-7-1,The Economic Journal,Economics and Econometrics,118,530,10.1111/j.1468-0297.2008.02161.x,http://dx.doi.org/10.1111/j.1468-0297.2008.02161.x
82,Todd R. Kaplan; Bradley J. Ruffle,Which Way to Cooperate,University of Exeter and University of Haifa Ben‐Gurion University; University of Exeter and University of Haifa Ben‐Gurion University,2012-9-1,The Economic Journal,Economics and Econometrics,122,563,10.1111/j.1468-0297.2011.02485.x,http://dx.doi.org/10.1111/j.1468-0297.2011.02485.x
83,Tito Boeri; Michael C. Burda,Preferences for Collective Versus Individualised Wage Setting,"Bocconi University IGIER, CEPR and IZA; Humboldt‐Universität zu Berlin, CEPR and IZA",2009-10-1,The Economic Journal,Economics and Econometrics,119,540,10.1111/j.1468-0297.2009.02286.x,http://dx.doi.org/10.1111/j.1468-0297.2009.02286.x
84,Panayiota Lyssiotou; Panos Pashardes; Thanasis Stengos,Estimates of the Black Economy Based on Consumer Demand Approaches,"University of Cyprus; University of Cyprus; University of Guelph, Ontario",2004-7-1,The Economic Journal,Economics and Econometrics,114,497,10.1111/j.1468-0297.2004.00234.x,http://dx.doi.org/10.1111/j.1468-0297.2004.00234.x
85,Edward P. Lazear,The Future of Personnel Economics,Hoover Institution and Stanford University,2000-11-1,The Economic Journal,Economics and Econometrics,110,467,10.1111/1468-0297.00576,http://dx.doi.org/10.1111/1468-0297.00576
86,Ran Abramitzky; Liran Einav; Oren Rigbi,Is Hanukkah Responsive to Christmas?,Stanford University; Stanford University and NBER; Stanford University,2010-6-1,The Economic Journal,Economics and Econometrics,120,545,10.1111/j.1468-0297.2009.02305.x,http://dx.doi.org/10.1111/j.1468-0297.2009.02305.x
87,Robert E. Hall,The High Sensitivity of Economic Activity to Financial Frictions,Stanford University,2011-5-1,The Economic Journal,Economics and Econometrics,121,552,10.1111/j.1468-0297.2011.02421.x,http://dx.doi.org/10.1111/j.1468-0297.2011.02421.x
88,Peter Schmidt,Stochastic Frontier Analysis,Michigan State University,2002-2-1,The Economic Journal,Economics and Econometrics,112,477,10.1111/1468-0297.0688l,http://dx.doi.org/10.1111/1468-0297.0688l
89,Robert J Barro,Double-Counting of Investment*,,,The Economic Journal,Economics and Econometrics,,,10.1093/ej/uea1b005,http://dx.doi.org/10.1093/ej/uea1b005
90,Patricio S. Dalton; Sayantan Ghosal,Self‐Fulfilling Mistakes: Characterisation and Welfare,"Tilburg University, CentER, CAGE; Adam Smith Business School, University of Glasgow",2018-3-1,The Economic Journal,Economics and Econometrics,128,609,10.1111/ecoj.12409,http://dx.doi.org/10.1111/ecoj.12409
91,Rebecca M. Blank,Comment: The State of British Economics,University of Michigan,2000-6-1,The Economic Journal,Economics and Econometrics,110,464,10.1111/1468-0297.00543,http://dx.doi.org/10.1111/1468-0297.00543
92,Mario Forni; Luca Gambetti; Marco Lippi; Luca Sala,Noise Bubbles,"Università di Modena e Reggio Emilia CEPR and RECent; Universitat Autonoma de Barcelona and Barcelona GSE; EIEF; Università Bocconi, IGIER and Paolo Baffi Centre",2017-9-1,The Economic Journal,Economics and Econometrics,127,604,10.1111/ecoj.12386,http://dx.doi.org/10.1111/ecoj.12386
93,Paul Cheshire; Stephen Sheppard,Introduction to Feature: The Price of Access to Better Neighbourhoods,London School of Economics; Williams College,2004-11-1,The Economic Journal,Economics and Econometrics,114,499,10.1111/j.1468-0297.2004.00251.x,http://dx.doi.org/10.1111/j.1468-0297.2004.00251.x
94,Michael Ben‐Gad,On the Political Economy of Deficit Bias and Immigration,"City, University of London",2018-9-1,The Economic Journal,Economics and Econometrics,128,614,10.1111/ecoj.12502,http://dx.doi.org/10.1111/ecoj.12502
95,Johan Lagerlöf,Efficiency‐Enhancing Signalling in the Samaritan’s Dilemma,WZB and CEPR,2004-1-1,The Economic Journal,Economics and Econometrics,114,492,10.1046/j.0013-0133.2003.00176.x,http://dx.doi.org/10.1046/j.0013-0133.2003.00176.x
96,Peter Thompson,Desperate Housewives? Communication Difficulties and the Dynamics of Marital (Un)Happiness,Florida International University,2008-10-1,The Economic Journal,Economics and Econometrics,118,532,10.1111/j.1468-0297.2008.02184.x,http://dx.doi.org/10.1111/j.1468-0297.2008.02184.x
