,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
10,Simon P. Anderson; Federico Ciliberto; Jura Liaukonyte; Régis Renault,Push‐me pull‐you: comparative advertising in the OTC analgesics industry,University of Virginia; University of Virginia; Cornell University; Université de Cergy‐Pontoise ThEMA,2016-11,The RAND Journal of Economics,Economics and Econometrics,47,4,10.1111/1756-2171.12162,http://dx.doi.org/10.1111/1756-2171.12162
11,Giancarlo Spagnolo,Stock-Related Compensation and Product-Market Competition,,2000,The RAND Journal of Economics,Economics and Econometrics,31,1,10.2307/2601027,http://dx.doi.org/10.2307/2601027
12,Michael Rubens,"Management, productivity, and technology choices: evidence from U.S. mining schools","Department of Economics University of California, Los Angeles  Los Angeles CA United States",2023-3,The RAND Journal of Economics,Economics and Econometrics,54,1,10.1111/1756-2171.12434,http://dx.doi.org/10.1111/1756-2171.12434
13,Pieter Gautier; Bo Hu; Makoto Watanabe,Marketmaking Middlemen,"Vrije Universiteit Amsterdam Amsterdam Netherlands; Institute of World Economy, School of Economics Fudan University; Shanghai Institute of International Finance and Economics Shanghai China; Institute of Economic Research Kyoto University Kyoto Japan",2023-3,The RAND Journal of Economics,Economics and Econometrics,54,1,10.1111/1756-2171.12431,http://dx.doi.org/10.1111/1756-2171.12431
14,Yongmin Chen; Jianpei Li; Marius Schwartz,Competitive differential pricing,University of Colorado Boulder  Boulder USA; University of International Business and Economics (UIBE)  Beijing China; Georgetown University  Washington DC USA,2021-3,The RAND Journal of Economics,Economics and Econometrics,52,1,10.1111/1756-2171.12363,http://dx.doi.org/10.1111/1756-2171.12363
15,Hongbin Cai,A Theory of Joint Asset Ownership,,2003,The RAND Journal of Economics,Economics and Econometrics,34,1,10.2307/3087443,http://dx.doi.org/10.2307/3087443
16,Jay Pil Choi; Marcel Thum,The Economics of Repeated Extortion,,2004,The RAND Journal of Economics,Economics and Econometrics,35,2,10.2307/1593688,http://dx.doi.org/10.2307/1593688
17,Severin Borenstein; Andrea Shepard,"Sticky Prices, Inventories, and Market Power in Wholesale Gasoline Markets",,2002,The RAND Journal of Economics,Economics and Econometrics,33,1,10.2307/2696378,http://dx.doi.org/10.2307/2696378
18,Andrew F. Daughety; Jennifer F. Reinganum,Imperfect competition and quality signalling,,2008-3,The RAND Journal of Economics,Economics and Econometrics,39,1,10.1111/j.1756-2171.2008.00008.x,http://dx.doi.org/10.1111/j.1756-2171.2008.00008.x
19,Lucas W. Davis,Durable goods and residential demand for energy and water: evidence from a field trial,,2008-6,The RAND Journal of Economics,Economics and Econometrics,39,2,10.1111/j.0741-6261.2008.00026.x,http://dx.doi.org/10.1111/j.0741-6261.2008.00026.x
20,George Deltas; Alberto Salvo; Helder Vasconcelos,Consumer-surplus-enhancing collusion and trade,,2012-6,The RAND Journal of Economics,Economics and Econometrics,43,2,10.1111/j.1756-2171.2012.00167.x,http://dx.doi.org/10.1111/j.1756-2171.2012.00167.x
21,Patrick Bajari; Steven Tadelis,Incentives versus Transaction Costs: A Theory of Procurement Contracts,,2001,The RAND Journal of Economics,Economics and Econometrics,32,3,10.2307/2696361,http://dx.doi.org/10.2307/2696361
22,Ilan Kremer; Kjell G. Nyborg,Divisible-Good Auctions: The Role of Allocation Rules,,2004,The RAND Journal of Economics,Economics and Econometrics,35,1,10.2307/1593734,http://dx.doi.org/10.2307/1593734
23,Emmanuel Farhi; Josh Lerner; Jean Tirole,Fear of rejection? Tiered certification and transparency,Harvard University; Harvard University; Toulouse School of Economics (TSE) and Institute for Advanced Study in Toulouse (IAST),2013-12,The RAND Journal of Economics,Economics and Econometrics,44,4,10.1111/1756-2171.12033,http://dx.doi.org/10.1111/1756-2171.12033
24,Paul A. Brehm; Eric Lewis,"Information asymmetry, trade, and drilling: evidence from an oil lease lottery",Oberlin College; Texas A &amp; M University,2021-9,The RAND Journal of Economics,Economics and Econometrics,52,3,10.1111/1756-2171.12381,http://dx.doi.org/10.1111/1756-2171.12381
25,Gorkem Celik; Dongsoo Shin; Roland Strausz,Public good overprovision by a manipulative provider,ESSEC Business School and THEMA Research Center; Santa Clara University; Humboldt‐Universität zu Berlin,2021-6,The RAND Journal of Economics,Economics and Econometrics,52,2,10.1111/1756-2171.12370,http://dx.doi.org/10.1111/1756-2171.12370
26,Xinyu Hua; Kathryn E. Spier,"Product safety, contracts, and liability",Hong Kong University of Science and Technology; Harvard Law School and NBER,2020-3,The RAND Journal of Economics,Economics and Econometrics,51,1,10.1111/1756-2171.12311,http://dx.doi.org/10.1111/1756-2171.12311
27,Dirk Bergemann; Tibor Heumann; Stephen Morris,"Information, market power, and price volatility",Yale University; Pontificia Universidad Católica de Chile; MIT,2021-3,The RAND Journal of Economics,Economics and Econometrics,52,1,10.1111/1756-2171.12364,http://dx.doi.org/10.1111/1756-2171.12364
28,Steffen Hoernig; Roman Inderst; Tommaso Valletti,Calling circles: network competition with nonuniform calling patterns,Nova School of Business and Economics Universidade Nova de Lisboa and​ CEPR; University of Frankfurt Imperial College London and CEPR; Imperial College London University of Rome II and CEPR,2014-3,The RAND Journal of Economics,Economics and Econometrics,45,1,10.1111/1756-2171.12046,http://dx.doi.org/10.1111/1756-2171.12046
29,Lingfang (Ivy) Li; Steven Tadelis; Xiaolan Zhou,Buying reputation as a signal of quality: Evidence from an online marketplace,"School of Management, and Fudan Development Institute Fudan University; UC Berkeley, NBER, CEPR, and Cesifo; Faculty of Economics and Management East China Normal University",2020-12,The RAND Journal of Economics,Economics and Econometrics,51,4,10.1111/1756-2171.12346,http://dx.doi.org/10.1111/1756-2171.12346
30,Maria Bigoni; Sven-Olof Fridolfsson; Chloé Le Coq; Giancarlo Spagnolo,"<scp>fines</scp>,<scp>leniency</scp>, and<scp>rewards</scp>in antitrust",,2012-6,The RAND Journal of Economics,Economics and Econometrics,43,2,10.1111/j.1756-2171.2012.00170.x,http://dx.doi.org/10.1111/j.1756-2171.2012.00170.x
31,Christopher Conlon; Julie Holland Mortimer,Empirical properties of diversion ratios,"New York University, Stern School of Business and NBER; Boston College and NBER",2021-12,The RAND Journal of Economics,Economics and Econometrics,52,4,10.1111/1756-2171.12388,http://dx.doi.org/10.1111/1756-2171.12388
32,Péter Eső; Balázs Szentes,The price of advice,,2007-12,The RAND Journal of Economics,Economics and Econometrics,38,4,10.1111/j.0741-6261.2007.00116.x,http://dx.doi.org/10.1111/j.0741-6261.2007.00116.x
33,Sofia Berto Villas‐Boas,An empirical investigation of the welfare effects of banning wholesale price discrimination,,2009-3,The RAND Journal of Economics,Economics and Econometrics,40,1,10.1111/j.1756-2171.2008.00054.x,http://dx.doi.org/10.1111/j.1756-2171.2008.00054.x
34,Josh Lerner; Marcin Strojwas; Jean Tirole,The design of patent pools: the determinants of licensing rules,,2007-9,The RAND Journal of Economics,Economics and Econometrics,38,3,10.1111/j.0741-6261.2007.00103.x,http://dx.doi.org/10.1111/j.0741-6261.2007.00103.x
35,Giuseppe Lopomo; Efe A. Ok,"Bargaining, Interdependence, and the Rationality of Fair Division",,2001,The RAND Journal of Economics,Economics and Econometrics,32,2,10.2307/2696409,http://dx.doi.org/10.2307/2696409
36,Arturs Kalnins; Francine Lafontaine,Multi-Unit Ownership in Franchising: Evidence from the Fast-Food Industry in Texas,,2004,The RAND Journal of Economics,Economics and Econometrics,35,4,10.2307/1593771,http://dx.doi.org/10.2307/1593771
37,Charles J. Thomas; Bart J. Wilson,A Comparison of Auctions and Multilateral Negotiations,,2002,The RAND Journal of Economics,Economics and Econometrics,33,1,10.2307/2696379,http://dx.doi.org/10.2307/2696379
38,Patrick L. Warren,"Contracting officer workload, incomplete contracting, and contractual terms",Clemson University,2014-6,The RAND Journal of Economics,Economics and Econometrics,45,2,10.1111/1756-2171.12056,http://dx.doi.org/10.1111/1756-2171.12056
39,Andrew J. Epstein; Jonathan D. Ketcham,Information technology and agency in physicians' prescribing decisions,University of Pennsylvania; Arizona State University,2014-6,The RAND Journal of Economics,Economics and Econometrics,45,2,10.1111/1756-2171.12057,http://dx.doi.org/10.1111/1756-2171.12057
40,Kyle Hampton; Katerina Sherstyuk,"Demand shocks, capacity coordination, and industry performance: lessons from an economic laboratory",,2012-3,The RAND Journal of Economics,Economics and Econometrics,43,1,10.1111/j.1756-2171.2012.00160.x,http://dx.doi.org/10.1111/j.1756-2171.2012.00160.x
41,Esther Gal-Or; Mordechai Gal-Or; Anthony Dukes,Optimal information revelation in procurement schemes,,2007-6,The RAND Journal of Economics,Economics and Econometrics,38,2,10.1111/j.1756-2171.2007.tb00074.x,http://dx.doi.org/10.1111/j.1756-2171.2007.tb00074.x
42,Paul Oyer; Scott Schaefer,Layoffs and Litigation,,2000,The RAND Journal of Economics,Economics and Econometrics,31,2,10.2307/2601044,http://dx.doi.org/10.2307/2601044
43,Jordi Blanes i Vidal; Marc Möller,Project selection and execution in teams,London School of Economics; University of Bern,2016-2,The RAND Journal of Economics,Economics and Econometrics,47,1,10.1111/1756-2171.12122,http://dx.doi.org/10.1111/1756-2171.12122
44,Lorens Imhof; Matthias Kräkel,<i>Ex post</i> unbalanced tournaments,University of Bonn; University of Bonn,2016-2,The RAND Journal of Economics,Economics and Econometrics,47,1,10.1111/1756-2171.12119,http://dx.doi.org/10.1111/1756-2171.12119
45,Frances Z. Xu Lee; Dan Bernhardt,The optimal extent of discovery,Loyola University of Chicago; University of Illinois at Urbana Champaign and University of Warwick,2016-8,The RAND Journal of Economics,Economics and Econometrics,47,3,10.1111/1756-2171.12137,http://dx.doi.org/10.1111/1756-2171.12137
46,Yaping Shan,Optimal contracts for research agents,The University of Adelaide,2017-3,The RAND Journal of Economics,Economics and Econometrics,48,1,10.1111/1756-2171.12169,http://dx.doi.org/10.1111/1756-2171.12169
47,Ichiro Obara; Federico Zincenko,Collusion and heterogeneity of firms,University of California Los Angeles; University of Pittsburgh,2017-3,The RAND Journal of Economics,Economics and Econometrics,48,1,10.1111/1756-2171.12174,http://dx.doi.org/10.1111/1756-2171.12174
48,Henry Y. Mak,Provider performance reports and consumer welfare,Indiana University‐Purdue University Indianapolis,2017-3,The RAND Journal of Economics,Economics and Econometrics,48,1,10.1111/1756-2171.12175,http://dx.doi.org/10.1111/1756-2171.12175
49,Keith J. Crocker; John R. Moran,Contracting with Limited Commitment: Evidence from Employment-Based Health Insurance Contracts,,2003,The RAND Journal of Economics,Economics and Econometrics,34,4,10.2307/1593784,http://dx.doi.org/10.2307/1593784
50,Luís Cabral; Gabriel Natividad,Cross‐selling in the US home video industry,New York University; Universidad de Piura,2016-2,The RAND Journal of Economics,Economics and Econometrics,47,1,10.1111/1756-2171.12117,http://dx.doi.org/10.1111/1756-2171.12117
51,Fabio Sanches; Daniel Silva Junior; Sorawoot Srisuma,Banking privatization and market structure in Brazil: a dynamic structural analysis,"PUC‐Rio; City, University of London; University of Surrey",2018-12,The RAND Journal of Economics,Economics and Econometrics,49,4,10.1111/1756-2171.12257,http://dx.doi.org/10.1111/1756-2171.12257
52,Vladimir Smirnov; Andrew Wait,Hold-Up and Sequential Specific Investments,,2004,The RAND Journal of Economics,Economics and Econometrics,35,2,10.2307/1593697,http://dx.doi.org/10.2307/1593697
53,Xu Tan; Quan Wen,Information acquisition and voting with heterogeneous experts,University of Washington; University of Washington,2020-12,The RAND Journal of Economics,Economics and Econometrics,51,4,10.1111/1756-2171.12350,http://dx.doi.org/10.1111/1756-2171.12350
54,Jean O. Lanjouw; Mark Schankerman,Characteristics of Patent Litigation: A Window on Competition,,2001,The RAND Journal of Economics,Economics and Econometrics,32,1,10.2307/2696401,http://dx.doi.org/10.2307/2696401
55,Huanxing Yang; Lixin Ye,Search with learning: understanding asymmetric price adjustments,,2008-6,The RAND Journal of Economics,Economics and Econometrics,39,2,10.1111/j.0741-6261.2008.00027.x,http://dx.doi.org/10.1111/j.0741-6261.2008.00027.x
56,Mariano Tappata,Rockets and feathers: Understanding asymmetric pricing,,2009-12,The RAND Journal of Economics,Economics and Econometrics,40,4,10.1111/j.1756-2171.2009.00084.x,http://dx.doi.org/10.1111/j.1756-2171.2009.00084.x
57,Heski Bar-Isaac,Something to prove: reputation in teams,,2007-6,The RAND Journal of Economics,Economics and Econometrics,38,2,10.1111/j.1756-2171.2007.tb00080.x,http://dx.doi.org/10.1111/j.1756-2171.2007.tb00080.x
58,Yonghong An; Xun Tang,Specification and negotiation in incomplete contracts,Texas A&amp;M University; Rice University,2019-3,The RAND Journal of Economics,Economics and Econometrics,50,1,10.1111/1756-2171.12262,http://dx.doi.org/10.1111/1756-2171.12262
59,Jesse Bull; Joel Watson,Statistical evidence and the problem of robust litigation,Florida International University; UC San Diego,2019-12,The RAND Journal of Economics,Economics and Econometrics,50,4,10.1111/1756-2171.12302,http://dx.doi.org/10.1111/1756-2171.12302
60,Jean‐Charles Rochet; John Thanassoulis,Intertemporal price discrimination with two products,"SFI@UNIGE University of Zürich, and TSE; University of Warwick and CEPR",2019-12,The RAND Journal of Economics,Economics and Econometrics,50,4,10.1111/1756-2171.12301,http://dx.doi.org/10.1111/1756-2171.12301
61,David Rietzke; Yu Chen,"Push or pull? Performance‐pay, incentives, and information",Lancaster University; University of Graz,2020-3,The RAND Journal of Economics,Economics and Econometrics,51,1,10.1111/1756-2171.12314,http://dx.doi.org/10.1111/1756-2171.12314
62,Arijit Mukherjee,The optimal disclosure policy when firms offer implicit contracts,,,The RAND Journal of Economics,Economics and Econometrics,41,3,10.1111/j.1756-2171.2010.00111.x,http://dx.doi.org/10.1111/j.1756-2171.2010.00111.x
63,Samuel Häfner; Curtis R. Taylor,On young Turks and yes men: optimal contracting for advice,Web3 Foundation; Duke University,2022-3,The RAND Journal of Economics,Economics and Econometrics,53,1,10.1111/1756-2171.12400,http://dx.doi.org/10.1111/1756-2171.12400
64,Simon P. Anderson; Nisvan Erkal; Daniel Piccinin,Aggregative games and oligopoly theory: short‐run and long‐run analysis,Department of Economics University of Virginia; Department of Economics University of Melbourne; Brick Court Chambers,2020-6,The RAND Journal of Economics,Economics and Econometrics,51,2,10.1111/1756-2171.12322,http://dx.doi.org/10.1111/1756-2171.12322
65,Darius Palia,The Impact of Regulation on CEO Labor Markets,,2000,The RAND Journal of Economics,Economics and Econometrics,31,1,10.2307/2601034,http://dx.doi.org/10.2307/2601034
66,Robert J. Gary‐Bobo; Alain Trannoy,Optimal student loans and graduate tax under moral hazard and adverse selection,"CREST‐ENSAE and IDEP CEPR, CES Ifo; University of Aix‐Marseille (Aix‐Marseille School of Economics) EHESS and CNRS",2015-9,The RAND Journal of Economics,Economics and Econometrics,46,3,10.1111/1756-2171.12097,http://dx.doi.org/10.1111/1756-2171.12097
67,Jan Boone,Competitive Pressure: The Effects on Investments in Product and Process Innovation,,2000,The RAND Journal of Economics,Economics and Econometrics,31,3,10.2307/2601000,http://dx.doi.org/10.2307/2601000
68,Huanxing Yang,Targeted search and the long tail effect,Ohio State University,2013-12,The RAND Journal of Economics,Economics and Econometrics,44,4,10.1111/1756-2171.12036,http://dx.doi.org/10.1111/1756-2171.12036
69,Maris Goldmanis; Korok Ray,Team incentives under private contracting,Royal Holloway University of London; Texas A&amp;M University,2021-6,The RAND Journal of Economics,Economics and Econometrics,52,2,10.1111/1756-2171.12371,http://dx.doi.org/10.1111/1756-2171.12371
70,Jeanine Miklós‐Thal; Greg Shaffer,Input price discrimination by resale market,Simon Business School University of Rochester; Simon Business School University of Rochester,2021-12,The RAND Journal of Economics,Economics and Econometrics,52,4,10.1111/1756-2171.12389,http://dx.doi.org/10.1111/1756-2171.12389
71,Robert Gary-Bobo; Yossi Spiegel,Optimal state-contingent regulation under limited liability,,2006-6,The RAND Journal of Economics,Economics and Econometrics,37,2,10.1111/j.1756-2171.2006.tb00024.x,http://dx.doi.org/10.1111/j.1756-2171.2006.tb00024.x
72,Diego Moreno; John Wooders,Auctions with heterogeneous entry costs,,2011-6,The RAND Journal of Economics,Economics and Econometrics,42,2,10.1111/j.1756-2171.2011.00135.x,http://dx.doi.org/10.1111/j.1756-2171.2011.00135.x
73,Daniel P. Miller,Subcontracting and competitive bidding on incomplete procurement contracts,Clemson University,2014-12,The RAND Journal of Economics,Economics and Econometrics,45,4,10.1111/1756-2171.12068,http://dx.doi.org/10.1111/1756-2171.12068
74,Michiel Bijlsma; Jan Boone; Gijsbert Zwart,Competition leverage: how the demand side affects optimal risk adjustment,"TILEC Tilburg University and Netherlands Bureau for Economic Policy Analysis CPB; CentER Tilburg University and TILEC CPB, CEPR; TILEC Tilburg University and Netherlands Bureau for Economic Policy Analysis CPB",2014-12,The RAND Journal of Economics,Economics and Econometrics,45,4,10.1111/1756-2171.12071,http://dx.doi.org/10.1111/1756-2171.12071
75,Pasquale Schiraldi,Automobile replacement: a dynamic structural approach,,2011-6,The RAND Journal of Economics,Economics and Econometrics,42,2,10.1111/j.1756-2171.2011.00133.x,http://dx.doi.org/10.1111/j.1756-2171.2011.00133.x
76,Stanley S. Reynolds,Durable-Goods Monopoly: Laboratory Market and Bargaining Experiments,,2000,The RAND Journal of Economics,Economics and Econometrics,31,2,10.2307/2601046,http://dx.doi.org/10.2307/2601046
77,Russell Cooper; Guan Gong; Ping Yan,Dynamic labor demand in China: public and private objectives,"Pennsylvania State University; Shanghai University of Finance and Economics; Key Laboratory of Mathematical Economics (SUFE), Ministry of Education; National School of Development Peking University",2015-9,The RAND Journal of Economics,Economics and Econometrics,46,3,10.1111/1756-2171.12098,http://dx.doi.org/10.1111/1756-2171.12098
78,Lucas W. Davis; Erich Muehlegger,Do Americans consume too little natural gas? An empirical test of marginal cost pricing,,2010-12,The RAND Journal of Economics,Economics and Econometrics,41,4,10.1111/j.1756-2171.2010.00121.x,http://dx.doi.org/10.1111/j.1756-2171.2010.00121.x
79,Nathan H. Miller; Matthew Osborne,Spatial differentiation and price discrimination in the cement industry: evidence from a structural model,Georgetown University; University of Toronto,2014-6,The RAND Journal of Economics,Economics and Econometrics,45,2,10.1111/1756-2171.12049,http://dx.doi.org/10.1111/1756-2171.12049
80,Liran Einav; Mark Jenkins; Jonathan Levin,The impact of credit scoring on consumer lending,Stanford University and NBER; University of Pennsylvania; Stanford University and NBER,2013-6,The RAND Journal of Economics,Economics and Econometrics,44,2,10.1111/1756-2171.12019,http://dx.doi.org/10.1111/1756-2171.12019
81,Glenn Ellison; Alexander Wolitzky,A search cost model of obfuscation,,2012-9,The RAND Journal of Economics,Economics and Econometrics,43,3,10.1111/j.1756-2171.2012.00180.x,http://dx.doi.org/10.1111/j.1756-2171.2012.00180.x
82,Neil Gandal; Michael Kende; Rafael Rob,The Dynamics of Technological Adoption in Hardware/Software Systems: The Case of Compact Disc Players,,2000,The RAND Journal of Economics,Economics and Econometrics,31,1,10.2307/2601028,http://dx.doi.org/10.2307/2601028
83,James Wang,Screening soft information: evidence from loan officers,Board of Governors of the Federal Reserve System,2020-12,The RAND Journal of Economics,Economics and Econometrics,51,4,10.1111/1756-2171.12357,http://dx.doi.org/10.1111/1756-2171.12357
84,Anna D'Annunzio; Mohammed Mardan; Antonio Russo,Multi‐part tariffs and differentiated commodity taxation,TBS Business School; Norwegian School of Economics CESifo; NoCeT; Loughborough University; CESifo,2020-9,The RAND Journal of Economics,Economics and Econometrics,51,3,10.1111/1756-2171.12340,http://dx.doi.org/10.1111/1756-2171.12340
85,Jungho Lee,Estimating the benefits and costs of forming business partnerships,School of Economics Singapore Management University,2020-6,The RAND Journal of Economics,Economics and Econometrics,51,2,10.1111/1756-2171.12324,http://dx.doi.org/10.1111/1756-2171.12324
86,Sarah Moshary,Price discrimination in political advertising: Evidence from the 2012 presidential election,The University of Chicago Booth School of Business,2020-9,The RAND Journal of Economics,Economics and Econometrics,51,3,10.1111/1756-2171.12335,http://dx.doi.org/10.1111/1756-2171.12335
87,Arthur Campbell; C. Matthew Leister; Yves Zenou,Word‐of‐mouth communication and search,Monash University; Monash University; Monash University; Center for Economic Policy Research (CEPR),2020-9,The RAND Journal of Economics,Economics and Econometrics,51,3,10.1111/1756-2171.12337,http://dx.doi.org/10.1111/1756-2171.12337
88,Jorge Aseff; Hector Chade,An optimal auction with identity‐dependent externalities,,2008-9,The RAND Journal of Economics,Economics and Econometrics,39,3,10.1111/j.1756-2171.2008.00036.x,http://dx.doi.org/10.1111/j.1756-2171.2008.00036.x
89,María‐Angeles de Frutos; Thomas Kittsteiner,Efficient partnership dissolution under buy‐sell clauses,,2008-3,The RAND Journal of Economics,Economics and Econometrics,39,1,10.1111/j.1756-2171.2008.00009.x,http://dx.doi.org/10.1111/j.1756-2171.2008.00009.x
90,Isabelle Brocas,Optimal choice of characteristics for a nonexcludable good,,2008-3,The RAND Journal of Economics,Economics and Econometrics,39,1,10.1111/j.1756-2171.2008.00014.x,http://dx.doi.org/10.1111/j.1756-2171.2008.00014.x
91,Kevin J. Boudreau; Karim R. Lakhani; Michael Menietti,Performance responses to competition across skill levels in rank‐order tournaments: field evidence and implications for tournament design,London Business School and Harvard Business School; Harvard University and Crowd Innovation Laboratory at Harvard Institute for Quantitative Social Science; Crowd Innovation Laboratory at Harvard Institute for Quantitative Social Science,2016-2,The RAND Journal of Economics,Economics and Econometrics,47,1,10.1111/1756-2171.12121,http://dx.doi.org/10.1111/1756-2171.12121
92,Dingwei Gu; Zhiyong Yao; Wen Zhou; Rangrang Bai,When is upstream collusion profitable?,Fudan University; Fudan University; University of Hong Kong; Fudan University,2019-6,The RAND Journal of Economics,Economics and Econometrics,50,2,10.1111/1756-2171.12271,http://dx.doi.org/10.1111/1756-2171.12271
93,Jorge Lemus; Emil Temnyalov,"Patent privateering, litigation, and R&amp;D incentives",University of Illinois at Urbana‐Champaign; University of Technology Sydney,2017-12,The RAND Journal of Economics,Economics and Econometrics,48,4,10.1111/1756-2171.12211,http://dx.doi.org/10.1111/1756-2171.12211
94,Javier D. Donna; José‐Antonio Espín‐Sánchez,Complements and substitutes in sequential auctions: the case of water auctions,The Ohio State University; Yale University,2018-3,The RAND Journal of Economics,Economics and Econometrics,49,1,10.1111/1756-2171.12221,http://dx.doi.org/10.1111/1756-2171.12221
95,Gary Biglaiser; Fei Li,"Middlemen: the good, the bad, and the ugly",University of North Carolina at Chapel Hill; University of North Carolina at Chapel Hill,2018-3,The RAND Journal of Economics,Economics and Econometrics,49,1,10.1111/1756-2171.12216,http://dx.doi.org/10.1111/1756-2171.12216
96,Karen Geurts; Johannes Van Biesebroeck,Employment growth following takeovers,KU Leuven; KU Leuven and CEPR,2019-12,The RAND Journal of Economics,Economics and Econometrics,50,4,10.1111/1756-2171.12300,http://dx.doi.org/10.1111/1756-2171.12300
97,Luis Angel Medrano; Xavier Vives,Strategic Behavior and Price Discovery,,2001,The RAND Journal of Economics,Economics and Econometrics,32,2,10.2307/2696407,http://dx.doi.org/10.2307/2696407
98,Kate Ho; Joseph Hogan; Fiona Scott Morton,The impact of consumer inattention on insurer pricing in the Medicare Part D program,Columbia University and NBER; Columbia University; Yale University and NBER,2017-12,The RAND Journal of Economics,Economics and Econometrics,48,4,10.1111/1756-2171.12207,http://dx.doi.org/10.1111/1756-2171.12207
99,Brett Hollenbeck,The economic advantages of chain organization,University of California Los Angeles,2017-12,The RAND Journal of Economics,Economics and Econometrics,48,4,10.1111/1756-2171.12214,http://dx.doi.org/10.1111/1756-2171.12214
100,Jeroen Suijs; Jacco L. Wielhouwer,Disclosure policy choices under regulatory threat,Erasmus University Rotterdam; Vrije Universiteit Amsterdam,2019-3,The RAND Journal of Economics,Economics and Econometrics,50,1,10.1111/1756-2171.12260,http://dx.doi.org/10.1111/1756-2171.12260
101,Fabio Antoniou; Raffaele Fiocco,Strategic inventories under limited commitment,University of Ioannina and Humboldt University of Berlin; University of Bergamo,2019-9,The RAND Journal of Economics,Economics and Econometrics,50,3,10.1111/1756-2171.12292,http://dx.doi.org/10.1111/1756-2171.12292
102,Wouter Dessein,Network Competition in Nonlinear Pricing,,2003,The RAND Journal of Economics,Economics and Econometrics,34,4,10.2307/1593778,http://dx.doi.org/10.2307/1593778
103,Dan Levin,The Competitiveness of Joint Bidding in Multi-Unit Uniform-Price Auctions,,2004,The RAND Journal of Economics,Economics and Econometrics,35,2,10.2307/1593696,http://dx.doi.org/10.2307/1593696
104,Jeroen Hinloopen; Adriaan R. Soetevent,Laboratory evidence on the effectiveness of corporate leniency programs,,2008-6,The RAND Journal of Economics,Economics and Econometrics,39,2,10.1111/j.0741-6261.2008.00030.x,http://dx.doi.org/10.1111/j.0741-6261.2008.00030.x
105,Roman Inderst,Single sourcing versus multiple sourcing,,2008-3,The RAND Journal of Economics,Economics and Econometrics,39,1,10.1111/j.1756-2171.2008.00010.x,http://dx.doi.org/10.1111/j.1756-2171.2008.00010.x
106,Tanjim Hossain,Learning by bidding,,2008-6,The RAND Journal of Economics,Economics and Econometrics,39,2,10.1111/j.0741-6261.2008.00025.x,http://dx.doi.org/10.1111/j.0741-6261.2008.00025.x
107,Guillermo Caruana; Liran Einav,Production targets,,2008-12,The RAND Journal of Economics,Economics and Econometrics,39,4,10.1111/j.1756-2171.2008.00047.x,http://dx.doi.org/10.1111/j.1756-2171.2008.00047.x
