,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
22,K ELLIS,Who trades IPOs? A close look at the first days of trading☆,,2006-2,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,79,2,10.1016/j.jfineco.2004.09.006,http://dx.doi.org/10.1016/j.jfineco.2004.09.006
23,Harrison Hong; Jiangmin Xu,Inferring latent social networks from stock holdings,,2019-2,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,131,2,10.1016/j.jfineco.2017.08.005,http://dx.doi.org/10.1016/j.jfineco.2017.08.005
24,Jongsub Lee; Kwang J. Lee; Nandu J. Nagarajan,Birds of a feather: Value implications of political alignment between top management and directors,,2014-5,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,112,2,10.1016/j.jfineco.2014.02.004,http://dx.doi.org/10.1016/j.jfineco.2014.02.004
25,Christopher S. Jones; Selale Tuzel,Inventory investment and the cost of capital,,2013-3,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,107,3,10.1016/j.jfineco.2012.09.001,http://dx.doi.org/10.1016/j.jfineco.2012.09.001
26,Roger Silvers,Does regulatory cooperation help integrate equity markets?,,2021-12,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,142,3,10.1016/j.jfineco.2021.05.040,http://dx.doi.org/10.1016/j.jfineco.2021.05.040
27,G Oldfield,Making markets for structured mortgage derivatives,,2000-9,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,57,3,10.1016/s0304-405x(00)00064-7,http://dx.doi.org/10.1016/s0304-405x(00)00064-7
28,Thorsten Koeppl; Cyril Monnet; Ted Temzelides,Optimal clearing arrangements for financial trades,,2012-1,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,103,1,10.1016/j.jfineco.2011.08.008,http://dx.doi.org/10.1016/j.jfineco.2011.08.008
29,Sriya Anbil,Managing stigma during a financial crisis,,2018-10,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,130,1,10.1016/j.jfineco.2017.05.014,http://dx.doi.org/10.1016/j.jfineco.2017.05.014
30,Randall Morck; M. Deniz Yavuz; Bernard Yeung,"Banking system control, capital allocation, and economy performance☆",,2011-5,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,100,2,10.1016/j.jfineco.2010.12.004,http://dx.doi.org/10.1016/j.jfineco.2010.12.004
31,Andrew Ellul,Ripples through markets: Inter-market impacts generated by large trades,,2006-10,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,82,1,10.1016/j.jfineco.2005.05.011,http://dx.doi.org/10.1016/j.jfineco.2005.05.011
32,Massimo Massa; Lei Zhang,Cosmetic mergers: The effect of style investing on the market for corporate control,,2009-9,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,93,3,10.1016/j.jfineco.2008.09.004,http://dx.doi.org/10.1016/j.jfineco.2008.09.004
33,Daniel Green; Ernest Liu,A dynamic theory of multiple borrowing,,2021-2,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,139,2,10.1016/j.jfineco.2020.08.016,http://dx.doi.org/10.1016/j.jfineco.2020.08.016
34,George O. Aragon; Min S. Kim,Fire sale risk and expected stock returns,,2023-9,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,149,3,10.1016/j.jfineco.2023.06.006,http://dx.doi.org/10.1016/j.jfineco.2023.06.006
35,Yan Liu,Index option returns and generalized entropy bounds,,2021-3,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,139,3,10.1016/j.jfineco.2020.08.011,http://dx.doi.org/10.1016/j.jfineco.2020.08.011
36,Gustavo S. Cortes; Bryan Taylor; Marc D. Weidenmier,Financial factors and the propagation of the Great Depression,,2022-8,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,145,2,10.1016/j.jfineco.2021.08.018,http://dx.doi.org/10.1016/j.jfineco.2021.08.018
37,Matthew T. Billett; Mark J. Flannery; Jon A. Garfinkel,Frequent issuers’ influence on long-run post-issuance returns,,2011-2,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,99,2,10.1016/j.jfineco.2010.09.009,http://dx.doi.org/10.1016/j.jfineco.2010.09.009
38,Christopher A. Hennessy; Dmitry Livdan,"Debt, bargaining, and credibility in firm–supplier relationships",,2009-9,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,93,3,10.1016/j.jfineco.2008.05.006,http://dx.doi.org/10.1016/j.jfineco.2008.05.006
39,Michael Reher,Finance and the supply of housing quality,,2021-10,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,142,1,10.1016/j.jfineco.2021.04.022,http://dx.doi.org/10.1016/j.jfineco.2021.04.022
40,Garland Durham; John Geweke; Pulak Ghosh,"A comment on Christoffersen, Jacobs, and Ornthanalai (2012), “Dynamic jump intensities and risk premiums: Evidence from S&amp;P 500 returns and options”",,2015-1,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,115,1,10.1016/j.jfineco.2014.08.004,http://dx.doi.org/10.1016/j.jfineco.2014.08.004
41,Glenn Schepens,Taxes and bank capital structure,,2016-6,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,120,3,10.1016/j.jfineco.2016.01.015,http://dx.doi.org/10.1016/j.jfineco.2016.01.015
42,Karan Bhanot; Antonio S. Mello,Should corporate debt include a rating trigger?,,2006-1,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,79,1,10.1016/j.jfineco.2005.01.002,http://dx.doi.org/10.1016/j.jfineco.2005.01.002
43,David Easley; Marcos Lopez de Prado; Maureen O'Hara,Discerning information from trade data,,2016-5,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,120,2,10.1016/j.jfineco.2016.01.018,http://dx.doi.org/10.1016/j.jfineco.2016.01.018
44,Julia D'Souza; John Jacob,Why firms issue targeted stock,,2000-6,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,56,3,10.1016/s0304-405x(00)00047-7,http://dx.doi.org/10.1016/s0304-405x(00)00047-7
45,Don M Chance; Raman Kumar; Rebecca B Todd,The `repricing’ of executive stock options,,2000-7,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,57,1,10.1016/s0304-405x(00)00053-2,http://dx.doi.org/10.1016/s0304-405x(00)00053-2
46,Redouane Elkamhi; Chanik Jo,Asset holders’ consumption risk and tests of conditional CCAPM,,2023-6,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,148,3,10.1016/j.jfineco.2023.04.002,http://dx.doi.org/10.1016/j.jfineco.2023.04.002
47,Marios A. Panayides,Affirmative obligations and market making with inventory,,2007-11,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,86,2,10.1016/j.jfineco.2006.11.002,http://dx.doi.org/10.1016/j.jfineco.2006.11.002
48,Marc Arnold; Alexander F. Wagner; Ramona Westermann,"Growth options, macroeconomic conditions, and the cross section of credit risk",,2013-2,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,107,2,10.1016/j.jfineco.2012.08.017,http://dx.doi.org/10.1016/j.jfineco.2012.08.017
49,Ayako Yasuda,Bank relationships and underwriter competition: Evidence from Japan,,2007-11,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,86,2,10.1016/j.jfineco.2006.08.006,http://dx.doi.org/10.1016/j.jfineco.2006.08.006
50,Cliff Asness; Andrea Frazzini; Niels Joachim Gormsen; Lasse Heje Pedersen,Betting against correlation: Testing theories of the low-risk effect,,2020-3,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,135,3,10.1016/j.jfineco.2019.07.003,http://dx.doi.org/10.1016/j.jfineco.2019.07.003
51,Urban J. Jermann,A production-based model for the term structure,,2013-8,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,109,2,10.1016/j.jfineco.2013.03.001,http://dx.doi.org/10.1016/j.jfineco.2013.03.001
52,Snehal Banerjee; Bradyn Breon-Drish,Strategic trading and unobservable information acquisition,,2020-11,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,138,2,10.1016/j.jfineco.2020.05.007,http://dx.doi.org/10.1016/j.jfineco.2020.05.007
53,Richard G. Sloan; Haifeng You,Wealth transfers via equity transactions,,2015-10,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,118,1,10.1016/j.jfineco.2015.07.001,http://dx.doi.org/10.1016/j.jfineco.2015.07.001
54,Ramin Hassan; Erik Loualiche; Alexandre R. Pecora; Colin Ward,International trade and the risk in bilateral exchange rates,,2023-11,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,150,2,10.1016/j.jfineco.2023.103711,http://dx.doi.org/10.1016/j.jfineco.2023.103711
55,Brittany Almquist Lewis,"Creditor rights, collateral reuse, and credit supply",,2023-9,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,149,3,10.1016/j.jfineco.2023.06.001,http://dx.doi.org/10.1016/j.jfineco.2023.06.001
56,Pablo Slutzky,The hidden costs of being public: Evidence from multinational firms operating in an emerging market,,2021-2,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,139,2,10.1016/j.jfineco.2020.08.001,http://dx.doi.org/10.1016/j.jfineco.2020.08.001
57,Meng Miao; Guanjie Niu; Thomas Noe,Contracting without contracting institutions: The trusted assistant loan in 19th century China,,2021-6,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,140,3,10.1016/j.jfineco.2021.02.005,http://dx.doi.org/10.1016/j.jfineco.2021.02.005
58,Asaf Bernstein; Eric Hughson; Marc D. Weidenmier,Identifying the effects of a lender of last resort on financial markets: Lessons from the founding of the fed☆,,2010-10,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,98,1,10.1016/j.jfineco.2010.04.001,http://dx.doi.org/10.1016/j.jfineco.2010.04.001
59,Eliezer M. Fich; Jie Cai; Anh L. Tran,Stock option grants to target CEOs during private merger negotiations,,2011-8,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,101,2,10.1016/j.jfineco.2011.03.010,http://dx.doi.org/10.1016/j.jfineco.2011.03.010
60,John R. Graham; Hyunseob Kim; Mark Leary,CEO-board dynamics,,2020-9,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,137,3,10.1016/j.jfineco.2020.04.007,http://dx.doi.org/10.1016/j.jfineco.2020.04.007
61,Yu Yuan,"Market-wide attention, trading, and stock returns",,2015-6,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,116,3,10.1016/j.jfineco.2015.03.006,http://dx.doi.org/10.1016/j.jfineco.2015.03.006
62,Audra L. Boone; Joshua T. White,The effect of institutional ownership on firm transparency and information production,,2015-9,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,117,3,10.1016/j.jfineco.2015.05.008,http://dx.doi.org/10.1016/j.jfineco.2015.05.008
63,Nicholas Barberis; Andrei Shleifer; Jeffrey Wurgler,Comovement,,2005-2,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,75,2,10.1016/j.jfineco.2004.04.003,http://dx.doi.org/10.1016/j.jfineco.2004.04.003
64,H HONG; J KUBIK; J STEIN,The only game in town: Stock-price consequences of local bias☆,,2008-10,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,90,1,10.1016/j.jfineco.2007.11.006,http://dx.doi.org/10.1016/j.jfineco.2007.11.006
65,Jianan Liu; Robert F. Stambaugh; Yu Yuan,Absolving beta of volatility’s effects,,2018-4,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,128,1,10.1016/j.jfineco.2018.01.003,http://dx.doi.org/10.1016/j.jfineco.2018.01.003
66,Harry Huizinga; Luc Laeven; Gaetan Nicodeme,Capital structure and international debt shifting,,2008-4,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,88,1,10.1016/j.jfineco.2007.05.006,http://dx.doi.org/10.1016/j.jfineco.2007.05.006
67,Viral Acharya; Zhaoxia Xu,Financial dependence and innovation: The case of public versus private firms,,2017-5,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,124,2,10.1016/j.jfineco.2016.02.010,http://dx.doi.org/10.1016/j.jfineco.2016.02.010
68,Bryan T. Kelly; Tobias J. Moskowitz; Seth Pruitt,Understanding momentum and reversal,,2021-6,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,140,3,10.1016/j.jfineco.2020.06.024,http://dx.doi.org/10.1016/j.jfineco.2020.06.024
69,Stephen G. Dimmock; William C. Gerken,Predicting fraud by investment managers,,2012-7,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,105,1,10.1016/j.jfineco.2012.01.002,http://dx.doi.org/10.1016/j.jfineco.2012.01.002
70,Yael V. Hochberg; Laura A. Lindsey; Mark M. Westerfield,Resource accumulation through economic ties: Evidence from venture capital,,2015-11,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,118,2,10.1016/j.jfineco.2015.06.008,http://dx.doi.org/10.1016/j.jfineco.2015.06.008
71,Jules van Binsbergen; Wouter Hueskes; Ralph Koijen; Evert Vrugt,Equity yields,,2013-12,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,110,3,10.1016/j.jfineco.2013.08.017,http://dx.doi.org/10.1016/j.jfineco.2013.08.017
72,Vincent Bogousslavsky,The cross-section of intraday and overnight returns,,2021-7,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,141,1,10.1016/j.jfineco.2020.07.020,http://dx.doi.org/10.1016/j.jfineco.2020.07.020
73,Xuewen Liu; Antonio S. Mello,The fragile capital structure of hedge funds and the limits to arbitrage,,2011-12,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,102,3,10.1016/j.jfineco.2011.06.005,http://dx.doi.org/10.1016/j.jfineco.2011.06.005
74,François Belot; Edith Ginglinger; Myron B. Slovin; Marie E. Sushka,Freedom of choice between unitary and two-tier boards: An empirical analysis,,2014-6,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,112,3,10.1016/j.jfineco.2014.02.011,http://dx.doi.org/10.1016/j.jfineco.2014.02.011
75,Patrick Augustin; Mikhail Chernov; Dongho Song,Sovereign credit risk and exchange rates: Evidence from CDS quanto spreads,,2020-7,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,137,1,10.1016/j.jfineco.2019.12.005,http://dx.doi.org/10.1016/j.jfineco.2019.12.005
76,Randolph B. Cohen; Paul A. Gompers; Tuomo Vuolteenaho,Who underreacts to cash-flow news? evidence from trading between individuals and institutions,,2002-11,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,66,2-3,10.1016/s0304-405x(02)00229-5,http://dx.doi.org/10.1016/s0304-405x(02)00229-5
77,Ľuboš Pástor; Robert F. Stambaugh; Lucian A. Taylor,Scale and skill in active management,,2015-4,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,116,1,10.1016/j.jfineco.2014.11.008,http://dx.doi.org/10.1016/j.jfineco.2014.11.008
78,Jason Kotter; Ugur Lel,Friends or foes? Target selection decisions of sovereign wealth funds and their consequences,,2011-8,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,101,2,10.1016/j.jfineco.2011.03.007,http://dx.doi.org/10.1016/j.jfineco.2011.03.007
79,Alex Edmans; Sudarshan Jayaraman; Jan Schneemeier,The source of information in prices and investment-price sensitivity,,2017-10,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,126,1,10.1016/j.jfineco.2017.06.017,http://dx.doi.org/10.1016/j.jfineco.2017.06.017
80,F FEHLE; S TSYPLAKOV,Dynamic risk management: Theory and evidence,,2005-10,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,78,1,10.1016/j.jfineco.2004.06.013,http://dx.doi.org/10.1016/j.jfineco.2004.06.013
81,Charles W. Calomiris; Harry Mamaysky,How news and its context drive risk and returns around the world,,2019-8,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,133,2,10.1016/j.jfineco.2018.11.009,http://dx.doi.org/10.1016/j.jfineco.2018.11.009
82,Moon H Song; Ralph A Walkling,Abnormal returns to rivals of acquisition targets: A test of the `acquisition probability hypothesis',,2000-2,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,55,2,10.1016/s0304-405x(99)00048-3,http://dx.doi.org/10.1016/s0304-405x(99)00048-3
83,Stephen B. Billings; Emily A. Gallagher; Lowell Ricketts,Let the rich be flooded: The distribution of financial aid and distress after hurricane harvey,,2022-11,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,146,2,10.1016/j.jfineco.2021.11.006,http://dx.doi.org/10.1016/j.jfineco.2021.11.006
84,Daniel Andrei; Julien Cujean,"Information percolation, momentum and reversal",,2017-3,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,123,3,10.1016/j.jfineco.2016.05.012,http://dx.doi.org/10.1016/j.jfineco.2016.05.012
85,Michael Farrell; T. Clifton Green; Russell Jame; Stanimir Markov,The democratization of investment research and the informativeness of retail investor trading,,2022-8,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,145,2,10.1016/j.jfineco.2021.07.018,http://dx.doi.org/10.1016/j.jfineco.2021.07.018
86,Samuel G. Hanson; Andrei Shleifer; Jeremy C. Stein; Robert W. Vishny,Banks as patient fixed-income investors,,2015-9,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,117,3,10.1016/j.jfineco.2015.06.015,http://dx.doi.org/10.1016/j.jfineco.2015.06.015
87,Sofonias Alemu Korsaye; Fabio Trojani; Andrea Vedolin,The global factor structure of exchange rates,,2023-4,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,148,1,10.1016/j.jfineco.2023.01.005,http://dx.doi.org/10.1016/j.jfineco.2023.01.005
88,Paolo Guasoni; Gur Huberman; Zhenyu Wang,Performance maximization of actively managed funds,,2011-9,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,101,3,10.1016/j.jfineco.2011.03.015,http://dx.doi.org/10.1016/j.jfineco.2011.03.015
89,Vikas Mehrotra; Randall Morck; Jungwook Shim; Yupana Wiwattanakantang,Adoptive expectations: Rising sons in Japanese family firms,,2013-6,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,108,3,10.1016/j.jfineco.2013.01.011,http://dx.doi.org/10.1016/j.jfineco.2013.01.011
90,Gustavo Grullon; Shane Underwood; James P. Weston,Comovement and investment banking networks,,2014-7,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,113,1,10.1016/j.jfineco.2014.02.010,http://dx.doi.org/10.1016/j.jfineco.2014.02.010
91,Leming Lin; Atanas Mihov; Leandro Sanz; Detelina Stoyanova,"Property rights institutions, foreign investment, and the valuation of multinational firms",,2019-10,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,134,1,10.1016/j.jfineco.2019.03.001,http://dx.doi.org/10.1016/j.jfineco.2019.03.001
92,Anand M. Goel; Anjan V. Thakor,Information reliability and welfare: A theory of coarse credit ratings,,2015-3,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,115,3,10.1016/j.jfineco.2014.11.005,http://dx.doi.org/10.1016/j.jfineco.2014.11.005
93,Thomas B. King,Expectation and duration at the effective lower bound,,2019-12,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,134,3,10.1016/j.jfineco.2019.05.009,http://dx.doi.org/10.1016/j.jfineco.2019.05.009
94,Redouane Elkamhi; Yoshio Nozawa,Fire-sale risk in the leveraged loan market,,2022-12,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,146,3,10.1016/j.jfineco.2022.05.003,http://dx.doi.org/10.1016/j.jfineco.2022.05.003
95,Nishad Kapadia; Morad Zekhnini,Do idiosyncratic jumps matter?,,2019-3,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,131,3,10.1016/j.jfineco.2018.08.014,http://dx.doi.org/10.1016/j.jfineco.2018.08.014
96,Zhiguo He,A model of dynamic compensation and capital structure☆,,2011-5,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,100,2,10.1016/j.jfineco.2011.01.005,http://dx.doi.org/10.1016/j.jfineco.2011.01.005
97,Kenneth A. Froot; Paul G.J. O’Connell; Mark S. Seasholes,The portfolio flows of international investors,,2001-2,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,59,2,10.1016/s0304-405x(00)00084-2,http://dx.doi.org/10.1016/s0304-405x(00)00084-2
98,Alexander David,Pricing the strategic value of putable securities in liquidity crises,,2001-1,Journal of Financial Economics,Strategy and Management; Economics and Econometrics; Finance; Accounting,59,1,10.1016/s0304-405x(00)00082-9,http://dx.doi.org/10.1016/s0304-405x(00)00082-9
