,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
18,Andrés Blanco; Bernardo Diaz de Astarloa; Andres Drenik; Christian Moser; Danilo R. Trupkin,The evolution of the earnings distribution in a volatile economy: Evidence from Argentina,"Department of Economics, University of Michigan; Graduate School of Business and Public Administration, Universidad de Buenos Aires; CEDLAS, Universidad Nacional de La Plata; Department of Economics, University of Texas at Austin; Graduate School of Business, Columbia University; CEPR; Department of Economics, Universidad de Buenos Aires; IIEP, UBA-CONICET",,Quantitative Economics,Economics and Econometrics,13,4,10.3982/qe1857,http://dx.doi.org/10.3982/qe1857
19,Sorawoot Srisuma,Minimum distance estimators for dynamic games,,2013-11,Quantitative Economics,Economics and Econometrics,4,3,10.3982/qe266,http://dx.doi.org/10.3982/qe266
20,Jeremy T. Fox,Estimating matching games with transfers,Department of Economics; Rice University and NBER,2018-3,Quantitative Economics,Economics and Econometrics,9,1,10.3982/qe823,http://dx.doi.org/10.3982/qe823
21,Andreas Tischbirek,Long‐term government debt and household portfolio composition,"Department of Economics, HEC Lausanne, University of Lausanne",,Quantitative Economics,Economics and Econometrics,10,3,10.3982/qe836,http://dx.doi.org/10.3982/qe836
22,Jeremy T. Fox; Natalia Lazzati,A note on identification of discrete choice models for bundles and binary games,"Department of Economics; Rice University and NBER; Department of Economics; University of California, Santa Cruz",2017-11,Quantitative Economics,Economics and Econometrics,8,3,10.3982/qe489,http://dx.doi.org/10.3982/qe489
23,William B. Peterman; Kamila Sommer,A historical welfare analysis of Social Security: Whom did the program benefit?,"Division of Research and Statistics, Federal Reserve Board; Division of Research and Statistics, Federal Reserve Board",,Quantitative Economics,Economics and Econometrics,10,4,10.3982/qe657,http://dx.doi.org/10.3982/qe657
24,Christian A. Stoltenberg; Swapnil Singh,Consumption insurance with advance information,"Amsterdam School of Economics, University of Amsterdam; Tinbergen Institute; Center for Excellence in Finance and Economic Research (CEFER), Bank of Lithuania; School of Economics and Business, Kaunas University of Technology",,Quantitative Economics,Economics and Econometrics,11,2,10.3982/qe1169,http://dx.doi.org/10.3982/qe1169
25,Dominic Coey,Physicians' financial incentives and treatment choices in heart attack management,Department of Economics; Stanford University,2015-11,Quantitative Economics,Economics and Econometrics,6,3,10.3982/qe365,http://dx.doi.org/10.3982/qe365
26,Christian Bayer; Ralph Luetticke,Solving discrete time heterogeneous agent models with aggregate risk and many idiosyncratic states by perturbation,"Department of Economics, Universität Bonn; CEPR; IZA; Department of Economics, University College London; CEPR; CFM",,Quantitative Economics,Economics and Econometrics,11,4,10.3982/qe1243,http://dx.doi.org/10.3982/qe1243
27,Rowena Crawford; Cormac O'Dea,Household portfolios and financial preparedness for retirement,"Institute for Fiscal Studies; Department of Economics, Yale University; Institute for Fiscal Studies",,Quantitative Economics,Economics and Econometrics,11,2,10.3982/qe725,http://dx.doi.org/10.3982/qe725
28,Xiaoshan Chen; Eric M. Leeper; Campbell Leith,Strategic interactions in U.S. monetary and fiscal policies,"Durham University Business School, University of Durham; Department of Economics, University of Virginia; NBER; Adam Smith Business School, University of Glasgow",,Quantitative Economics,Economics and Econometrics,13,2,10.3982/qe1678,http://dx.doi.org/10.3982/qe1678
29,Arthur Lewbel; Samuel Norris; Krishna Pendakur; Xi Qu,Consumption peer effects and utility needs in India,"Department of Economics, Boston College; Department of Economics, University of British Columbia; Department of Economics, Simon Fraser University; Antai College of Economics and Management, Shanghai Jiao Tong University",,Quantitative Economics,Economics and Econometrics,13,3,10.3982/qe1760,http://dx.doi.org/10.3982/qe1760
30,Giovanni Compiani,Market counterfactuals and the specification of multiproduct demand: A nonparametric approach,"Booth School of Business, University of Chicago",,Quantitative Economics,Economics and Econometrics,13,2,10.3982/qe1653,http://dx.doi.org/10.3982/qe1653
31,Sukjin Han,Nonparametric estimation of triangular simultaneous equations models under weak identification,"Department of Economics, University of Texas at Austin",,Quantitative Economics,Economics and Econometrics,11,1,10.3982/qe975,http://dx.doi.org/10.3982/qe975
32,Grey Gordon; Shi Qiu,A divide and conquer algorithm for exploiting policy function monotonicity,,,Quantitative Economics,Economics and Econometrics,9,2,10.3982/qe640,http://dx.doi.org/10.3982/qe640
33,Timothy B. Armstrong,Bounds in auctions with unobserved heterogeneity,,2013-11,Quantitative Economics,Economics and Econometrics,4,3,10.3982/qe167,http://dx.doi.org/10.3982/qe167
34,Jake Bradley; Axel Gottfries,A job ladder model with stochastic employment opportunities,"School of Economics, University of Nottingham; IZA; School of Economics, University of Edinburgh",,Quantitative Economics,Economics and Econometrics,12,4,10.3982/qe1394,http://dx.doi.org/10.3982/qe1394
35,Kengo Kato; Yuya Sasaki; Takuya Ura,Robust inference in deconvolution,"Department of Statistics and Data Science, Cornell University; Department of Economics, Vanderbilt University; Department of Economics, University of California, Davis",,Quantitative Economics,Economics and Econometrics,12,1,10.3982/qe1643,http://dx.doi.org/10.3982/qe1643
36,Chun-Lei Yang; Lan Yao,Testing ambiguity theories with a mean-preserving design,Institute for Social and Economic Research; Nanjing Audit University; Research Center for Humanities and Social Sciences; Academia Sinica; School of Economics; Shanghai University of Finance and Economics,2017-3,Quantitative Economics,Economics and Econometrics,8,1,10.3982/qe460,http://dx.doi.org/10.3982/qe460
37,Tobias Broer; Per Krusell; Erik Öberg,Fiscal multipliers: A heterogenous‐agent perspective,"Paris School of Economics; IIES; CEPR; IIES; CEPR; NBER; Department of Economics, Uppsala University; UCLS",,Quantitative Economics,Economics and Econometrics,14,3,10.3982/qe1901,http://dx.doi.org/10.3982/qe1901
38,Janna E. Johnson; Evan J. Taylor,The long run health consequences of rural‐urban migration,"Humphrey School of Public Affairs, University of Minnesota; Center for the Economics of Human Development, University of Chicago",,Quantitative Economics,Economics and Econometrics,10,2,10.3982/qe962,http://dx.doi.org/10.3982/qe962
39,Ujjayant Chakravorty; Marie-Hélène Hubert; Beyza Ural Marchand,Food for fuel: The effect of the US biofuel mandate on poverty in India,"Department of Economics, Tufts University; University of Rennes, CNRS; Department of Economics, University of Alberta",,Quantitative Economics,Economics and Econometrics,10,3,10.3982/qe942,http://dx.doi.org/10.3982/qe942
40,Benjamin Williams,Identification of a nonseparable model under endogeneity using binary proxies for unobserved heterogeneity,"Department of Economics, George Washington University",,Quantitative Economics,Economics and Econometrics,10,2,10.3982/qe674,http://dx.doi.org/10.3982/qe674
41,Nicholas Trachter,Stepping stone and option value in a model of postsecondary education,Federal Reserve Bank of Richmond,2015-3,Quantitative Economics,Economics and Econometrics,6,1,10.3982/qe326,http://dx.doi.org/10.3982/qe326
42,Shakeeb Khan; Denis Nekipelov,Information structure and statistical information in discrete response models,,,Quantitative Economics,Economics and Econometrics,9,2,10.3982/qe288,http://dx.doi.org/10.3982/qe288
43,Andrzej Kocięcki; Marcin Kolasa,Global identification of linearized DSGE models,,,Quantitative Economics,Economics and Econometrics,9,3,10.3982/qe530,http://dx.doi.org/10.3982/qe530
44,Rüdiger Bachmann; Jinhui H. Bai,Public consumption over the business cycle,,2013-11,Quantitative Economics,Economics and Econometrics,4,3,10.3982/qe250,http://dx.doi.org/10.3982/qe250
45,Émilien Gouin-Bonenfant; Alexis Akira Toda,Pareto extrapolation: An analytical framework for studying tail inequality,"Department of Economics, Columbia University; Department of Economics, University of California San Diego",,Quantitative Economics,Economics and Econometrics,14,1,10.3982/qe1817,http://dx.doi.org/10.3982/qe1817
46,Christian Ahlin,"Group lending, matching patterns, and the mystery of microcredit: Evidence from Thailand","Department of Economics, Michigan State University",,Quantitative Economics,Economics and Econometrics,11,2,10.3982/qe1115,http://dx.doi.org/10.3982/qe1115
47,Bin Chen; Jinho Choi; Juan Carlos Escanciano,Testing for fundamental vector moving average representations,Department of Economics; University of Rochester; AMRO; Bank of Korea; Department of Economics; Indiana University,2017-3,Quantitative Economics,Economics and Econometrics,8,1,10.3982/qe393,http://dx.doi.org/10.3982/qe393
48,Andres Aradillas-Lopez,Nonparametric probability bounds for Nash equilibrium actions in a simultaneous discrete game,,2011-7,Quantitative Economics,Economics and Econometrics,2,2,10.3982/qe74,http://dx.doi.org/10.3982/qe74
49,Xavier Giné; Hanan G. Jacoby,Contracting under uncertainty: Groundwater in South India,"Development Research Group, The World Bank; Development Research Group, The World Bank",,Quantitative Economics,Economics and Econometrics,11,1,10.3982/qe1049,http://dx.doi.org/10.3982/qe1049
50,Timothy B. Armstrong; Michal Kolesár,Simple and honest confidence intervals in nonparametric regression,"Department of Economics, Yale University; Department of Economics, Princeton University",,Quantitative Economics,Economics and Econometrics,11,1,10.3982/qe1199,http://dx.doi.org/10.3982/qe1199
51,Wooyoung Kim; Koohyun Kwon; Soonwoo Kwon; Sokbae Lee,The identification power of smoothness assumptions in models with counterfactual outcomes,,,Quantitative Economics,Economics and Econometrics,9,2,10.3982/qe545,http://dx.doi.org/10.3982/qe545
52,Yoichi Arai; Yu-Chin Hsu; Toru Kitagawa; Ismael Mourifié; Yuanyuan Wan,Testing identifying assumptions in fuzzy regression discontinuity designs,"School of Social Sciences, Waseda University; Institute of Economics, Academia Sinica; Department of Finance, National Central University; Department of Economics, National Chengchi University; CRETA, National Taiwan University; Department of Economics, University College London; Department of Economics, University of Toronto; Department of Economics, University of Toronto",,Quantitative Economics,Economics and Econometrics,13,1,10.3982/qe1367,http://dx.doi.org/10.3982/qe1367
53,Laura Liu; Mikkel Plagborg-Møller,Full‐information estimation of heterogeneous agent models using macro and micro data,"Department of Economics, Indiana University; Department of Economics, Princeton University",,Quantitative Economics,Economics and Econometrics,14,1,10.3982/qe1810,http://dx.doi.org/10.3982/qe1810
54,Ghazala Azmat,"Incidence, salience, and spillovers: The direct and indirect effects of tax credits on wages",,,Quantitative Economics,Economics and Econometrics,10,1,10.3982/qe319,http://dx.doi.org/10.3982/qe319
55,Ignacio Esponda; Emanuel Vespa,Endogenous sample selection: A laboratory study,"Department of Economics; University of California, Santa Barbara; Department of Economics; University of California, Santa Barbara",2018-3,Quantitative Economics,Economics and Econometrics,9,1,10.3982/qe650,http://dx.doi.org/10.3982/qe650
56,Jason R. Blevins; Garrett T. Senney,Dynamic selection and distributional bounds on search costs in dynamic unit‐demand models,"Department of Economics, Ohio State University; Office of the Comptroller of the Currency",,Quantitative Economics,Economics and Econometrics,10,3,10.3982/qe728,http://dx.doi.org/10.3982/qe728
57,Yves Breitmoser,Controlling for presentation effects in choice,"Department of Business Administration and Economics, Bielefeld University",,Quantitative Economics,Economics and Econometrics,12,1,10.3982/qe1050,http://dx.doi.org/10.3982/qe1050
58,Arnaud Dupuy; Alfred Galichon,A note on the estimation of job amenities and labor productivity,"CREA, University of Luxembourg; IZA; Departments of Economics and of Mathematics, New York University; Department of Economics, Sciences-Po",,Quantitative Economics,Economics and Econometrics,13,1,10.3982/qe928,http://dx.doi.org/10.3982/qe928
59,Peter Arcidiacono; Robert A. Miller,Nonstationary dynamic models with finite dependence,"Department of Economics, Duke University; NBER; Tepper School of Business, Carnegie Mellon University",,Quantitative Economics,Economics and Econometrics,10,3,10.3982/qe626,http://dx.doi.org/10.3982/qe626
60,Ari Hyytinen; Jaakko Meriläinen; Tuukka Saarimaa; Otto Toivanen; Janne Tukiainen,When does regression discontinuity design work? Evidence from random election outcomes,,,Quantitative Economics,Economics and Econometrics,9,2,10.3982/qe864,http://dx.doi.org/10.3982/qe864
61,Eleni Aristodemou; Adam M. Rosen,A discrete choice model for partially ordered alternatives,"Department of Economics, University of Cyprus; Department of Economics, Duke University; CeMMAP; Institute for Fiscal Studies",,Quantitative Economics,Economics and Econometrics,13,3,10.3982/qe1497,http://dx.doi.org/10.3982/qe1497
62,Yu Zhu,Inference in nonparametric/semiparametric moment equality models with shape restrictions,Bank of Canada,,Quantitative Economics,Economics and Econometrics,11,2,10.3982/qe1023,http://dx.doi.org/10.3982/qe1023
63,Anke D. Leroux; Vance L. Martin; Kathryn A. St. John,Modeling time varying risk of natural resource assets: Implications of climate change,"Department of Economics, Monash University; Department of Economics, University of Melbourne; Department of Economics, University of Melbourne",,Quantitative Economics,Economics and Econometrics,13,1,10.3982/qe1597,http://dx.doi.org/10.3982/qe1597
64,Emanuel Vespa; Alistair J. Wilson,Communication with multiple senders: An experiment,"Department of Economics; University of California, Santa Barbara; Department of Economics; University of Pittsburgh",2016-3,Quantitative Economics,Economics and Econometrics,7,1,10.3982/qe500,http://dx.doi.org/10.3982/qe500
65,Martín Almuzara; Dante Amengual; Enrique Sentana,Normality tests for latent variables,CEMFI; CEMFI; CEMFI,,Quantitative Economics,Economics and Econometrics,10,3,10.3982/qe859,http://dx.doi.org/10.3982/qe859
66,Christian Helmers; Manasa Patnam,Does the rotten child spoil his companion? Spatial peer effects among children in rural India,,2014-3,Quantitative Economics,Economics and Econometrics,5,1,10.3982/qe192,http://dx.doi.org/10.3982/qe192
67,Ernest K. Lai; Wooyoung Lim,Meaning and credibility in experimental cheap-talk games,,,Quantitative Economics,Economics and Econometrics,9,3,10.3982/qe683,http://dx.doi.org/10.3982/qe683
68,Brant Abbott; Giovanni Gallipoli,Permanent‐income inequality,"Economics Department, Queen's University; HCEO; Vancouver School of Economics, The University of British Columbia; CEPR; HCEO; RCEA",,Quantitative Economics,Economics and Econometrics,13,3,10.3982/qe1851,http://dx.doi.org/10.3982/qe1851
69,John B. Donaldson; Rajnish Mehra,Average crossing time: An alternative characterization of mean aversion and reversion,"Graduate School of Business, Columbia University; W.P. Carey School of Business, Arizona State University; NBER; NCAER",,Quantitative Economics,Economics and Econometrics,12,3,10.3982/qe1560,http://dx.doi.org/10.3982/qe1560
70,Tomás Rau,Modeling structural equations with endogenous regressors and heterogeneity through derivative constraints,,2013-3,Quantitative Economics,Economics and Econometrics,4,1,10.3982/qe123,http://dx.doi.org/10.3982/qe123
71,Fabio Canova; Christian Matthes,Dealing with misspecification in structural macroeconometric models,"Department of Economics, Norwegian Business School; CAMP; CEPR; Department of Economics, Indiana University",,Quantitative Economics,Economics and Econometrics,12,2,10.3982/qe1413,http://dx.doi.org/10.3982/qe1413
72,Robert L. Bray,Strong convergence and dynamic economic models,,,Quantitative Economics,Economics and Econometrics,10,1,10.3982/qe833,http://dx.doi.org/10.3982/qe833
73,Marc Henry; Yuichi Kitamura; Bernard Salanié,Partial identification of finite mixtures in econometric models,,2014-3,Quantitative Economics,Economics and Econometrics,5,1,10.3982/qe170,http://dx.doi.org/10.3982/qe170
74,Sabrina Bruyneel; Laurens Cherchye; Sam Cosaert; Bram De Rock; Siegfried Dewitte,Measuring the willingness-to-pay for others' consumption: An application to joint decisions of children,BEE Center for Behavioral Engineering Research; University of Leuven; Center for Economic Studies; University of Leuven; LISER; Department of Economics; KU Leuven; ECARES; Université Libre de Bruxelles; BEE Center for Behavioral Engineering Research; University of Leuven,2017-11,Quantitative Economics,Economics and Econometrics,8,3,10.3982/qe574,http://dx.doi.org/10.3982/qe574
75,Marcus Berliant; Hiroki Watanabe,Explaining the size distribution of cities: Extreme economies,"Department of Economics; Washington University, St. Louis; Department of Economics and Finance; Lamar University",2015-3,Quantitative Economics,Economics and Econometrics,6,1,10.3982/qe42,http://dx.doi.org/10.3982/qe42
76,Laura Grigolon,Blurred boundaries: A flexible approach for segmentation applied to the car market,"Department of Economics, University of Mannheim; MaCCI; CEPR",,Quantitative Economics,Economics and Econometrics,12,4,10.3982/qe1434,http://dx.doi.org/10.3982/qe1434
77,Thore Schlaak; Malte Rieth; Maximilian Podstawski,"Monetary policy, external instruments, and heteroskedasticity","Department of Economics, Freie Universität Berlin; Department of Economics, Martin-Luther-Universität Halle-Wittenberg; DIW Berlin; DIW Berlin",,Quantitative Economics,Economics and Econometrics,14,1,10.3982/qe1511,http://dx.doi.org/10.3982/qe1511
78,Michael Egesdal; Zhenyu Lai; Che-Lin Su,Estimating dynamic discrete-choice games of incomplete information,Department of Economics; Harvard University; Department of Economics; Harvard University; The University of Chicago Booth School of Business,2015-11,Quantitative Economics,Economics and Econometrics,6,3,10.3982/qe430,http://dx.doi.org/10.3982/qe430
79,Wouter J. Den Haan; Petr Sedlacek,"Inefficient continuation decisions, job creation costs, and the cost of business cycles",,2014-7,Quantitative Economics,Economics and Econometrics,5,2,10.3982/qe253,http://dx.doi.org/10.3982/qe253
80,Knut K. Aase,Recursive utility using the stochastic maximum principle,Department of Business and Management Science; Norwegian School of Economics,2016-11,Quantitative Economics,Economics and Econometrics,7,3,10.3982/qe473,http://dx.doi.org/10.3982/qe473
81,Samuel Häfner,Risk aversion in share auctions: Estimating import rents from TRQs in Switzerland,"School of Economics and Political Sciences, University of St. Gallen",,Quantitative Economics,Economics and Econometrics,14,2,10.3982/qe1907,http://dx.doi.org/10.3982/qe1907
82,Daeha Cho,"Unemployment risk, MPC heterogeneity, and business cycles","College of Economics and Finance, Hanyang University",,Quantitative Economics,Economics and Econometrics,14,2,10.3982/qe1550,http://dx.doi.org/10.3982/qe1550
83,Konrad Menzel; Paolo Morganti,Large sample properties for estimators based on the order statistics approach in auctions,,2013-7,Quantitative Economics,Economics and Econometrics,4,2,10.3982/qe177,http://dx.doi.org/10.3982/qe177
84,Ruixuan Liu,A competing risks model with time‐varying heterogeneity and simultaneous failure,"Department of Economics, Emory University",,Quantitative Economics,Economics and Econometrics,11,2,10.3982/qe1159,http://dx.doi.org/10.3982/qe1159
85,Brian Bell; Nicholas Bloom; Jack Blundell,Income dynamics in the United Kingdom and the impact of the Covid‐19 recession,"King's Business School and Centre for Economic Performance, London School of Economics; Department of Economics, Stanford University; NBER; Centre for Economic Performance, London School of Economics",,Quantitative Economics,Economics and Econometrics,13,4,10.3982/qe1872,http://dx.doi.org/10.3982/qe1872
86,Dionissi Aliprantis; Daniel R. Carroll,Neighborhood dynamics and the distribution of opportunity,Federal Reserve Bank of Cleveland; Federal Reserve Bank of Cleveland,2018-3,Quantitative Economics,Economics and Econometrics,9,1,10.3982/qe785,http://dx.doi.org/10.3982/qe785
87,Fabrice Collard; Sujoy Mukerji; Kevin Sheppard; Jean-Marc Tallon,Ambiguity and the historical equity premium,,,Quantitative Economics,Economics and Econometrics,9,2,10.3982/qe708,http://dx.doi.org/10.3982/qe708
88,Atsushi Inoue; Barbara Rossi,"A new approach to measuring economic policy shocks, with an application to conventional and unconventional monetary policy","Department of Economics, Vanderbilt University; ICREA-Univ. Pompeu Fabra; Barcelona School of Economics; CREI",,Quantitative Economics,Economics and Econometrics,12,4,10.3982/qe1225,http://dx.doi.org/10.3982/qe1225
89,Dmytro Hryshko,Labor income profiles are not heterogeneous: Evidence from income growth rates,,2012-7,Quantitative Economics,Economics and Econometrics,3,2,10.3982/qe112,http://dx.doi.org/10.3982/qe112
90,Jungmo Yoon; Antonio F. Galvao,Cluster robust covariance matrix estimation in panel quantile regression with individual fixed effects,"College of Economics and Finance, Hanyang University; Department of Economics, University of Arizona",,Quantitative Economics,Economics and Econometrics,11,2,10.3982/qe802,http://dx.doi.org/10.3982/qe802
91,Virginia Sánchez-Marcos; Carlos Bethencourt,The effect of public pensions on women's labor market participation over a full life cycle,,,Quantitative Economics,Economics and Econometrics,9,2,10.3982/qe667,http://dx.doi.org/10.3982/qe667
92,Ambroise Descamps; Changxia Ke; Lionel Page,How success breeds success,"Oxera Consulting; Schoool of Economics and Finance, Queensland University of Technology; Economics Discipline Group, University of Technology Sydney",,Quantitative Economics,Economics and Econometrics,13,1,10.3982/qe1679,http://dx.doi.org/10.3982/qe1679
93,Pierre-André Chiappori; Ju Hyun Kim,A note on identifying heterogeneous sharing rules,Department of Economics; Columbia University; Department of Economics; University of North Carolina at Chapel Hill,2017-3,Quantitative Economics,Economics and Econometrics,8,1,10.3982/qe414,http://dx.doi.org/10.3982/qe414
94,Etienne Lalé,Turbulence and the employment experience of older workers,,,Quantitative Economics,Economics and Econometrics,9,2,10.3982/qe557,http://dx.doi.org/10.3982/qe557
95,Tatiana Komarova; Fabio Sanches; Daniel Silva Junior; Sorawoot Srisuma,Joint analysis of the discount factor and payoff parameters in dynamic discrete choice models,,,Quantitative Economics,Economics and Econometrics,9,3,10.3982/qe675,http://dx.doi.org/10.3982/qe675
96,Daniel Bauer; Jochen Russ; Nan Zhu,Asymmetric information in secondary insurance markets: Evidence from the life settlements market,"Department of Risk and Insurance, University of Wisconsin-Madison; Institut für Finanz- und Aktuarwissenschaften; Ulm University; Department of Risk Management, Pennsylvania State University",,Quantitative Economics,Economics and Econometrics,11,3,10.3982/qe1333,http://dx.doi.org/10.3982/qe1333
97,Holger Sieg; Chamna Yoon,Waiting for affordable housing in New York City,"Department of Economics, University of Pennsylvania; College of Business, Korea Advanced Institute of Science and Technology",,Quantitative Economics,Economics and Econometrics,11,1,10.3982/qe1160,http://dx.doi.org/10.3982/qe1160
98,Jeremy T. Fox,Identification in matching games,,2010-11,Quantitative Economics,Economics and Econometrics,1,2,10.3982/qe3,http://dx.doi.org/10.3982/qe3
99,Pooyan Amir-Ahmadi; Thorsten Drautzburg,Identification and inference with ranking restrictions,"Department of Economics, University of Illinois at Urbana-Champaign; Research Department, Federal Reserve Bank of Philadelphia",,Quantitative Economics,Economics and Econometrics,12,1,10.3982/qe1277,http://dx.doi.org/10.3982/qe1277
100,Peter Arcidiacono; Gigi Foster; Natalie Goodpaster; Josh Kinsler,"Estimating spillovers using panel data, with an application to the classroom",,2012-11,Quantitative Economics,Economics and Econometrics,3,3,10.3982/qe145,http://dx.doi.org/10.3982/qe145
101,David Ahn; Syngjoo Choi; Douglas Gale; Shachar Kariv,Estimating ambiguity aversion in a portfolio choice experiment,,2014-7,Quantitative Economics,Economics and Econometrics,5,2,10.3982/qe243,http://dx.doi.org/10.3982/qe243
102,Xavier D'Haultfoeuille; Christophe Gaillac; Arnaud Maurel,Rationalizing rational expectations: Characterizations and tests,"CREST-ENSAE; CREST-ENSAE; TSE; Department of Economics, Duke University; NBER; IZA",,Quantitative Economics,Economics and Econometrics,12,3,10.3982/qe1724,http://dx.doi.org/10.3982/qe1724
103,Jianjun Miao; Pengfei Wang; Zhiwei Xu,A Bayesian dynamic stochastic general equilibrium model of stock market bubbles and business cycles,Department of Economics; Boston University; Institute of Industrial Economics; Jinan University; AFR; Zhejiang University; Department of Economics; Hong Kong University of Science and Technology; Antai College of Economics and Management; Shanghai Jiao Tong University,2015-11,Quantitative Economics,Economics and Econometrics,6,3,10.3982/qe505,http://dx.doi.org/10.3982/qe505
104,Gregorio Caetano; Vikram Maheshri,Identifying dynamic spillovers of crime with a causal approach to model selection,Department of Economics; University of Rochester; Department of Economics; University of Houston,2018-3,Quantitative Economics,Economics and Econometrics,9,1,10.3982/qe756,http://dx.doi.org/10.3982/qe756
