,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
11,DAVID A. CHAPMAN; VALERY POLKOVNICHENKO,"First‐Order Risk Aversion, Heterogeneity, and Asset Market Outcomes",,2009-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64,4,10.1111/j.1540-6261.2009.01482.x,http://dx.doi.org/10.1111/j.1540-6261.2009.01482.x
12,JOHN H. COCHRANE,A Mean‐Variance Benchmark for Intertemporal Portfolio Theory,,2014-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,69,1,10.1111/jofi.12099,http://dx.doi.org/10.1111/jofi.12099
13,DAVID H. PYLE,"Minutes of the Annual Membership Meeting, January 7, 2012",,2012-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,67,4,10.1111/j.1540-6261.2012.01756.x,http://dx.doi.org/10.1111/j.1540-6261.2012.01756.x
14,JUAN‐PEDRO GÓMEZ; RICHARD PRIESTLEY; FERNANDO ZAPATERO,Implications of Keeping‐Up‐with‐the‐Joneses Behavior for the Equilibrium Cross Section of Stock Returns: International Evidence,,2009-12,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64,6,10.1111/j.1540-6261.2009.01515.x,http://dx.doi.org/10.1111/j.1540-6261.2009.01515.x
15,JOONGHO HAN; KWANGWOO PARK; GEORGE PENNACCHI,Corporate Taxes and Securitization,,2015-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,70,3,10.1111/jofi.12157,http://dx.doi.org/10.1111/jofi.12157
16,HUI CHEN; ZHUO CHEN; ZHIGUO HE; JINYU LIU; RENGMING XIE,Pledgeability and Asset Prices: Evidence from the Chinese Corporate Bond Markets,,2023-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,78,5,10.1111/jofi.13266,http://dx.doi.org/10.1111/jofi.13266
17,PEDRO BORDALO; NICOLA GENNAIOLI; ANDREI SHLEIFER,Diagnostic Expectations and Credit Cycles,,2018-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,73,1,10.1111/jofi.12586,http://dx.doi.org/10.1111/jofi.12586
18,STAVROS PANAGEAS; MARK M. WESTERFIELD,"High‐Water Marks: High Risk Appetites? Convex Compensation, Long Horizons, and Portfolio Choice",,2009-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64,1,10.1111/j.1540-6261.2008.01427.x,http://dx.doi.org/10.1111/j.1540-6261.2008.01427.x
19,SOMNATH DAS; RE‐JIN GUO; HUAI ZHANG,Analysts' Selective Coverage and Subsequent Performance of Newly Public Firms,,2006-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,61,3,10.1111/j.1540-6261.2006.00869.x,http://dx.doi.org/10.1111/j.1540-6261.2006.00869.x
20,ULF AXELSON; PER STRÖMBERG; MICHAEL S. WEISBACH,Why Are Buyouts Levered? The Financial Structure of Private Equity Funds,,2009-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64,4,10.1111/j.1540-6261.2009.01473.x,http://dx.doi.org/10.1111/j.1540-6261.2009.01473.x
21,THOMAS W. BATES,"Asset Sales, Investment Opportunities, and the Use of Proceeds",,2005-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,60,1,10.1111/j.1540-6261.2005.00726.x,http://dx.doi.org/10.1111/j.1540-6261.2005.00726.x
22,MANJU PURI; REBECCA ZARUTSKIE,On the Life Cycle Dynamics of Venture‐Capital‐ and Non‐Venture‐Capital‐Financed Firms,,2012-12,The Journal of Finance,Economics and Econometrics; Finance; Accounting,67,6,10.1111/j.1540-6261.2012.01786.x,http://dx.doi.org/10.1111/j.1540-6261.2012.01786.x
23,Pierre Collin‐Dufresne; Robert S. Goldstein,Do Bonds Span the Fixed Income Markets? Theory and Evidence for Unspanned Stochastic Volatility,,2002-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,57,4,10.1111/1540-6261.00475,http://dx.doi.org/10.1111/1540-6261.00475
24,JOHN AMERIKS; ANDREW CAPLIN; STEVEN LAUFER; STIJN VAN NIEUWERBURGH,The Joy of Giving or Assisted Living? Using Strategic Surveys to Separate Public Care Aversion from Bequest Motives,,2011-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,66,2,10.1111/j.1540-6261.2010.01641.x,http://dx.doi.org/10.1111/j.1540-6261.2010.01641.x
25,ADAIR MORSE; VIKRAM NANDA; AMIT SERU,Are Incentive Contracts Rigged by Powerful CEOs?,,2011-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,66,5,10.1111/j.1540-6261.2011.01687.x,http://dx.doi.org/10.1111/j.1540-6261.2011.01687.x
26,Gerald Garvey; Todd Milbourn,Incentive Compensation When Executives Can Hedge the Market: Evidence of Relative Performance Evaluation in the Cross Section,,2003-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,58,4,10.1111/1540-6261.00577,http://dx.doi.org/10.1111/1540-6261.00577
27,THIERRY FOUCAULT; DAVID SRAER; DAVID J. THESMAR,Individual Investors and Volatility,,2011-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,66,4,10.1111/j.1540-6261.2011.01668.x,http://dx.doi.org/10.1111/j.1540-6261.2011.01668.x
28,ARTURO BRIS; IVO WELCH; NING ZHU,The Costs of Bankruptcy: Chapter 7 Liquidation versus Chapter 11 Reorganization,,2006-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,61,3,10.1111/j.1540-6261.2006.00872.x,http://dx.doi.org/10.1111/j.1540-6261.2006.00872.x
29,GIOVANNI DELL'ARICCIA; LUC LAEVEN; GUSTAVO A. SUAREZ,Bank Leverage and Monetary Policy's Risk‐Taking Channel: Evidence from the United States,,2017-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,72,2,10.1111/jofi.12467,http://dx.doi.org/10.1111/jofi.12467
30,GAYLE DELONG; ROBERT DEYOUNG,Learning by Observing: Information Spillovers in the Execution and Valuation of Commercial Bank M&amp;As,,2007-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,62,1,10.1111/j.1540-6261.2007.01205.x,http://dx.doi.org/10.1111/j.1540-6261.2007.01205.x
31,MICHAEL B. CLEMENT; SENYO Y. TSE,Financial Analyst Characteristics and Herding Behavior in Forecasting,,2005-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,60,1,10.1111/j.1540-6261.2005.00731.x,http://dx.doi.org/10.1111/j.1540-6261.2005.00731.x
32,Kumar Venkataraman,Automated Versus Floor Trading: An Analysis of Execution Costs on the Paris and New York Exchanges,,2001-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,56,4,10.1111/0022-1082.00375,http://dx.doi.org/10.1111/0022-1082.00375
33,Stephen P. Ferris; Murali Jagannathan; A. C. Pritchard,Too Busy to Mind the Business? Monitoring by Directors with Multiple Board Appointments,,2003-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,58,3,10.1111/1540-6261.00559,http://dx.doi.org/10.1111/1540-6261.00559
34,ITAMAR DRECHSLER,"Uncertainty, Time‐Varying Fear, and Asset Prices",,2013-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,68,5,10.1111/jofi.12068,http://dx.doi.org/10.1111/jofi.12068
35,Yusif Simaan; Daniel G. Weaver; David K. Whitcomb,Market Maker Quotation Behavior and Pretrade Transparency,,2003-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,58,3,10.1111/1540-6261.00565,http://dx.doi.org/10.1111/1540-6261.00565
36,ILONA BABENKO; OLIVER BOGUTH; YURI TSERLUKEVICH,Idiosyncratic Cash Flows and Systematic Risk,,2016-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,71,1,10.1111/jofi.12280,http://dx.doi.org/10.1111/jofi.12280
37,BRONSON ARGYLE; TAYLOR NADAULD; CHRISTOPHER PALMER; RYAN PRATT,The Capitalization of Consumer Financing into Durable Goods Prices,,2021-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,76,1,10.1111/jofi.12977,http://dx.doi.org/10.1111/jofi.12977
38,LARS A. LOCHSTOER; PAUL C. TETLOCK,What Drives Anomaly Returns?,,2020-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,75,3,10.1111/jofi.12876,http://dx.doi.org/10.1111/jofi.12876
39,LIU YANG,The Real Determinants of Asset Sales,,2008-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,63,5,10.1111/j.1540-6261.2008.01396.x,http://dx.doi.org/10.1111/j.1540-6261.2008.01396.x
40,Anthony W. Lynch; David K. Musto,How Investors Interpret Past Fund Returns,,2003-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,58,5,10.1111/1540-6261.00596,http://dx.doi.org/10.1111/1540-6261.00596
41,AMIL DASGUPTA; GIORGIA PIACENTINO,The Wall Street Walk when Blockholders Compete for Flows,,2015-12,The Journal of Finance,Economics and Econometrics; Finance; Accounting,70,6,10.1111/jofi.12308,http://dx.doi.org/10.1111/jofi.12308
42,TETIANA DAVYDIUK; SCOTT RICHARD; IVAN SHALIASTOVICH; AMIR YARON,How Risky Are U.S. Corporate Assets?,,2023-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,78,1,10.1111/jofi.13196,http://dx.doi.org/10.1111/jofi.13196
43,DAN LI; NORMAN SCHÜRHOFF,Dealer Networks,,2019-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,74,1,10.1111/jofi.12728,http://dx.doi.org/10.1111/jofi.12728
44,JESS BENHABIB; XUEWEN LIU; PENGFEI WANG,"Financial Markets, the Real Economy, and Self‐Fulfilling Uncertainties",,2019-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,74,3,10.1111/jofi.12764,http://dx.doi.org/10.1111/jofi.12764
45,JIASUN LI,Information Aggregation via Contracting,,2023-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,78,2,10.1111/jofi.13205,http://dx.doi.org/10.1111/jofi.13205
46,John Graham,AMERICAN FINANCE ASSOCIATION,Fuqua School of Business Duke University  Durham NC 27708,2020-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,75,1,10.1111/jofi.12874,http://dx.doi.org/10.1111/jofi.12874
47,ADRIAN BUSS; BERNARD DUMAS,The Dynamic Properties of Financial‐Market Equilibrium with Trading Fees,,2019-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,74,2,10.1111/jofi.12744,http://dx.doi.org/10.1111/jofi.12744
48,Armando Gomes,Going Public without Governance: Managerial Reputation Effects,,2000-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,55,2,10.1111/0022-1082.00221,http://dx.doi.org/10.1111/0022-1082.00221
49,GEORGE M. KORNIOTIS; ALOK KUMAR,State‐Level Business Cycles and Local Return Predictability,,2013-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,68,3,10.1111/jofi.12017,http://dx.doi.org/10.1111/jofi.12017
50,Darrell Duffie; Lasse Heje Pedersen; Kenneth J. Singleton,Modeling Sovereign Yield Spreads: A Case Study of Russian Debt,,2003-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,58,1,10.1111/1540-6261.00520,http://dx.doi.org/10.1111/1540-6261.00520
51,HITESH DOSHI; KRIS JACOBS; PRAVEEN KUMAR; RAMON RABINOVITCH,Leverage and the Cross‐Section of Equity Returns,,2019-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,74,3,10.1111/jofi.12758,http://dx.doi.org/10.1111/jofi.12758
52,NILS FRIEWALD; CHRISTIAN WAGNER; JOSEF ZECHNER,The Cross‐Section of Credit Risk Premia and Equity Returns,,2014-12,The Journal of Finance,Economics and Econometrics; Finance; Accounting,69,6,10.1111/jofi.12143,http://dx.doi.org/10.1111/jofi.12143
53,YIFEI WANG; TONI M. WHITED; YUFENG WU; KAIRONG XIAO,Bank Market Power and Monetary Policy Transmission: Evidence from a Structural Estimation,,2022-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,77,4,10.1111/jofi.13159,http://dx.doi.org/10.1111/jofi.13159
54,CLEMENS SIALM; LAURA T. STARKS; HANJIANG ZHANG,Defined Contribution Pension Plans: Sticky or Discerning Money?,,2015-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,70,2,10.1111/jofi.12232,http://dx.doi.org/10.1111/jofi.12232
55,Nicholas Barberis; Ming Huang,"Mental Accounting, Loss Aversion, and Individual Stock Returns",,2001-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,56,4,10.1111/0022-1082.00367,http://dx.doi.org/10.1111/0022-1082.00367
56,CHARLES W. CALOMIRIS; MATTHEW JAREMSKI,"Stealing Deposits: Deposit Insurance, Risk‐Taking, and the Removal of Market Discipline in Early 20<sup>th</sup>‐Century Banks",,2019-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,74,2,10.1111/jofi.12753,http://dx.doi.org/10.1111/jofi.12753
57,FRANÇOIS DERRIEN; AMBRUS KECSKÉS,The Initial Public Offerings of Listed Firms,,2007-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,62,1,10.1111/j.1540-6261.2007.01212.x,http://dx.doi.org/10.1111/j.1540-6261.2007.01212.x
58,VICTORIA ATANASOV; STIG V. MØLLER; RICHARD PRIESTLEY,Consumption Fluctuations and Expected Returns,,2020-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,75,3,10.1111/jofi.12870,http://dx.doi.org/10.1111/jofi.12870
59,DION BONGAERTS; FRANK DE JONG; JOOST DRIESSEN,Derivative Pricing with Liquidity Risk: Theory and Evidence from the Credit Default Swap Market,,2011-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,66,1,10.1111/j.1540-6261.2010.01630.x,http://dx.doi.org/10.1111/j.1540-6261.2010.01630.x
60,Bengt Holmström; Jean Tirole,LAPM: A Liquidity‐Based Asset Pricing Model,,2001-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,56,5,10.1111/0022-1082.00391,http://dx.doi.org/10.1111/0022-1082.00391
61,Giacinta Cestone; Lucy White,Anticompetitive Financial Contracting: The Design of Financial Claims,,2003-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,58,5,10.1111/1540-6261.00599,http://dx.doi.org/10.1111/1540-6261.00599
62,Christopher G. Lamoureux; H. Douglas Witte,"Empirical Analysis of the Yield Curve: The Information in the Data Viewed through the Window of Cox, Ingersoll, and Ross",,2002-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,57,3,10.1111/1540-6261.00467,http://dx.doi.org/10.1111/1540-6261.00467
63,HAROLD H. ZHANG; FENG ZHAO; XIAOFEI ZHAO,Neglected Risks in the Communication of Residential Mortgage‐Backed Securities Offerings,,,The Journal of Finance,Economics and Econometrics; Finance; Accounting,,,10.1111/jofi.13278,http://dx.doi.org/10.1111/jofi.13278
64,BJÖRN HAGSTRÖMER; ALBERT J. MENKVELD,Information Revelation in Decentralized Markets,,2019-12,The Journal of Finance,Economics and Econometrics; Finance; Accounting,74,6,10.1111/jofi.12838,http://dx.doi.org/10.1111/jofi.12838
65,CEM DEMIROGLU; JULIAN FRANKS; RYAN LEWIS,Do Market Prices Improve <b>the Accuracy of Court Valuations in Chapter 11?</b>,,2022-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,77,2,10.1111/jofi.13111,http://dx.doi.org/10.1111/jofi.13111
66,XIN CHANG; SUDIPTO DASGUPTA,Target Behavior and Financing: How Conclusive Is the Evidence?,,2009-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64,4,10.1111/j.1540-6261.2009.01479.x,http://dx.doi.org/10.1111/j.1540-6261.2009.01479.x
67,FERHAT AKBAS; CHAO JIANG; PAUL D. KOCH,Insider Investment Horizon,,2020-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,75,3,10.1111/jofi.12878,http://dx.doi.org/10.1111/jofi.12878
68,FLORIAN S. PETERS; ALEXANDER F. WAGNER,The Executive Turnover Risk Premium,,2014-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,69,4,10.1111/jofi.12166,http://dx.doi.org/10.1111/jofi.12166
69,LEIGH A. RIDDICK; TONI M. WHITED,The Corporate Propensity to Save,,2009-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64,4,10.1111/j.1540-6261.2009.01478.x,http://dx.doi.org/10.1111/j.1540-6261.2009.01478.x
70,Honghui Chen; Gregory Noronha; Vijay Singal,The Price Response to S&amp;P 500 Index Additions and Deletions: Evidence of Asymmetry and a New Explanation,,2004-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,59,4,10.1111/j.1540-6261.2004.00683.x,http://dx.doi.org/10.1111/j.1540-6261.2004.00683.x
71,ALOK KUMAR; CHARLES M.C. LEE,Retail Investor Sentiment and Return Comovements,,2006-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,61,5,10.1111/j.1540-6261.2006.01063.x,http://dx.doi.org/10.1111/j.1540-6261.2006.01063.x
72,DAVID SCHOENHERR,Political Connections and Allocative Distortions,,2019-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,74,2,10.1111/jofi.12751,http://dx.doi.org/10.1111/jofi.12751
73,Terence Lim,Rationality and Analysts' Forecast Bias,,2001-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,56,1,10.1111/0022-1082.00329,http://dx.doi.org/10.1111/0022-1082.00329
74,DAVID S. SCHARFSTEIN,Presidential Address: Pension Policy and the Financial System,,2018-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,73,4,10.1111/jofi.12710,http://dx.doi.org/10.1111/jofi.12710
75,HEITOR ALMEIDA; CHANG‐SOO KIM; HWANKI BRIAN KIM,<b>Internal Capital Markets in Business Groups: Evidence from the Asian Financial Crisis</b>,,2015-12,The Journal of Finance,Economics and Econometrics; Finance; Accounting,70,6,10.1111/jofi.12309,http://dx.doi.org/10.1111/jofi.12309
76,FABIO SCHIANTARELLI; MASSIMILIANO STACCHINI; PHILIP E. STRAHAN,"Bank Quality, Judicial Efficiency, and Loan Repayment Delays in Italy",,2020-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,75,4,10.1111/jofi.12896,http://dx.doi.org/10.1111/jofi.12896
77,STEFANO DELLAVIGNA; JOSHUA M. POLLET,Investor Inattention and Friday Earnings Announcements,,2009-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64,2,10.1111/j.1540-6261.2009.01447.x,http://dx.doi.org/10.1111/j.1540-6261.2009.01447.x
78,WILLIAM J. MAYEW; MOHAN VENKATACHALAM,The Power of Voice: Managerial Affective States and Future Firm Performance,,2012-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,67,1,10.1111/j.1540-6261.2011.01705.x,http://dx.doi.org/10.1111/j.1540-6261.2011.01705.x
79,HENDRIK BESSEMBINDER; STACEY JACOBSEN; WILLIAM MAXWELL; KUMAR VENKATARAMAN,Capital Commitment and Illiquidity in Corporate Bonds,,2018-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,73,4,10.1111/jofi.12694,http://dx.doi.org/10.1111/jofi.12694
80,GRACE XING HU; JUN PAN; JIANG WANG,Noise as Information for Illiquidity,,2013-12,The Journal of Finance,Economics and Econometrics; Finance; Accounting,68,6,10.1111/jofi.12083,http://dx.doi.org/10.1111/jofi.12083
81,ASANI SARKAR; ROBERT A. SCHWARTZ,Market Sidedness: Insights into Motives for Trade Initiation,,2009-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64,1,10.1111/j.1540-6261.2008.01437.x,http://dx.doi.org/10.1111/j.1540-6261.2008.01437.x
82,PATRICK BOLTON; TANO SANTOS; JOSE A. SCHEINKMAN,Cream‐Skimming in Financial Markets,,2016-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,71,2,10.1111/jofi.12385,http://dx.doi.org/10.1111/jofi.12385
83,Yihong Xia,Learning about Predictability: The Effects of Parameter Uncertainty on Dynamic Asset Allocation,,2001-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,56,1,10.1111/0022-1082.00323,http://dx.doi.org/10.1111/0022-1082.00323
84,Owen A. Lamont,Investment Plans and Stock Returns,,2000-12,The Journal of Finance,Economics and Econometrics; Finance; Accounting,55,6,10.1111/0022-1082.00304,http://dx.doi.org/10.1111/0022-1082.00304
85,MARCIN KACPERCZYK; STIJN VAN NIEUWERBURGH; LAURA VELDKAMP,Time‐Varying Fund Manager Skill,,2014-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,69,4,10.1111/jofi.12084,http://dx.doi.org/10.1111/jofi.12084
86,ANDREAS FAGERENG; CHARLES GOTTLIEB; LUIGI GUISO,Asset Market Participation and Portfolio Choice over the Life‐Cycle,,2017-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,72,2,10.1111/jofi.12484,http://dx.doi.org/10.1111/jofi.12484
87,John M. Griffin; Michael L. Lemmon,"Book‐to‐Market Equity, Distress Risk, and Stock Returns",,2002-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,57,5,10.1111/1540-6261.00497,http://dx.doi.org/10.1111/1540-6261.00497
88,GUOJIN GONG; HENOCK LOUIS; AMY X. SUN,Earnings Management and Firm Performance Following Open‐Market Repurchases,,2008-4,The Journal of Finance,Economics and Econometrics; Finance; Accounting,63,2,10.1111/j.1540-6261.2008.01336.x,http://dx.doi.org/10.1111/j.1540-6261.2008.01336.x
89,Michael J. Cooper; Orlin Dimitrov; P. Raghavendra Rau,A Rose.com by Any Other Name,,2001-12,The Journal of Finance,Economics and Econometrics; Finance; Accounting,56,6,10.1111/0022-1082.00408,http://dx.doi.org/10.1111/0022-1082.00408
90,MARK ABRAHAMSON; TIM JENKINSON; HOWARD JONES,Why Don't U.S. Issuers Demand European Fees for IPOs?,,2011-12,The Journal of Finance,Economics and Econometrics; Finance; Accounting,66,6,10.1111/j.1540-6261.2011.01699.x,http://dx.doi.org/10.1111/j.1540-6261.2011.01699.x
91,RAVI JAGANNATHAN; BINYING LIU; JIAQI ZHANG,"Corrigendum for Dividend Dynamics, Learning, and Expected Stock Index Returns",,2019-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,74,4,10.1111/jofi.12786,http://dx.doi.org/10.1111/jofi.12786
92,RAVI JAGANNATHAN; TONGSHU MA; JIAQI ZHANG,A Note on “Risk Reduction in Large Portfolios: Why Imposing the Wrong Constraints Helps”,,2019-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,74,5,10.1111/jofi.12824,http://dx.doi.org/10.1111/jofi.12824
93,DAVID SCHOENHERR; JAN STARMANS,When Should Bankruptcy Law Be Creditor‐ or Debtor‐Friendly? Theory and Evidence,,2022-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,77,5,10.1111/jofi.13171,http://dx.doi.org/10.1111/jofi.13171
94,JORDAN MARTEL; KENNETH MIRKIN; BRIAN WATERS,Learning by Owning in a Lemons Market,,2022-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,77,3,10.1111/jofi.13125,http://dx.doi.org/10.1111/jofi.13125
95,AMY K. EDWARDS; LAWRENCE E. HARRIS; MICHAEL S. PIWOWAR,Corporate Bond Market Transaction Costs and Transparency,,2007-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,62,3,10.1111/j.1540-6261.2007.01240.x,http://dx.doi.org/10.1111/j.1540-6261.2007.01240.x
96,CLÁUDIA CUSTÓDIO,Mergers and Acquisitions Accounting and the Diversification Discount,,2014-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,69,1,10.1111/jofi.12108,http://dx.doi.org/10.1111/jofi.12108
97,GUSTAVO GRULLON; EVGENY LYANDRES; ALEXEI ZHDANOV,"Real Options, Volatility, and Stock Returns",,2012-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,67,4,10.1111/j.1540-6261.2012.01754.x,http://dx.doi.org/10.1111/j.1540-6261.2012.01754.x
98,MICHAEL LEMMON; LAURA XIAOLEI LIU; MIKE QINGHAO MAO; GREG NINI,Securitization and Capital Structure in Nonfinancial Firms: An Empirical Investigation,,2014-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,69,4,10.1111/jofi.12128,http://dx.doi.org/10.1111/jofi.12128
99,Dimitri Vayanos,Strategic Trading in a Dynamic Noisy Market,,2001-2,The Journal of Finance,Economics and Econometrics; Finance; Accounting,56,1,10.1111/0022-1082.00321,http://dx.doi.org/10.1111/0022-1082.00321
100,PATRICK BOLTON,Presidential Address: Debt and Money: Financial Constraints and Sovereign Finance,,2016-8,The Journal of Finance,Economics and Econometrics; Finance; Accounting,71,4,10.1111/jofi.12418,http://dx.doi.org/10.1111/jofi.12418
101,AVNER KALAY; OǦUZHAN KARAKAŞ; SHAGUN PANT,The Market Value of Corporate Votes: Theory and Evidence from Option Prices,,2014-6,The Journal of Finance,Economics and Econometrics; Finance; Accounting,69,3,10.1111/jofi.12132,http://dx.doi.org/10.1111/jofi.12132
102,Deen Kemsley; Doron Nissim,Valuation of the Debt Tax Shield,,2002-10,The Journal of Finance,Economics and Econometrics; Finance; Accounting,57,5,10.1111/0022-1082.00488,http://dx.doi.org/10.1111/0022-1082.00488
