,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
21,C. Lanier Benkard; Steven Berry,On the Nonparametric Identification of Nonlinear Simultaneous Equations Models: Comment on Brown (1983) and Roehrig (1988),"Graduate School of Business, Stanford University, 518 Memorial Way, Stanford, CA 94305-5015, U.S.A.; lanierb@stanford.edu; Dept. of Economics, Yale University, 37 Hillhouse Ave., New Haven, CT 06520-8264, U.S.A.; steven.berry@yale.edu.",2006/9/1,Econometrica,Economics and Econometrics,74,5,10.1111/j.1468-0262.2006.00711.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00711.x
22,Joris Pinkse; Guofu Tan,The Affiliation Effect in First-Price Auctions,"1 Dept. of Economics, The Pennsylvania State University, University Park, PA 16802, U.S.A.; joris@psu.edu; http://joris.econ.psu.edu </br>and</br>2Dept. of Economics, University of Southern California, Los Angeles, CA 90089, U.S.A.; guofutan@usc.edu; http://www-rcf.usc.edu/~guofutan/.; 1 Dept. of Economics, The Pennsylvania State University, University Park, PA 16802, U.S.A.; joris@psu.edu; http://joris.econ.psu.edu </br>and</br>2Dept. of Economics, University of Southern California, Los Angeles, CA 90089, U.S.A.; guofutan@usc.edu; http://www-rcf.usc.edu/~guofutan/.",2005/1/1,Econometrica,Economics and Econometrics,73,1,10.1111/j.1468-0262.2005.00571.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00571.x
23,Arnold Zellner; Franz C. Palm,Correction,"Graduate School of Business, the University of Chicago, USA,; Faculty of Economics and Business Administration, Maastricht University, The Netherlands",2000/9/1,Econometrica,Economics and Econometrics,68,5,10.1111/1468-0262.00159,http://dx.doi.org/10.1111/1468-0262.00159
24,Hitoshi Matsushima,Repeated Games with Private Monitoring: Two Players,"Faculty of Economics, University of Tokyo, Japan",2004/5/1,Econometrica,Economics and Econometrics,72,3,10.1111/j.1468-0262.2004.00513.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00513.x
25,Fernando Alvarez; Urban J. Jermann,Using Asset Prices to Measure the Persistence of the Marginal Utility of Wealth,"Dept. of Economics, University of Chicago, Chicago, IL 60637, U.S.A.; andNBER; f-alvarez1@uchicago.edu</br>and </br> Dept. of Finance, The Wharton School, University of Pennsylvania, 3620 Locust Walk, Philadelphia, PA 19104-6367, U.S.A.; and NBER; jermann@wharton.upenn.edu; http://finance.wharton.upenn.edu/~jermann.",2005/11/1,Econometrica,Economics and Econometrics,73,6,10.1111/j.1468-0262.2005.00643.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00643.x
26,Federico M. Bandi; Peter C. B. Phillips,Fully Nonparametric Estimation of Scalar Diffusion Models,"University of Chicago, IL, U.S.Afederico.bandi@gsb.uchicago.eduhttp://gsb.uchicago.edu/fac/federico.bandi; Yale University, New Haven, U.S.A.; University of Auckland, New Zealand; University of York, UKpeter.phillips@yale.eduhttp://korora.econ.yale.edu",2003/1/1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00395,http://dx.doi.org/10.1111/1468-0262.00395
27,Kalyan Chatterjee; Hamid Sabourian,Multiperson Bargaining and Strategic Complexity,"Dept. of Economics, The Pennsylvania State University, University Park, USA,; King's College, UK",2000/11/1,Econometrica,Economics and Econometrics,68,6,10.1111/1468-0262.00169,http://dx.doi.org/10.1111/1468-0262.00169
28,Adib Bagh; Alejandro Jofre,Reciprocal Upper Semicontinuity and Better Reply Secure Games: A Comment,"1 Dept. of Economics, University of CaliforniaDavis, One Shields Avenue, Davis, CA 95616, U.S.A.abagh@ucdavis.edu, 2Dept. of Mathematical Engineering, Universidad de Chile, Blanco Encalada2120, Santiago, Chileajofre@dim.uchile.cl; 1 Dept. of Economics, University of CaliforniaDavis, One Shields Avenue, Davis, CA 95616, U.S.A.abagh@ucdavis.edu, 2Dept. of Mathematical Engineering, Universidad de Chile, Blanco Encalada2120, Santiago, Chileajofre@dim.uchile.cl",2006/11/1,Econometrica,Economics and Econometrics,74,6,10.1111/j.1468-0262.2006.00724.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00724.x
29,Richard McLean; Andrew Postlewaite,Informational Size and Incentive Compatibility,Rutgers Universityrpmclean@rci.rutgers.edu; University of Pennsylvaniaapostlew@econ.sas.upenn.edu,2002/11/1,Econometrica,Economics and Econometrics,70,6,10.1111/j.1468-0262.2002.00444.x,http://dx.doi.org/10.1111/j.1468-0262.2002.00444.x
30,Victor Aguirregabiria; Pedro Mira,Sequential Estimation of Dynamic Discrete Games,"Dept. of Economics, University of Toronto, 150 St. George Street, Toronto, Ontario M5S 3G, Canadavictor.aguirregabiria@utoronto.ca; CEMFI, Casado del Alisal 5, 28028 Madrid, Spainmira@cemfi.es",2007/1/1,Econometrica,Economics and Econometrics,75,1,10.1111/j.1468-0262.2007.00731.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00731.x
31,Lawrence Blume; David Easley,"If You're so Smart, why Aren't You Rich? Belief Selection in Complete and Incomplete Markets","Dept. of Economics, Cornell University, Uris Hall, Ithaca, NY 14853-7601, U.S.A., and the Santa Fe Institute; lb19@cornell.edu</br>and </br> Dept. of Economics, Cornell University, Uris Hall, Ithaca, NY 14853-7601, U.S.A.; dae3@cornell.edu.",2006/7/1,Econometrica,Economics and Econometrics,74,4,10.1111/j.1468-0262.2006.00691.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00691.x
32,Raffaella Giacomini; Halbert White,Tests of Conditional Predictive Ability,"1 Dept. of Economics, University of California, at Los Angeles, 405 Hilgard Avenue, Box 951477, CA 90095, U.S.A.giacomin@econ.ucla.edu, 2Dept. of Economics, University of California at San Diego, 9500 Gilman Drive, La Jolla, CA 92093-0508, U.S.A.hwhite@weber.ucsd.edu; 1 Dept. of Economics, University of California, at Los Angeles, 405 Hilgard Avenue, Box 951477, CA 90095, U.S.A.giacomin@econ.ucla.edu, 2Dept. of Economics, University of California at San Diego, 9500 Gilman Drive, La Jolla, CA 92093-0508, U.S.A.hwhite@weber.ucsd.edu",2006/11/1,Econometrica,Economics and Econometrics,74,6,10.1111/j.1468-0262.2006.00718.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00718.x
33,Darrell Duffie; Nicolae Gârleanu; Lasse Heje Pedersen,Over-the-Counter Markets,"Graduate School of Business, Stanford University, Stanford, CA 94305-5015, U.S.A.; duffie@stanford.edu, </br> Wharton School, University of Pennsylvania, 3620 Locust Walk, Philadelphia, PA 19104-6367, U.S.A.; garleanu@wharton.upenn.edu, </br>and </br> Stern School of Business, New York University, 44 West Fourth Street, Suite 9-190, New York, NY 10012-1126, U.S.A; lpederse@stern.nyu.edu.; Graduate School of Business, Stanford University, Stanford, CA 94305-5015, U.S.A.; duffie@stanford.edu, </br> Wharton School, University of Pennsylvania, 3620 Locust Walk, Philadelphia, PA 19104-6367, U.S.A.; garleanu@wharton.upenn.edu, </br>and </br> Stern School of Business, New York University, 44 West Fourth Street, Suite 9-190, New York, NY 10012-1126, U.S.A; lpederse@stern.nyu.edu.",2005/11/1,Econometrica,Economics and Econometrics,73,6,10.1111/j.1468-0262.2005.00639.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00639.x
34,Dilip Abreu; Faruk Gul,Bargaining and Reputation,"Dept. of Economics, Fisher Hall, Princeton University, USA; Dept. of Economics, Fisher Hall, Princeton University, USA",2000/1/1,Econometrica,Economics and Econometrics,68,1,10.1111/1468-0262.00094,http://dx.doi.org/10.1111/1468-0262.00094
35,Daniel Diermeier; Hülya Eraslan; Antonio Merlo,A Structural Model of Government Formation,"Northwestern University, U.S.Addiermeier@kellogg.nwu.eduhttp://www.kellogg.nwu.edu/faculty/diermeier; University of Pennsylvania, U.S.A.eraslan@wharton.upenn.edu; University of Pennsylvania, Philadelphia, U.S.Amerloa@econ.upenn.edu",2003/1/1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00389,http://dx.doi.org/10.1111/1468-0262.00389
36,Joshua Angrist; Victor Chernozhukov; Iván Fernández-Val,"Quantile Regression under Misspecification, with anApplication to the U.S. Wage Structure","Dept. of Economics, Massachusetts Institute of Technology, E52-353, 50 Memorial Drive, Cambridge, MA 02142-1347, U.S.A.; angrist@mit.edu, </br>Dept. of Economics, Massachusetts Institute of Technology, E52-353, 50 Memorial Drive, Cambridge, MA 02142-1347, U.S.A.; vchern@mit.edu, </br>and </br> Dept. of Economics, Boston University, 270 Bay State Road, Boston, MA 02215, U.S.A.; ivanf@bu.edu.; Dept. of Economics, Massachusetts Institute of Technology, E52-353, 50 Memorial Drive, Cambridge, MA 02142-1347, U.S.A.; angrist@mit.edu, </br>Dept. of Economics, Massachusetts Institute of Technology, E52-353, 50 Memorial Drive, Cambridge, MA 02142-1347, U.S.A.; vchern@mit.edu, </br>and </br> Dept. of Economics, Boston University, 270 Bay State Road, Boston, MA 02215, U.S.A.; ivanf@bu.edu.",2006/3/1,Econometrica,Economics and Econometrics,74,2,10.1111/j.1468-0262.2006.00671.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00671.x
37,Antoine Billot; Itzhak Gilboa; Dov Samet; David Schmeidler,Probabilities as Similarity-Weighted Frequencies,"Université de Paris II, IUF, and CERAS-ENPC, Paris, France; billot@u-paris2.fr, </br>School of Economics, Tel Aviv University, Tel Aviv 69978, Israel; and Cowles Foundation for Research in Economics, Yale University, New Haven, CT 06511, U.S.A.; igilboa@post.tau.ac.il, </br>Tel Aviv University, Tel Aviv, Israel; samet@tavex.tav.ac.il, </br>and </br> Tel-Aviv University, Tel Aviv, Israel; and Dept. of Economics, The Ohio State University, OH 43210, U.S.A.; schmeid@post.tau.ac.il.; Université de Paris II, IUF, and CERAS-ENPC, Paris, France; billot@u-paris2.fr, </br>School of Economics, Tel Aviv University, Tel Aviv 69978, Israel; and Cowles Foundation for Research in Economics, Yale University, New Haven, CT 06511, U.S.A.; igilboa@post.tau.ac.il, </br>Tel Aviv University, Tel Aviv, Israel; samet@tavex.tav.ac.il, </br>and </br> Tel-Aviv University, Tel Aviv, Israel; and Dept. of Economics, The Ohio State University, OH 43210, U.S.A.; schmeid@post.tau.ac.il.; Université de Paris II, IUF, and CERAS-ENPC, Paris, France; billot@u-paris2.fr, </br>School of Economics, Tel Aviv University, Tel Aviv 69978, Israel; and Cowles Foundation for Research in Economics, Yale University, New Haven, CT 06511, U.S.A.; igilboa@post.tau.ac.il, </br>Tel Aviv University, Tel Aviv, Israel; samet@tavex.tav.ac.il, </br>and </br> Tel-Aviv University, Tel Aviv, Israel; and Dept. of Economics, The Ohio State University, OH 43210, U.S.A.; schmeid@post.tau.ac.il.; Université de Paris II, IUF, and CERAS-ENPC, Paris, France; billot@u-paris2.fr, </br>School of Economics, Tel Aviv University, Tel Aviv 69978, Israel; and Cowles Foundation for Research in Economics, Yale University, New Haven, CT 06511, U.S.A.; igilboa@post.tau.ac.il, </br>Tel Aviv University, Tel Aviv, Israel; samet@tavex.tav.ac.il, </br>and </br> Tel-Aviv University, Tel Aviv, Israel; and Dept. of Economics, The Ohio State University, OH 43210, U.S.A.; schmeid@post.tau.ac.il.",2005/7/1,Econometrica,Economics and Econometrics,73,4,10.1111/j.1468-0262.2005.00611.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00611.x
38,Thomas Wiseman,A Partial Folk Theorem for Games with Unknown Payoff Distributions,"Dept. of Economics, The University of Texas at Austin, Austin, TX 78712, U.S.A.; wiseman@eco.utexas.edu",2005/3/1,Econometrica,Economics and Econometrics,73,2,10.1111/j.1468-0262.2005.00589.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00589.x
39,Jurgen A. Doornik; Bent Nielsen; Thomas J. Rothenberg,The Influence of Var Dimensions on Estimator Biases: Comment,"Nuffield College, Oxford, UKhttp://www.nuff.ox.ac.uk/users/Doornik; Nuffield College, Oxford, UK,; University of California at Berkeley, USA.",2003/1/1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00401,http://dx.doi.org/10.1111/1468-0262.00401
40,Geert Ridder; Tiemen M. Woutersen,The Singularity of the Information Matrix of the Mixed Proportional Hazard Model,"1 University of Southern California, Los Angeles, USAridder@usc.edu; www-rcf.usc.edu/~ridder/, 2University of Western Ontario, Canadatwouters@uwo.ca; www.sscl.uwo.ca/economics/faculty/Woutersen; 1 University of Southern California, Los Angeles, USAridder@usc.edu; www-rcf.usc.edu/~ridder/, 2University of Western Ontario, Canadatwouters@uwo.ca; www.sscl.uwo.ca/economics/faculty/Woutersen",2003/9/1,Econometrica,Economics and Econometrics,71,5,10.1111/1468-0262.00460,http://dx.doi.org/10.1111/1468-0262.00460
41,Philippe Aghion,Schumpeterian Growth Theory and the Dynamics of Income Inequality,"Dept. of Economics, Harvard University, U.S.A. and University College London and CEPR",2002/5/1,Econometrica,Economics and Econometrics,70,3,10.1111/1468-0262.00312,http://dx.doi.org/10.1111/1468-0262.00312
42,Guido W. Imbens; Charles F. Manski,Confidence Intervals for Partially Identified Parameters,"Dept. of Economics, and Dept. of Agricultural and Resource Economics, University of California at Berkeley, U.S.A. and NBER; Dept. of Economics and Institute for Policy Research, Northwestern University, Evanston, U.S.A.",2004/11/1,Econometrica,Economics and Econometrics,72,6,10.1111/j.1468-0262.2004.00555.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00555.x
43,Susan Athey; Philip A. Haile,Identification of Standard Auction Models,Stanford Universityathey@stanford.edu; University of Wisconsinpahaile@facstaff.wisc.edu,2002/11/1,Econometrica,Economics and Econometrics,70,6,10.1111/j.1468-0262.2002.00435.x,http://dx.doi.org/10.1111/j.1468-0262.2002.00435.x
44,Gabriele Fiorentini; Enrique Sentana; Neil Shephard,Likelihood-Based Estimation of Latent Generalized ARCH Structures,"Universit di Firenze, Italy; CEMFI, Madrid, Spain; Nuffield College, Oxford UK",2004/9/1,Econometrica,Economics and Econometrics,72,5,10.1111/j.1468-0262.2004.00541.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00541.x
45,Richard W. Blundell; Martin Browning; Ian A. Crawford,Nonparametric Engel Curves and Revealed Preference,"University College London, Department of Economics, London, and Institute for Fiscal Studies, Londonr.blundell@ucl.ac.ukhttp://www.ucl.ac.uk/economics; University of Copenhagen, Studiestraede, K, DenmarkMartin.Browning@econ.ku.dkhttp://www.econ.ku.dk; Institute for Fiscal Studies, London, and cemmapian_c@ifs.org.ukhttp://www.ifs.org.uk",2003/1/1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00394,http://dx.doi.org/10.1111/1468-0262.00394
46,Jeffrey C. Ely; Johannes Hörner; Wojciech Olszewski,Belief-Free Equilibria in Repeated Games,"1 Dept. of Economics, Northwestern University, 2001 Sheridan Road, Evanston, IL 60201, U.S.A. </br> 2 Kellogg School of Management, Managerial Economics and Decision Sciences, Northwestern University, 2001 Sheridan Road, Evanston, IL 60201, U.S.A.; and H.E.C. School of Management, Paris, France </br>and 3Dept. of Economics, Northwestern University, 2001 Sheridan Road, Evanston, IL 60201, U.S.A.; 1 Dept. of Economics, Northwestern University, 2001 Sheridan Road, Evanston, IL 60201, U.S.A. </br> 2 Kellogg School of Management, Managerial Economics and Decision Sciences, Northwestern University, 2001 Sheridan Road, Evanston, IL 60201, U.S.A.; and H.E.C. School of Management, Paris, France </br>and 3Dept. of Economics, Northwestern University, 2001 Sheridan Road, Evanston, IL 60201, U.S.A.; 1 Dept. of Economics, Northwestern University, 2001 Sheridan Road, Evanston, IL 60201, U.S.A. </br> 2 Kellogg School of Management, Managerial Economics and Decision Sciences, Northwestern University, 2001 Sheridan Road, Evanston, IL 60201, U.S.A.; and H.E.C. School of Management, Paris, France </br>and 3Dept. of Economics, Northwestern University, 2001 Sheridan Road, Evanston, IL 60201, U.S.A.",2005/3/1,Econometrica,Economics and Econometrics,73,2,10.1111/j.1468-0262.2005.00583.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00583.x
47,Andrea Prat; Aldo Rustichini,Games Played Through Agents,"1 London School of Economics, UKa.prat@lse.ac.uk, 2University of Minnesota, Minneapolis, USAarust@econ.umn.edu; 1 London School of Economics, UKa.prat@lse.ac.uk, 2University of Minnesota, Minneapolis, USAarust@econ.umn.edu",2003/7/1,Econometrica,Economics and Econometrics,71,4,10.1111/1468-0262.00437,http://dx.doi.org/10.1111/1468-0262.00437
48,Amparo Urbano; Jose E. Vila,Computational Complexity and Communication: Coordination in TwoPlayer Games,"Universidad de Valencia, Spainamparo.urbano@uv.es; Universidad de Valencia, Spainjose.e.vila@uv.es",2002/9/1,Econometrica,Economics and Econometrics,70,5,10.1111/1468-0262.00357,http://dx.doi.org/10.1111/1468-0262.00357
49,Ignacio N Lobato; Carlos Velasco,Efficient Wald Tests for Fractional Unit Roots,"Centro de Investigación Económica, Instituto Tecnológico Autónomo de México, Av. Camino Sta. Teresa 930, México D.F. 10700, Mexico; ilobato@itam.mx; Departamento de Economía, Universidad Carlos III de Madrid, Calle Madrid 126, 28903 Getafe (Madrid), Spain; carlos.velasco@uc3m.es",2007/3/1,Econometrica,Economics and Econometrics,75,2,10.1111/j.1468-0262.2006.00758.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00758.x
50,Dilip Mookherjee; Masatoshi Tsumagari,The Organization of Supplier Networks: Effects of Delegation and Intermediation,"Dept. of Economics, Boston University, USA; Dept. of Economics, Keio University, Tokyo, Japan",2004/7/1,Econometrica,Economics and Econometrics,72,4,10.1111/j.1468-0262.2004.00529.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00529.x
51,Giuseppe Moscarini; Lones Smith,The Optimal Level of Experimentation,"Dept. of Economics, Yale University, U.S.A.,; Dept. of Economics, University of Michigan, U.S.A.",2001/11/1,Econometrica,Economics and Econometrics,69,6,10.1111/1468-0262.00259,http://dx.doi.org/10.1111/1468-0262.00259
52,Armin Falk,Gift Exchange in the Field,"Dept. of Economics, University of Bonn, Adenauerallee 24-42, 53113 Bonn, Germany; Falk@iza.org",2007/9/1,Econometrica,Economics and Econometrics,75,5,10.1111/j.1468-0262.2007.00800.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00800.x
53,John A. List,Neoclassical Theory Versus Prospect Theory: Evidence from the Marketplace,"Dept. of Economics and AREC, University of Maryland, U.S.A and NBER",2004/3/1,Econometrica,Economics and Econometrics,72,2,10.1111/j.1468-0262.2004.00502.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00502.x
54,Zhongjun Qu; Pierre Perron,Estimating and Testing Structural Changes in Multivariate Regressions,"Dept. of Economics, University of Illinois at Urbana-Champaign, 1206 S. Sixth St., Champaign, IL 61820, U.S.A.; zqu@uiuc.edu; Dept. of Economics, Boston University, 270 Bay State Rd., Boston, MA 02215, U.S.A.; perron@bu.edu",2007/3/1,Econometrica,Economics and Econometrics,75,2,10.1111/j.1468-0262.2006.00754.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00754.x
55,Nick Feltovich,Reinforcement-based vs. Belief-based Learning Models in Experimental Asymmetric-information Games,"Dept. of Economics, University of Houston, USA",2000/5/1,Econometrica,Economics and Econometrics,68,3,10.1111/1468-0262.00125,http://dx.doi.org/10.1111/1468-0262.00125
56,Paul Milgrom,Package Auctions and Exchanges,"Dept. of Economics, Stanford University, Stanford, CA 94305, U.S.A.; paul@milgrom.net",2007/7/1,Econometrica,Economics and Econometrics,75,4,10.1111/j.1468-0262.2007.00778.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00778.x
