,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
16,G. Bloise; H. Polemarchakis; Y. Vailakis,Sustainable debt,"Department of Economics, Yeshiva University; Department of Economics, University of Rome III; Department of Economics, University of Warwick; Adam Smith Business School, University of Glasgow",,Theoretical Economics,"General Economics, Econometrics and Finance",16,4,10.3982/te4173,http://dx.doi.org/10.3982/te4173
17,Ana Mauleon; Vincent J. Vannetelbosch; Wouter Vergote,von Neumann–Morgenstern farsightedly stable sets in two-sided matching,"CEREC, Facultés universitaires Saint-Louis; mauleon@fusl.ac.be; CORE, Université catholique de Louvain; vincent.vannetelbosch@uclouvain.be; CEREC, Facultés universitaires Saint-Louis; vergote@fusl.ac.be",2011/09/01,Theoretical Economics,"General Economics, Econometrics and Finance",6,3,10.3982/te527,http://dx.doi.org/10.3982/te527
18,Ryan Tierney,On the manipulability of efficient exchange rules,Institute of Business and EconomicsUniversity of Southern Denmark,2019/01/01,Theoretical Economics,"General Economics, Econometrics and Finance",14,1,10.3982/te2549,http://dx.doi.org/10.3982/te2549
19,Paula Onuchic,Informed intermediaries,"Department of Economics, New York University",,Theoretical Economics,"General Economics, Econometrics and Finance",17,1,10.3982/te4072,http://dx.doi.org/10.3982/te4072
20,Chao Huang,Stable matching: An integer programming approach,"Institute for Social and Economic Research, Nanjing Audit University",,Theoretical Economics,"General Economics, Econometrics and Finance",18,1,10.3982/te4830,http://dx.doi.org/10.3982/te4830
21,David M. Kreps; Walter Schachermayer,Asymptotic synthesis of contingent claims with controlled risk in a sequence of discrete‐time markets,"Graduate School of Business, Stanford University; Faculty of Mathematics, University of Vienna",,Theoretical Economics,"General Economics, Econometrics and Finance",16,1,10.3982/te4034,http://dx.doi.org/10.3982/te4034
22,Jay Lu,Random ambiguity,"Department of Economics, UCLA",,Theoretical Economics,"General Economics, Econometrics and Finance",16,2,10.3982/te3810,http://dx.doi.org/10.3982/te3810
23,Elon Kohlberg; Abraham Neyman,Cooperative strategic games,"Harvard Business School, Harvard University; Institute of Mathematics, and the Federmann Center for the Study of Rationality, The Hebrew University of Jerusalem",,Theoretical Economics,"General Economics, Econometrics and Finance",16,3,10.3982/te3648,http://dx.doi.org/10.3982/te3648
24,Dirk Bergemann; Philipp Strack,Progressive participation,"Department of Economics, Yale University; Department of Economics, Yale University",,Theoretical Economics,"General Economics, Econometrics and Finance",17,3,10.3982/te4636,http://dx.doi.org/10.3982/te4636
25,Wojciech Olszewski; Mikhail Safronov,Efficient chip strategies in repeated games,Department of EconomicsNorthwestern University; Department of EconomicsUniversity of Cambridge,2018/09/01,Theoretical Economics,"General Economics, Econometrics and Finance",13,3,10.3982/te2434,http://dx.doi.org/10.3982/te2434
26,Gaetano Antinolfi; Francesca Carapella; Francesco Carli,Transparency and collateral: Central versus bilateral clearing,"Department of Economics, Washington University in St. Louis; Payment System Studies, Board of Governors of the Federal Reserve; Department of Economics, Deakin University",,Theoretical Economics,"General Economics, Econometrics and Finance",17,1,10.3982/te3893,http://dx.doi.org/10.3982/te3893
27,Madhav Chandrasekher,Unraveling in a repeated moral hazard model with multiple agents,Department of Economics; Arizona State University,2015-1,Theoretical Economics,"General Economics, Econometrics and Finance",10,1,10.3982/te833,http://dx.doi.org/10.3982/te833
28,A. Di Tillio; E. Lehrer; D. Samet,"Monologues, dialogues, and common priors","IGIER and Department of Economics, Universita' Bocconi; Department of Statistics and Operations Research, Tel Aviv University; Coller School of Management, Tel Aviv University",,Theoretical Economics,"General Economics, Econometrics and Finance",17,2,10.3982/te4508,http://dx.doi.org/10.3982/te4508
29,Pawel Doligalski; Luis E. Rojas,Optimal redistribution with a shadow economy,"School of Economics, University of Bristol; Department of Economics and Economic History, Universitat Autónoma de Barcelona; Barcelona School of Economics",,Theoretical Economics,"General Economics, Econometrics and Finance",18,2,10.3982/te4569,http://dx.doi.org/10.3982/te4569
30,Olivier Bochet; Rahmi İlkılıç; Hervé Moulin; Jay Sethuraman,Balancing supply and demand under bilateral constraints,University of Bern and Maastricht University; olivier.bochet@vwi.unibe.ch; Bilkent University; rahmi.ilkilic@bilkent.edu.tr; Rice University; moulin@rice.edu; Columbia University; jay@ieor.columbia.edu,2012/09/01,Theoretical Economics,"General Economics, Econometrics and Finance",7,3,10.3982/te893,http://dx.doi.org/10.3982/te893
31,Tilman Börgers; Doug Smith,Robust mechanism design and dominant strategy voting rules,"Department of Economics, University of Michigan; tborgers@umich.edu; Federal Trade Commission; dsmith2@ftc.gov",2014/05/01,Theoretical Economics,"General Economics, Econometrics and Finance",9,2,10.3982/te1111,http://dx.doi.org/10.3982/te1111
32,Mohit Bhargava; Dipjyoti Majumdar; Arunava Sen,Incentive-compatible voting rules with positively correlated beliefs,J. P. Morgan; Department of Economics; Concordia University; Economic and Planning Unit; Indian Statistical Institute,2015-9,Theoretical Economics,"General Economics, Econometrics and Finance",10,3,10.3982/te1529,http://dx.doi.org/10.3982/te1529
33,Kemal Yildiz,List-rationalizable choice,Department of Economics; Bilkent University,2016-5,Theoretical Economics,"General Economics, Econometrics and Finance",11,2,10.3982/te1298,http://dx.doi.org/10.3982/te1298
34,Daniel Barron,Attaining efficiency with imperfect public monitoring and one-sided Markov adverse selection,Kellogg School of Management; Northwestern University,2017-9,Theoretical Economics,"General Economics, Econometrics and Finance",12,3,10.3982/te1934,http://dx.doi.org/10.3982/te1934
35,William A. Branch; Bruce McGough; Mei Zhu,Statistical sunspots,"Department of Economics, University of California, Irvine; Department of Economics, University of Oregon; Key Laboratory of Mathematical Economics, Shanghai University of Finance and Economics (SUFE)",,Theoretical Economics,"General Economics, Econometrics and Finance",17,1,10.3982/te3752,http://dx.doi.org/10.3982/te3752
36,Simone Cerreia-Vioglio; David Dillenberger; Pietro Ortoleva,An explicit representation for disappointment aversion and other betweenness preferences,"Department of Decision Sciences, Università Bocconi; Department of Economics, University of Pennsylvania; Department of Economics and Princeton School of Public and International Affairs, Princeton University",,Theoretical Economics,"General Economics, Econometrics and Finance",15,4,10.3982/te3440,http://dx.doi.org/10.3982/te3440
37,David Delacrétaz; Simon Loertscher; Claudio Mezzetti,When Walras meets Vickrey,"Department of Economics, University of Manchester; Department of Economics, University of Melbourne; School of Economics, University of Queensland",,Theoretical Economics,"General Economics, Econometrics and Finance",17,4,10.3982/te4296,http://dx.doi.org/10.3982/te4296
38,Simone Cerreia-Vioglio,Objective rationality and uncertainty averse preferences,Department of Decision Sciences; IGIER; Università Bocconi,2016-5,Theoretical Economics,"General Economics, Econometrics and Finance",11,2,10.3982/te1193,http://dx.doi.org/10.3982/te1193
39,Ziv Hellman; Yehuda John Levy,Bayesian games with a continuum of states,Department of Economics; Bar Ilan University; Department of Economics; Nuffield College; University of Oxford,2017-9,Theoretical Economics,"General Economics, Econometrics and Finance",12,3,10.3982/te1544,http://dx.doi.org/10.3982/te1544
40,Ehud Lehrer; Dov Samet,Agreeing to agree,"School of Mathematical Sciences, Tel Aviv University; ehudlehrer@gmail.com; Faculty of Management, Tel Aviv University; dovsamet@gmail.com",2011/05/01,Theoretical Economics,"General Economics, Econometrics and Finance",6,2,10.3982/te578,http://dx.doi.org/10.3982/te578
41,Juan Ortner,Bargaining with evolving private information,"Department of Economics, Boston University",,Theoretical Economics,"General Economics, Econometrics and Finance",18,3,10.3982/te4841,http://dx.doi.org/10.3982/te4841
42,Drew Fudenberg; Giacomo Lanzani,Which misspecifications persist?,"Department of Economics, MIT; Department of Economics, MIT",,Theoretical Economics,"General Economics, Econometrics and Finance",18,3,10.3982/te5298,http://dx.doi.org/10.3982/te5298
43,R. Pablo Arribillaga; Jordi Massó; Alejandro Neme,All sequential allotment rules are obviously strategy‐proof,Instituto de Matemática Aplicada San Luis; Universidad Nacional de San Luis; CONICET; Departament d'Economia i d'Història Econòmica; Universitat Autònoma de Barcelona; Barcelona School of Economics; Instituto de Matemática Aplicada San Luis; Universidad Nacional de San Luis; CONICET,,Theoretical Economics,"General Economics, Econometrics and Finance",18,3,10.3982/te5111,http://dx.doi.org/10.3982/te5111
44,Vincent Anesi; Daniel J. Seidmann,Bargaining over an endogenous agenda,"School of Economics, University of Nottingham; vincent.anesi@nottingham.ac.uk; School of Economics, University of Nottingham; daniel.seidmann@nottingham.ac.uk",2014/05/01,Theoretical Economics,"General Economics, Econometrics and Finance",9,2,10.3982/te1318,http://dx.doi.org/10.3982/te1318
45,Takashi Kamihigashi; John Stachurski,Stochastic stability in monotone economies,"IPAG Business School and Research Institute for Economics and Business Administration, Kobe University; tkamihig@rieb.kobe-u.ac.jp; Research School of Economics, Australian National University; john.stachurski@anu.edu.au",2014/05/01,Theoretical Economics,"General Economics, Econometrics and Finance",9,2,10.3982/te1367,http://dx.doi.org/10.3982/te1367
46,Tangren Feng; Axel Niemeyer; Qinggong Wu,The limits of ex post implementation without transfers,"Department of Decision Sciences and IGIER, Bocconi University; Department of Economics, University of Bonn; Department of Economics, Hong Kong University of Science and Technology",,Theoretical Economics,"General Economics, Econometrics and Finance",18,2,10.3982/te4915,http://dx.doi.org/10.3982/te4915
47,Francisco Silva,Renegotiation‐proof mechanism design with imperfect type verification,"Department of Economics, Pontificia Universidad Catolica de Chile",,Theoretical Economics,"General Economics, Econometrics and Finance",14,3,10.3982/te3190,http://dx.doi.org/10.3982/te3190
48,John William Hatfield; Scott Duke Kominers; Alexandru Nichifor; Michael Ostrovsky; Alexander Westkamp,Full substitutability,"McCombs School of Business, University of Texas at Austin; Entrepreneurial Management Unit, Harvard Business School; Department of Economics and Center of Mathematical Sciences and Applications, Harvard University; National Bureau of Economic Research; Department of Economics, University of Melbourne; Graduate School of Business, Stanford University; National Bureau of Economic Research; Department of Management, Economics, and Social Sciences, University of Cologne",,Theoretical Economics,"General Economics, Econometrics and Finance",14,4,10.3982/te3240,http://dx.doi.org/10.3982/te3240
49,Hervé Moulin,One-dimensional mechanism design,Adam Smith Business School; University of Glasgow; Higher School of Economics; St. Petersburg,2017-5,Theoretical Economics,"General Economics, Econometrics and Finance",12,2,10.3982/te2307,http://dx.doi.org/10.3982/te2307
50,Hector Chade; Edward Schlee,Optimal insurance with adverse selection,"Department of Economics, Arizona State University; hector.chade@asu.edu; Department of Economics, Arizona State University; edward.schlee@asu.edu",2012/09/01,Theoretical Economics,"General Economics, Econometrics and Finance",7,3,10.3982/te671,http://dx.doi.org/10.3982/te671
51,Martin W. Cripps; Caroline D. Thomas,Strategic experimentation in queues,"Department of Economics, University College London; Department of Economics, University of Texas at Austin",,Theoretical Economics,"General Economics, Econometrics and Finance",14,2,10.3982/te1796,http://dx.doi.org/10.3982/te1796
52,William Fuchs; Aniko Öry; Andrzej Skrzypacz,Transparency and distressed sales under asymmetric information,"Haas School of Business; University of California, Berkeley; School of Management; Yale University; Graduate School of Business; Stanford University",2016-9,Theoretical Economics,"General Economics, Econometrics and Finance",11,3,10.3982/te2237,http://dx.doi.org/10.3982/te2237
53,Sebastian Bervoets; Mario Bravo; Mathieu Faure,Learning with minimal information in continuous games,"Aix-Marseille Univ; CNRS; AMSE; Departamento de Matemática y Ciencia de la Computación, Universidad de Santiago de Chile; Aix-Marseille Univ; CNRS; AMSE",,Theoretical Economics,"General Economics, Econometrics and Finance",15,4,10.3982/te3435,http://dx.doi.org/10.3982/te3435
54,Luciano Pomatto,Stable matching under forward‐induction reasoning,"Division of the Humanities and Social Sciences, California Institute of Technology",,Theoretical Economics,"General Economics, Econometrics and Finance",17,4,10.3982/te3867,http://dx.doi.org/10.3982/te3867
55,Yeon-Koo Che; Olivier Tercieux,Payoff equivalence of efficient mechanisms in large matching markets,Department of Economics; Columbia University; Department of Economics; Paris School of Economics,2018-1,Theoretical Economics,"General Economics, Econometrics and Finance",13,1,10.3982/te2793,http://dx.doi.org/10.3982/te2793
56,Yi-Chun Chen; Gaoji Hu,Learning by matching,"Department of Economics and Risk Management Institute, National University of Singapore; School of Economics, Shanghai University of Finance and Economics",,Theoretical Economics,"General Economics, Econometrics and Finance",15,1,10.3982/te3088,http://dx.doi.org/10.3982/te3088
57,Attila Ambrus; Eduardo M. Azevedo; Yuichiro Kamada,Hierarchical cheap talk,"Department of Economics, Harvard University; ambrus@fas.harvard.edu; Department of Economics, Harvard University; azevedo@fas.harvard.edu; Department of Economics, Harvard University; ykamada@fas.harvard.edu",2013/01/01,Theoretical Economics,"General Economics, Econometrics and Finance",8,1,10.3982/te1038,http://dx.doi.org/10.3982/te1038
58,Lixin Ye; Chenglin Zhang,Monopolistic nonlinear pricing with consumer entry,Department of Economics; The Ohio State University; School of Finance; Southwestern University of Economics and Finance,2017-1,Theoretical Economics,"General Economics, Econometrics and Finance",12,1,10.3982/te1944,http://dx.doi.org/10.3982/te1944
59,Benjamin Lester; Ludo Visschers; Ronald Wolthoff,Competing with asking prices,Federal Reserve Bank of Philadelphia; School of Economics; The University of Edinburgh; Department of Economics; Universidad Carlos III de Madrid; CESifo; Department of Economics; University of Toronto,2017-5,Theoretical Economics,"General Economics, Econometrics and Finance",12,2,10.3982/te1846,http://dx.doi.org/10.3982/te1846
60,Rahul Deb; Matthew Mitchell; Mallesh M. Pai,(Bad) reputation in relational contracting,"Department of Economics, University of Toronto; Graduate Department of Management, University of Toronto; Department of Economics, Rice University",,Theoretical Economics,"General Economics, Econometrics and Finance",17,2,10.3982/te4803,http://dx.doi.org/10.3982/te4803
61,Yves Sprumont,Ranking by rating,Département de Sciences Économiques and CIREQ; Université de Montréal,2018-1,Theoretical Economics,"General Economics, Econometrics and Finance",13,1,10.3982/te2446,http://dx.doi.org/10.3982/te2446
62,Igor Letina; Shuo Liu; Nick Netzer,Delegating performance evaluation,"Department of Economics, University of Bern; Guanghua School of Management, Peking University; Department of Economics, University of Zurich",,Theoretical Economics,"General Economics, Econometrics and Finance",15,2,10.3982/te3570,http://dx.doi.org/10.3982/te3570
63,Yu Awaya; Kohei Iwasaki; Makoto Watanabe,Rational bubbles and middlemen,"Department of Economics, University of Rochester; Institute of Social and Economic Research, Osaka University; Institute of Economic Research, Kyoto University",,Theoretical Economics,"General Economics, Econometrics and Finance",17,4,10.3982/te4975,http://dx.doi.org/10.3982/te4975
64,Fuhito Kojima,Robust stability in matching markets,"Department of Economics, Stanford University; fuhitokojima1979@gmail.com",2011/05/01,Theoretical Economics,"General Economics, Econometrics and Finance",6,2,10.3982/te780,http://dx.doi.org/10.3982/te780
65,Fei Li; Peter Norman,Sequential persuasion,"Department of Economics, University of North Carolina Chapel Hill; Department of Economics, University of North Carolina Chapel Hill",,Theoretical Economics,"General Economics, Econometrics and Finance",16,2,10.3982/te3474,http://dx.doi.org/10.3982/te3474
66,Pierre-André Chiappori; Philip J. Reny,Matching to share risk,Department of Economics; Columbia University; Department of Economics; University of Chicago,2016-1,Theoretical Economics,"General Economics, Econometrics and Finance",11,1,10.3982/te1914,http://dx.doi.org/10.3982/te1914
67,Claudio Mezzetti; Ludovic Renou,Repeated Nash implementation,School of Economics; University of Queensland; School of Economics and Finance; Queen Mary University of London,2017-1,Theoretical Economics,"General Economics, Econometrics and Finance",12,1,10.3982/te1988,http://dx.doi.org/10.3982/te1988
68,Daron Acemoglu; Victor Chernozhukov; Muhamet Yildiz,Fragility of asymptotic agreement under Bayesian learning,Department of Economics; Massachusetts Institute of Technology; Department of Economics; Massachusetts Institute of Technology; Department of Economics; Massachusetts Institute of Technology,2016-1,Theoretical Economics,"General Economics, Econometrics and Finance",11,1,10.3982/te436,http://dx.doi.org/10.3982/te436
69,Douglas Gale; Tanju Yorulmazer,Liquidity hoarding,"Department of Economics, New York University; douglas.gale@nyu.edu; Federal Reserve Bank of New York; tanju.yorulmazer@ny.frb.org",2013/05/01,Theoretical Economics,"General Economics, Econometrics and Finance",8,2,10.3982/te1064,http://dx.doi.org/10.3982/te1064
70,Albin Erlanson; Andreas Kleiner,Costly verification in collective decisions,"Department of Economics, University of Essex; Department of Economics, W. P. Carey School of Business, Arizona State University",,Theoretical Economics,"General Economics, Econometrics and Finance",15,3,10.3982/te3101,http://dx.doi.org/10.3982/te3101
71,Gökhan Buturak; Özgür Evren,Choice overload and asymmetric regret,"Independent researcher (PhD, Stockholm School of Economics); Department of Economics; New Economic School",2017-9,Theoretical Economics,"General Economics, Econometrics and Finance",12,3,10.3982/te2037,http://dx.doi.org/10.3982/te2037
72,Daniel Fragiadakis; Peter Troyan,Improving matching under hard distributional constraints,Department of Economics; Texas A&M University; Department of Economics; University of Virginia,2017-5,Theoretical Economics,"General Economics, Econometrics and Finance",12,2,10.3982/te2195,http://dx.doi.org/10.3982/te2195
73,Frederic Koessler; Marie Laclau; Jérôme Renault; Tristan Tomala,Long information design,Paris School of Economics—CNRS; HEC Paris; GREGHEC—CNRS; TSE (Université Toulouse 1 Capitole); HEC Paris; GREGHEC—CNRS,,Theoretical Economics,"General Economics, Econometrics and Finance",17,2,10.3982/te4557,http://dx.doi.org/10.3982/te4557
74,Navin Kartik; Olivier Tercieux,Implementation with evidence,"Department of Economics, Columbia University; nkartik@gmail.com; Paris School of Economics; tercieux@pse.ens.fr",2012/05/01,Theoretical Economics,"General Economics, Econometrics and Finance",7,2,10.3982/te723,http://dx.doi.org/10.3982/te723
75,Sarah Auster,Robust contracting under common value uncertainty,Department of Decision Sciences; IGIER; Bocconi University,2018-1,Theoretical Economics,"General Economics, Econometrics and Finance",13,1,10.3982/te2385,http://dx.doi.org/10.3982/te2385
76,Yuval Heller; Amnon Schreiber,Short‐term investments and indices of risk,"Department of Economics, Bar-Ilan University; Department of Economics, Bar-Ilan University",,Theoretical Economics,"General Economics, Econometrics and Finance",15,3,10.3982/te3678,http://dx.doi.org/10.3982/te3678
77,Ignacio Esponda; Demian Pouzo,Equilibrium in misspecified Markov decision processes,"Department of Economics, University of California; Department of Economics, University of California",,Theoretical Economics,"General Economics, Econometrics and Finance",16,2,10.3982/te3843,http://dx.doi.org/10.3982/te3843
78,Dino Gerardi; Lucas Maestri,Dynamic contracting with limited commitment and the ratchet effect,"Collegio Carlo Alberto, Università di Torino; EPGE, Escola Brasileira de Economia e Finanças",,Theoretical Economics,"General Economics, Econometrics and Finance",15,2,10.3982/te2449,http://dx.doi.org/10.3982/te2449
79,Itai Arieli; Yakov Babichenko; Rann Smorodinsky; Takuro Yamashita,Optimal persuasion via bi‐pooling,"Faculty of Industrial Engineering and Management, Technion–Israel Institute of Technology; Faculty of Industrial Engineering and Management, Technion–Israel Institute of Technology; Faculty of Industrial Engineering and Management, Technion–Israel Institute of Technology; Toulouse School of Economics, University of Toulouse Capitole",,Theoretical Economics,"General Economics, Econometrics and Finance",18,1,10.3982/te4663,http://dx.doi.org/10.3982/te4663
80,Heng Liu,Efficient dynamic mechanisms in environments with interdependent valuations: The role of contingent transfers,Department of Economics; University of Michigan,2018-5,Theoretical Economics,"General Economics, Econometrics and Finance",13,2,10.3982/te2234,http://dx.doi.org/10.3982/te2234
81,Shurojit Chatterji; Arunava Sen; Huaxia Zeng,A characterization of single-peaked preferences via random social choice functions,"School of Economics; Singapore Management University; Planning Unit; Indian Statistical Institute, New Delhi; School of Economics; Singapore Management University",2016-5,Theoretical Economics,"General Economics, Econometrics and Finance",11,2,10.3982/te1972,http://dx.doi.org/10.3982/te1972
82,Pablo D. Azar; Silvio Micali,Computational principal-agent problems,Department of Economics; Massachusetts Institute of Technology; Department of Electrical Engineering and Computer Science; Massachusetts Institute of Technology,2018-5,Theoretical Economics,"General Economics, Econometrics and Finance",13,2,10.3982/te1815,http://dx.doi.org/10.3982/te1815
83,Margaret Meyer; Inés Moreno de Barreda; Julia Nafziger,Robustness of full revelation in multisender cheap talk,"Nuffield College and Department of Economics, Oxford University; CEPR; St Peter's College and Department of Economics, University of Oxford; CEPR; Department of Economics and Business, Aarhus University; CEPR",,Theoretical Economics,"General Economics, Econometrics and Finance",14,4,10.3982/te2597,http://dx.doi.org/10.3982/te2597
84,Itai Arieli; Moran Koren; Rann Smorodinsky,The implications of pricing on social learning,"Faculty of Industrial Engineering, Technion—Israel Institute of Technology; School of Mathematical Sciences, Tel Aviv University; Faculty of Industrial Engineering, Technion—Israel Institute of Technology",,Theoretical Economics,"General Economics, Econometrics and Finance",17,4,10.3982/te3842,http://dx.doi.org/10.3982/te3842
85,José Carlos R. Alcantud; Marco Mariotti; Roberto Veneziani,Sufficientarianism,"Multidisciplinary Institute of Enterprise (IME), University of Salamanca; School of Economics and Finance, Queen Mary University of London; Deakin Business School; School of Economics and Finance, Queen Mary University of London",,Theoretical Economics,"General Economics, Econometrics and Finance",17,4,10.3982/te4232,http://dx.doi.org/10.3982/te4232
86,Mehmet Ekmekci; Stephan Lauermann,Information aggregation in Poisson elections,"Department of Economics, Boston College; Department of Economics, University of Bonn",,Theoretical Economics,"General Economics, Econometrics and Finance",17,1,10.3982/te3849,http://dx.doi.org/10.3982/te3849
87,Joel Sobel,On the relationship between individual and group decisions,"Department of Economics, University of California, San Diego; jsobel@ucsd.edu",2014/01/01,Theoretical Economics,"General Economics, Econometrics and Finance",9,1,10.3982/te1185,http://dx.doi.org/10.3982/te1185
88,Sylvain Chassang; Christian Zehnder,Rewards and punishments: Informal contracting through social preferences,Department of Economics; New York University; Department of Organizational Behavior; University of Lausanne,2016-9,Theoretical Economics,"General Economics, Econometrics and Finance",11,3,10.3982/te2063,http://dx.doi.org/10.3982/te2063
89,Oihane Gallo; Elena Inarra,Rationing rules and stable coalition structures,Foundations of Economic Analysis I DepartmentUniversity of the Basque Country; Foundations of Economic Analysis I DepartmentUniversity of the Basque Country,2018/09/01,Theoretical Economics,"General Economics, Econometrics and Finance",13,3,10.3982/te2870,http://dx.doi.org/10.3982/te2870
90,Hitoshi Sadakane,Multistage information transmission with voluntary monetary transfers,"Institute of Economic Research, Kyoto University",,Theoretical Economics,"General Economics, Econometrics and Finance",18,1,10.3982/te3501,http://dx.doi.org/10.3982/te3501
91,Lucas Siga; Maximilian Mihm,Information aggregation in competitive markets,"Division of Social Science, New York University Abu Dhabi; Division of Social Science, New York University Abu Dhabi",,Theoretical Economics,"General Economics, Econometrics and Finance",16,1,10.3982/te3559,http://dx.doi.org/10.3982/te3559
92,Geoffroy de Clippel; Kfir Eliaz,Reason-based choice: A bargaining rationale for the attraction and compromise effects,"Department of Economics, Brown University; declippel@brown.edu; Department of Economics, Brown University; kfir_eliaz@brown.edu",2012/01/01,Theoretical Economics,"General Economics, Econometrics and Finance",7,1,10.3982/te798,http://dx.doi.org/10.3982/te798
93,Umut Dur; A. Arda Gitmez; Özgür Yilmaz,School choice under partial fairness,"Department of Economics, North Carolina State University; Harris School of Public Policy, University of Chicago; Department of Economics, Koç University",,Theoretical Economics,"General Economics, Econometrics and Finance",14,4,10.3982/te2482,http://dx.doi.org/10.3982/te2482
94,Burak Can; Mohsen Pourpouneh; Ton Storcken,Distance on matchings: An axiomatic approach,"Department of Data Analytics and Digitalisation, Maastricht University; Department of Computer Science, University of Oxford; Center for Blockchains and Electronic Markets, University of Copenhagen; Department of Quantitative Economics, Maastricht University",,Theoretical Economics,"General Economics, Econometrics and Finance",18,2,10.3982/te4882,http://dx.doi.org/10.3982/te4882
95,Antonio Rosato,Loss aversion in sequential auctions,"School of Economics, University of Queensland; CSEF",,Theoretical Economics,"General Economics, Econometrics and Finance",18,2,10.3982/te4096,http://dx.doi.org/10.3982/te4096
