,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
24,Hitoshi Matsushima,Repeated Games with Private Monitoring: Two Players,,2004-5,Econometrica,Economics and Econometrics,72,3,10.1111/j.1468-0262.2004.00513.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00513.x
25,Fernando Alvarez; Urban J. Jermann,Using Asset Prices to Measure the Persistence of the Marginal Utility of Wealth,,2005-11,Econometrica,Economics and Econometrics,73,6,10.1111/j.1468-0262.2005.00643.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00643.x
26,Federico M. Bandi; Peter C. B. Phillips,Fully Nonparametric Estimation of Scalar Diffusion Models,,2003-1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00395,http://dx.doi.org/10.1111/1468-0262.00395
27,Kalyan Chatterjee; Hamid Sabourian,Multiperson Bargaining and Strategic Complexity,,2000-11,Econometrica,Economics and Econometrics,68,6,10.1111/1468-0262.00169,http://dx.doi.org/10.1111/1468-0262.00169
28,Adib Bagh; Alejandro Jofre,Reciprocal Upper Semicontinuity and Better Reply Secure Games: A Comment,,2006-11,Econometrica,Economics and Econometrics,74,6,10.1111/j.1468-0262.2006.00724.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00724.x
29,Richard McLean; Andrew Postlewaite,Informational Size and Incentive Compatibility,,2002-11,Econometrica,Economics and Econometrics,70,6,10.1111/j.1468-0262.2002.00444.x,http://dx.doi.org/10.1111/j.1468-0262.2002.00444.x
30,Victor Aguirregabiria; Pedro Mira,Sequential Estimation of Dynamic Discrete Games,,2007-1,Econometrica,Economics and Econometrics,75,1,10.1111/j.1468-0262.2007.00731.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00731.x
31,Lawrence Blume; David Easley,"If You're so Smart, why Aren't You Rich? Belief Selection in Complete and Incomplete Markets",,2006-7,Econometrica,Economics and Econometrics,74,4,10.1111/j.1468-0262.2006.00691.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00691.x
32,Raffaella Giacomini; Halbert White,Tests of Conditional Predictive Ability,,2006-11,Econometrica,Economics and Econometrics,74,6,10.1111/j.1468-0262.2006.00718.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00718.x
33,Darrell Duffie; Nicolae Garleanu; Lasse Heje Pedersen,Over-the-Counter Markets,,2005-11,Econometrica,Economics and Econometrics,73,6,10.1111/j.1468-0262.2005.00639.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00639.x
34,Dilip Abreu; Faruk Gul,Bargaining and Reputation,,2000-1,Econometrica,Economics and Econometrics,68,1,10.1111/1468-0262.00094,http://dx.doi.org/10.1111/1468-0262.00094
35,Daniel Diermeier; Hulya Eraslan; Antonio Merlo,A Structural Model of Government Formation,,2003-1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00389,http://dx.doi.org/10.1111/1468-0262.00389
36,Joshua Angrist; Victor Chernozhukov; Ivan Fernandez-Val,"Quantile Regression under Misspecification, with an Application to the U.S. Wage Structure",,2006-3,Econometrica,Economics and Econometrics,74,2,10.1111/j.1468-0262.2006.00671.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00671.x
37,Antoine Billot; Itzhak Gilboa; Dov Samet; David Schmeidler,Probabilities as Similarity-Weighted Frequencies,,2005-7,Econometrica,Economics and Econometrics,73,4,10.1111/j.1468-0262.2005.00611.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00611.x
38,Thomas Wiseman,A Partial Folk Theorem for Games with Unknown Payoff Distributions,,2005-3,Econometrica,Economics and Econometrics,73,2,10.1111/j.1468-0262.2005.00589.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00589.x
39,Jurgen A. Doornik; Bent Nielsen; Thomas J. Rothenberg,The Influence of Var Dimensions on Estimator Biases: Comment,,2003-1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00401,http://dx.doi.org/10.1111/1468-0262.00401
40,Geert Ridder; Tiemen M. Woutersen,The Singularity of the Information Matrix of the Mixed Proportional Hazard Model,,2003-9,Econometrica,Economics and Econometrics,71,5,10.1111/1468-0262.00460,http://dx.doi.org/10.1111/1468-0262.00460
41,Philippe Aghion,Schumpeterian Growth Theory and the Dynamics of Income Inequality,,2002-5,Econometrica,Economics and Econometrics,70,3,10.1111/1468-0262.00312,http://dx.doi.org/10.1111/1468-0262.00312
42,Guido W. Imbens; Charles F. Manski,Confidence Intervals for Partially Identified Parameters,,2004-11,Econometrica,Economics and Econometrics,72,6,10.1111/j.1468-0262.2004.00555.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00555.x
43,Susan Athey; Philip A. Haile,Identification of Standard Auction Models,,2002-11,Econometrica,Economics and Econometrics,70,6,10.1111/j.1468-0262.2002.00435.x,http://dx.doi.org/10.1111/j.1468-0262.2002.00435.x
44,Gabriele Fiorentini; Enrique Sentana; Neil Shephard,Likelihood-Based Estimation of Latent Generalized ARCH Structures,,2004-9,Econometrica,Economics and Econometrics,72,5,10.1111/j.1468-0262.2004.00541.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00541.x
45,Richard W. Blundell; Martin Browning; Ian A. Crawford,Nonparametric Engel Curves and Revealed Preference,,2003-1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00394,http://dx.doi.org/10.1111/1468-0262.00394
46,Jeffrey C. Ely; Johannes Horner; Wojciech Olszewski,Belief-Free Equilibria in Repeated Games,,2005-3,Econometrica,Economics and Econometrics,73,2,10.1111/j.1468-0262.2005.00583.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00583.x
47,Andrea Prat; Aldo Rustichini,Games Played Through Agents,,2003-7,Econometrica,Economics and Econometrics,71,4,10.1111/1468-0262.00437,http://dx.doi.org/10.1111/1468-0262.00437
48,Amparo Urbano; Jose E. Vila,Computational Complexity and Communication: Coordination in Two-Player Games,,2002-9,Econometrica,Economics and Econometrics,70,5,10.1111/1468-0262.00357,http://dx.doi.org/10.1111/1468-0262.00357
49,Ignacio N Lobato; Carlos Velasco,Efficient Wald Tests for Fractional Unit Roots,,2007-3,Econometrica,Economics and Econometrics,75,2,10.1111/j.1468-0262.2006.00758.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00758.x
50,Dilip Mookherjee; Masatoshi Tsumagari,The Organization of Supplier Networks: Effects of Delegation and Intermediation,,2004-7,Econometrica,Economics and Econometrics,72,4,10.1111/j.1468-0262.2004.00529.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00529.x
51,Giuseppe Moscarini; Lones Smith,The Optimal Level of Experimentation,,2001-11,Econometrica,Economics and Econometrics,69,6,10.1111/1468-0262.00259,http://dx.doi.org/10.1111/1468-0262.00259
52,Armin Falk,Gift Exchange in the Field,,2007-9,Econometrica,Economics and Econometrics,75,5,10.1111/j.1468-0262.2007.00800.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00800.x
53,John A. List,Neoclassical Theory Versus Prospect Theory: Evidence from the Marketplace,,2004-3,Econometrica,Economics and Econometrics,72,2,10.1111/j.1468-0262.2004.00502.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00502.x
54,Zhongjun Qu; Pierre Perron,Estimating and Testing Structural Changes in Multivariate Regressions,,2007-3,Econometrica,Economics and Econometrics,75,2,10.1111/j.1468-0262.2006.00754.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00754.x
55,Nick Feltovich,Reinforcement-based vs. Belief-based Learning Models in Experimental Asymmetric-information Games,,2000-5,Econometrica,Economics and Econometrics,68,3,10.1111/1468-0262.00125,http://dx.doi.org/10.1111/1468-0262.00125
56,Paul Milgrom,Package Auctions and Exchanges,,2007-7,Econometrica,Economics and Econometrics,75,4,10.1111/j.1468-0262.2007.00778.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00778.x
57,Bryan S. Graham,Identifying Social Interactions Through Conditional Variance Restrictions,,2008-5,Econometrica,Economics and Econometrics,76,3,10.1111/j.1468-0262.2008.00850.x,http://dx.doi.org/10.1111/j.1468-0262.2008.00850.x
58,Joel L. Horowitz,Nonparametric Estimation of a Generalized Additive Model With an Unknown Link Function,,2001-3,Econometrica,Economics and Econometrics,69,2,10.1111/1468-0262.00200,http://dx.doi.org/10.1111/1468-0262.00200
59,Gregory S. Crawford; Matthew Shum,Uncertainty and Learning in Pharmaceutical Demand,,2005-7,Econometrica,Economics and Econometrics,73,4,10.1111/j.1468-0262.2005.00612.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00612.x
60,Hyun Song Shin,Disclosures and Asset Returns,,2003-1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00391,http://dx.doi.org/10.1111/1468-0262.00391
61,Dilip Abreu; Markus K. Brunnermeier,Bubbles and Crashes,,2003-1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00393,http://dx.doi.org/10.1111/1468-0262.00393
62,Mikhail Golosov; Larry E. Jones; Michèle Tertilt,Efficiency with Endogenous Population Growth,,2007-7,Econometrica,Economics and Econometrics,75,4,10.1111/j.1468-0262.2007.00781.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00781.x
63,Stefan Krasa; Anne P. Villamil,Optimal Contracts when Enforcement is a Decision Variable,,2000-1,Econometrica,Economics and Econometrics,68,1,10.1111/1468-0262.00095,http://dx.doi.org/10.1111/1468-0262.00095
64,Donald W. K. Andrews,Higher-Order Improvements of a Computationally Attractive k-Step Bootstrap for Extremum Estimators,,2002-1,Econometrica,Economics and Econometrics,70,1,10.1111/1468-0262.00271,http://dx.doi.org/10.1111/1468-0262.00271
65,Haluk I. Ergin,Efficient Resource Allocation on the Basis of Priorities,,2002-11,Econometrica,Economics and Econometrics,70,6,10.1111/j.1468-0262.2002.00447.x,http://dx.doi.org/10.1111/j.1468-0262.2002.00447.x
66,R. Guesnerie,Anchoring Economic Predictions in Common Knowledge,,2002-3,Econometrica,Economics and Econometrics,70,2,10.1111/1468-0262.00292,http://dx.doi.org/10.1111/1468-0262.00292
67,Jesus Fernandez-Villaverde; Juan F. Rubio-Ramirez; Manuel S. Santos,Convergence Properties of the Likelihood of Computed Dynamic Models,,2006-1,Econometrica,Economics and Econometrics,74,1,10.1111/j.1468-0262.2006.00650.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00650.x
68,Erik Eyster; Matthew Rabin,Cursed Equilibrium,,2005-9,Econometrica,Economics and Econometrics,73,5,10.1111/j.1468-0262.2005.00631.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00631.x
69,Claudio Mezzetti,Mechanism Design with Interdependent Valuations: Efficiency,,2004-9,Econometrica,Economics and Econometrics,72,5,10.1111/j.1468-0262.2004.00546.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00546.x
70,Richard Blundell; Jean-Marc Robin,Latent Separability: Grouping Goods without Weak Separability,,2000-1,Econometrica,Economics and Econometrics,68,1,10.1111/1468-0262.00093,http://dx.doi.org/10.1111/1468-0262.00093
71,Benedikt M. Potscher,"Lower Risk Bounds and Properties of Confidence Sets for Ill-Posed Estimation Problems with Applications to Spectral Density and Persistence Estimation, Unit Roots, and Estimation of Long Memory Parameters",,2002-5,Econometrica,Economics and Econometrics,70,3,10.1111/1468-0262.00318,http://dx.doi.org/10.1111/1468-0262.00318
72,Joel Watson,"Contract, Mechanism Design, and Technological Detail",,2007-1,Econometrica,Economics and Econometrics,75,1,10.1111/j.1468-0262.2007.00732.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00732.x
73,Ilya Segal; Michael D. Whinston,Robust Predictions for Bilateral Contracting with Externalities,,2003-5,Econometrica,Economics and Econometrics,71,3,10.1111/1468-0262.00425,http://dx.doi.org/10.1111/1468-0262.00425
74,Faruk Gul,Unobservable Investment and the Hold-Up Problem,,2001-3,Econometrica,Economics and Econometrics,69,2,10.1111/1468-0262.00195,http://dx.doi.org/10.1111/1468-0262.00195
75,Guillaume Frechette; John H. Kagel; Massimo Morelli,Behavioral Identification in Coalitional Bargaining: An Experimental Analysis of Demand Bargaining and Alternating Offers,,2005-11,Econometrica,Economics and Econometrics,73,6,10.1111/j.1468-0262.2005.00641.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00641.x
76,Gil Kalai; Ariel Rubinstein; Ran Spiegler,Rationalizing Choice Functions By Multiple Rationales,,2002-11,Econometrica,Economics and Econometrics,70,6,10.1111/1468-0262.00382,http://dx.doi.org/10.1111/1468-0262.00382
77,Giuseppe Moscarini,Job Matching and the Wage Distribution,,2005-3,Econometrica,Economics and Econometrics,73,2,10.1111/j.1468-0262.2005.00586.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00586.x
78,Zengjing Chen; Larry Epstein,"Ambiguity, Risk, and Asset Returns in Continuous Time",,2002-7,Econometrica,Economics and Econometrics,70,4,10.1111/1468-0262.00337,http://dx.doi.org/10.1111/1468-0262.00337
79,Joris Pinkse; Margaret E. Slade; Craig Brett,Spatial Price Competition: A Semiparametric Approach,,2002-5,Econometrica,Economics and Econometrics,70,3,10.1111/1468-0262.00320,http://dx.doi.org/10.1111/1468-0262.00320
80,"Per Krusell; Anthony A. Smith, Jr.",Consumption-Savings Decisions with Quasi-Geometric Discounting,,2003-1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00400,http://dx.doi.org/10.1111/1468-0262.00400
81,Keisuke Hirano; Jack R. Porter,Asymptotic Efficiency in Parametric Structural Models with Parameter-Dependent Support,,2003-9,Econometrica,Economics and Econometrics,71,5,10.1111/1468-0262.00451,http://dx.doi.org/10.1111/1468-0262.00451
82,Fabien Postel-Vinay; Jean-Marc Robin,Equilibrium Wage Dispersion with Worker and Employer Heterogeneity,,2002-11,Econometrica,Economics and Econometrics,70,6,10.1111/j.1468-0262.2002.00441.x,http://dx.doi.org/10.1111/j.1468-0262.2002.00441.x
83,Sergiu Hart; Andreu Mas-Colell,A Simple Adaptive Procedure Leading to Correlated Equilibrium,,2000-9,Econometrica,Economics and Econometrics,68,5,10.1111/1468-0262.00153,http://dx.doi.org/10.1111/1468-0262.00153
84,Steven G. Rivkin; Eric A. Hanushek; John F. Kain,"Teachers, Schools, and Academic Achievement",,2005-3,Econometrica,Economics and Econometrics,73,2,10.1111/j.1468-0262.2005.00584.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00584.x
85,James J. Heckman; Edward Vytlacil,"Structural Equations, Treatment Effects, and Econometric Policy Evaluation1",,2005-5,Econometrica,Economics and Econometrics,73,3,10.1111/j.1468-0262.2005.00594.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00594.x
86,Charles F. Manski; Elie Tamer,Inference on Regressions with Interval Data on a Regressor or Outcome,,2002-3,Econometrica,Economics and Econometrics,70,2,10.1111/1468-0262.00294,http://dx.doi.org/10.1111/1468-0262.00294
87,Andrew Chesher,Nonparametric Identification under Discrete Variation,,2005-9,Econometrica,Economics and Econometrics,73,5,10.1111/j.1468-0262.2005.00628.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00628.x
88,Jinyong Hahn; Guido Kuersteiner,Asymptotically Unbiased Inference for a Dynamic Panel Model with Fixed Effects when Both n and T Are Large,,2002-7,Econometrica,Economics and Econometrics,70,4,10.1111/1468-0262.00344,http://dx.doi.org/10.1111/1468-0262.00344
89,Jushan Bai; Serena Ng,Confidence Intervals for Diffusion Index Forecasts and Inference for Factor-Augmented Regressions,,2006-7,Econometrica,Economics and Econometrics,74,4,10.1111/j.1468-0262.2006.00696.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00696.x
90,Costas Meghir; Luigi Pistaferri,Income Variance Dynamics and Heterogeneity,,2004-1,Econometrica,Economics and Econometrics,72,1,10.1111/j.1468-0262.2004.00476.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00476.x
91,Bruce E. Hansen,Least Squares Model Averaging,,2007-7,Econometrica,Economics and Econometrics,75,4,10.1111/j.1468-0262.2007.00785.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00785.x
92,Steffen Andersen; Glenn W. Harrison; Morten I. Lau; E. Elisabet Rutström,Eliciting Risk and Time Preferences,,2008-5,Econometrica,Economics and Econometrics,76,3,10.1111/j.1468-0262.2008.00848.x,http://dx.doi.org/10.1111/j.1468-0262.2008.00848.x
93,Donald W. K. Andrews,Inconsistency of the Bootstrap when a Parameter is on the Boundary of the Parameter Space,,2000-3,Econometrica,Economics and Econometrics,68,2,10.1111/1468-0262.00114,http://dx.doi.org/10.1111/1468-0262.00114
94,Glenn W Harrison; John A List; Charles Towe,Naturally Occurring Preferences and Exogenous Laboratory Experiments: A Case Study of Risk Aversion,,2007-3,Econometrica,Economics and Econometrics,75,2,10.1111/j.1468-0262.2006.00753.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00753.x
95,Jinyong Hahn; Petra Todd; Wilbert Klaauw,Identification and Estimation of Treatment Effects with a Regression-Discontinuity Design,,2001-1,Econometrica,Economics and Econometrics,69,1,10.1111/1468-0262.00183,http://dx.doi.org/10.1111/1468-0262.00183
96,Jushan Bai; Serena Ng,Determining the Number of Factors in Approximate Factor Models,,2002-1,Econometrica,Economics and Econometrics,70,1,10.1111/1468-0262.00273,http://dx.doi.org/10.1111/1468-0262.00273
97,Bruce E. Hansen,Sample Splitting and Threshold Estimation,,2000-5,Econometrica,Economics and Econometrics,68,3,10.1111/1468-0262.00124,http://dx.doi.org/10.1111/1468-0262.00124
98,Serena Ng; Pierre Perron,LAG Length Selection and the Construction of Unit Root Tests with Good Size and Power,,2001-11,Econometrica,Economics and Econometrics,69,6,10.1111/1468-0262.00256,http://dx.doi.org/10.1111/1468-0262.00256
99,Marc J. Melitz,The Impact of Trade on Intra-Industry Reallocations and Aggregate Industry Productivity,,2003-11,Econometrica,Economics and Econometrics,71,6,10.1111/1468-0262.00467,http://dx.doi.org/10.1111/1468-0262.00467
100,Peter Klibanoff; Massimo Marinacci; Sujoy Mukerji,A Smooth Model of Decision Making under Ambiguity,,2005-11,Econometrica,Economics and Econometrics,73,6,10.1111/j.1468-0262.2005.00640.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00640.x
101,Nabil I. Al-Najjar; Jonathan Weinstein,Comparative Testing of Experts,,2008-5,Econometrica,Economics and Econometrics,76,3,10.1111/j.1468-0262.2008.00846.x,http://dx.doi.org/10.1111/j.1468-0262.2008.00846.x
102,John R. Conlon,Simple Finite Horizon Bubbles Robust to Higher Order Knowledge,,2004-5,Econometrica,Economics and Econometrics,72,3,10.1111/j.1468-0262.2004.00516.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00516.x
103,John Stachurski; Vance Martin,Computing the Distributions of Economic Models via Simulation,,2008-3,Econometrica,Economics and Econometrics,76,2,10.1111/j.1468-0262.2008.00839.x,http://dx.doi.org/10.1111/j.1468-0262.2008.00839.x
104,Aaron S. Edlin; Benjamin E. Hermalin,Implementing the First Best in an Agency Relationship with Renegotiation: A Corrigendum,,2001-9,Econometrica,Economics and Econometrics,69,5,10.1111/1468-0262.00248,http://dx.doi.org/10.1111/1468-0262.00248
105,Yoshihiko Nishiyama; Peter M. Robinson,The Bootstrap and the Edgeworth Correction for Semiparametric Averaged Derivatives*,,2005-5,Econometrica,Economics and Econometrics,73,3,10.1111/j.1468-0262.2005.00598.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00598.x
106,Egbert Dierker; Hildegard Dierker; Birgit Grodal,Nonexistence of Constrained Efficient Equilibria When Markets are Incomplete,,2002-5,Econometrica,Economics and Econometrics,70,3,10.1111/1468-0262.00326,http://dx.doi.org/10.1111/1468-0262.00326
107,Matthew O. Jackson; Leo K. Simon; Jeroen M. Swinkels; William R. Zame,"Corrigendum to ""Communication and Equilibrium in Discontinuous Games of Incomplete Information""",,2004-11,Econometrica,Economics and Econometrics,72,6,10.1111/j.1468-0262.2004.00559.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00559.x
108,Martin Brown; Armin Falk; Ernst Fehr,Relational Contracts and the Nature of Market Interactions,,2004-5,Econometrica,Economics and Econometrics,72,3,10.1111/j.1468-0262.2004.00511.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00511.x
109,Vijay Krishna; Eliot Maenner,Convex Potentials with an Application to Mechanism Design,,2001-7,Econometrica,Economics and Econometrics,69,4,10.1111/1468-0262.00233,http://dx.doi.org/10.1111/1468-0262.00233
110,Marco Bassetto,A Game-Theoretic View of the Fiscal Theory of the Price Level,,2002-11,Econometrica,Economics and Econometrics,70,6,10.1111/j.1468-0262.2002.00437.x,http://dx.doi.org/10.1111/j.1468-0262.2002.00437.x
111,Dilip Abreu; David Pearce,"Bargaining, Reputation, and Equilibrium Selection in Repeated Games with Contracts",,2007-5,Econometrica,Economics and Econometrics,75,3,10.1111/j.1468-0262.2007.00765.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00765.x
112,Eddie Dekel; Glenn Ellison; Joel Horowitz; Costas Meghir; Andrew Postlewaite,The Econometric Society Annual Reports Report of the Editors 2002-2003,,2004-1,Econometrica,Economics and Econometrics,72,1,10.1111/j.1468-0262.2004.00490.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00490.x
113,Bent Nielsen,The Asymptotic Distribution of Unit Root Tests of Unstable Autoregressive Processes,,2001-1,Econometrica,Economics and Econometrics,69,1,10.1111/1468-0262.00184,http://dx.doi.org/10.1111/1468-0262.00184
114,Matthew Rabin,Risk Aversion and Expected-utility Theory: A Calibration Theorem,,2000-9,Econometrica,Economics and Econometrics,68,5,10.1111/1468-0262.00158,http://dx.doi.org/10.1111/1468-0262.00158
115,Olivier Compte; Philippe Jehiel,On the Role of Outside Options in Bargaining with Obstinate Parties,,2002-7,Econometrica,Economics and Econometrics,70,4,10.1111/1468-0262.00339,http://dx.doi.org/10.1111/1468-0262.00339
116,John H. Nachbar,Beliefs in Repeated Games,,2005-3,Econometrica,Economics and Econometrics,73,2,10.1111/j.1468-0262.2005.00585.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00585.x
117,Ovidiu L. Calin; Yu Chen; Thomas F. Cosimano; Alex A. Himonas,Solving Asset Pricing Models when the Price-Dividend Function Is Analytic,,2005-5,Econometrica,Economics and Econometrics,73,3,10.1111/j.1468-0262.2005.00600.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00600.x
