Author,Affiliation,Publication Date,Journal Title,Title,Volume,URL
Thomas?Dunn; Douglas?Holtz-Eakin,Syracuse University; Syracuse University,Apr-00,Journal of Labor Economics,"Financial Capital, Human Capital, and the Transition to Self?êEmployment: Evidence from Intergenerational Links",18,https://www.journals.uchicago.edu/doi/10.1086/209959
Daniel?Parent,McGill University and Centre Interuniversitaire de Recherche en Analyse des Organisations,Apr-00,Journal of Labor Economics,Industry?êSpecific Capital and the Wage Profile: Evidence from the National Longitudinal Survey of Youth and the Panel Study of Income Dynamics,18,https://www.journals.uchicago.edu/doi/10.1086/209960
Robert?Carroll; Douglas?Holtz-Eakin; Mark?Rider; Harvey S.?Rosen,United States Department of Treasury; Syracuse University; Georgia State University; Princeton University,Apr-00,Journal of Labor Economics,Income Taxes and Entrepreneurs' Use of Labor,18,https://www.journals.uchicago.edu/doi/10.1086/209961
Assar?Lindbeck; Dennis J.?Snower,University of Stockholm; Birkbeck College,Jul-00,Journal of Labor Economics,Multitask Learning and the Reorganization of Work: From Tayloristic to Holistic Organization,18,https://www.journals.uchicago.edu/doi/10.1086/209962
Trond E.?Olsen; Gaute?Torsvik,University of Bergen and Norwegian Research Center in Organization and Management; University of Bergen,Jul-00,Journal of Labor Economics,Discretion and Incentives in Organizations,18,https://www.journals.uchicago.edu/doi/10.1086/209963
Paul?Oyer,Northwestern University,Jul-00,Journal of Labor Economics,A Theory of Sales Quotas with Limited Liability and Rent Sharing,18,https://www.journals.uchicago.edu/doi/10.1086/209964
Madeline?Zavodny,Federal Reserve Bank of Atlanta,Jul-00,Journal of Labor Economics,The Effects of Official English Laws on Limited?êEnglish?êProficient Workers,18,https://www.journals.uchicago.edu/doi/10.1086/209965
Jonathan?Hamilton; Jacques-Fran√ßois?Thisse; Yves?Zenou,"University of Florida; CORE, Universit√© Catholique de Louvain, CERAS, Ecole Nationale des Ponts et Chauss√©es, and CEPR; CERAS, Ecole Nationale des Ponts et Chauss√©es, GAINS, Universit√© du Maine, and CEPR",Jul-00,Journal of Labor Economics,Wage Competition with Heterogeneous Workers and Firms,18,https://www.journals.uchicago.edu/doi/10.1086/209966
Simon?Burgess; Julia?Lane; David?Stevens,"University of Bristol, Centre for Economic Policy Research, and Centre for Economic Performance; American University and Stockholm University; University of Baltimore",Jul-00,Journal of Labor Economics,"Job Flows, Worker Flows, and Churning",18,https://www.journals.uchicago.edu/doi/10.1086/209967
Alan L.?Gustman; Thomas L.?Steinmeier,Dartmouth College and National Bureau of Economic Research; Texas Tech University,Jul-00,Journal of Labor Economics,Retirement in Dual?êCareer Families: A Structural Model,18,https://www.journals.uchicago.edu/doi/10.1086/209968
Julie Berry?Cullen; Jonathan?Gruber,University of Michigan and National Bureau of Economic Research; Massachusetts Institute of Technology and National Bureau of Economic Research,Jul-00,Journal of Labor Economics,Does Unemployment Insurance Crowd out Spousal Labor Supply?,18,https://www.journals.uchicago.edu/doi/10.1086/209969
Andrew?Seltzer; David?Merrett,"Royal Holloway College, University of London; University of Melbourne",Oct-00,Journal of Labor Economics,Personnel Policies at the Union Bank of Australia: Evidence from the 1888??900 Entry Cohorts,18,https://www.journals.uchicago.edu/doi/10.1086/209970
Michael P.?Keane; Kenneth I.?Wolpin,New York University; University of Pennsylvania,Oct-00,Journal of Labor Economics,Eliminating Race Differences in School Attainment and Labor Market Success,18,https://www.journals.uchicago.edu/doi/10.1086/209971
Richard V.?Burkhauser; Kenneth A.?Couch; David C.?Wittenburg,Cornell University; University of Connecticut; The Urban Institute,Oct-00,Journal of Labor Economics,A Reassessment of the New Economics of the Minimum Wage Literature with Monthly Data from the Current Population Survey,18,https://www.journals.uchicago.edu/doi/10.1086/209972
Mehmet?Bac,"Bilkent University, Turkey",Oct-00,Journal of Labor Economics,On?êthe-Job Specific Training and Efficient Screening,18,https://www.journals.uchicago.edu/doi/10.1086/209973
Heather?Antecol; Peter?Kuhn,"Illinois State University; University of California, Santa Barbara",Oct-00,Journal of Labor Economics,Gender as an Impediment to Labor Market Success: Why Do Young Women Report Greater Harm?,18,https://www.journals.uchicago.edu/doi/10.1086/209974
Michael D.?Cook; William N.?Evans,Naval Postgraduate School; University of Maryland,Oct-00,Journal of Labor Economics,Families or Schools? Explaining the Convergence in White and Black Academic Performance,18,https://www.journals.uchicago.edu/doi/10.1086/209975
Douglas A.?Hibbs Jr.; H√•kan?Locking,G√∂teborg University; V√§xj√∂ University,Oct-00,Journal of Labor Economics,Wage Dispersion and Productive Efficiency: Evidence for Sweden,18,https://www.journals.uchicago.edu/doi/10.1086/209976
John W.?Budd; In-Gang?Na,University of Minnesota; Korea Energy Economics Institute,Oct-00,Journal of Labor Economics,The Union Membership Wage Premium for Employees Covered by Collective Bargaining Agreements,18,https://www.journals.uchicago.edu/doi/10.1086/209977
Daron?Acemoglu,Massachusetts Institute of Technology,Jan-01,Journal of Labor Economics,Good Jobs versus Bad Jobs,19,https://www.journals.uchicago.edu/doi/10.1086/209978
David?Card,"University of California, Berkeley",Jan-01,Journal of Labor Economics,"Immigrant Inflows, Native Outflows, and the Local Labor Market Impacts of Higher Immigration",19,https://www.journals.uchicago.edu/doi/10.1086/209979
Audrey?Light,Ohio State University,Jan-01,Journal of Labor Economics,In?êSchool Work Experience and the Returns to Schooling,19,https://www.journals.uchicago.edu/doi/10.1086/209980
Kenneth J.?McLaughlin; Mark?Bils,Hunter College and City University of New York; University of Rochester and National Bureau of Economic Research,Jan-01,Journal of Labor Economics,Interindustry Mobility and the Cyclical Upgrading of Labor,19,https://www.journals.uchicago.edu/doi/10.1086/209981
Laura?Leete,Willamette University,Jan-01,Journal of Labor Economics,Whither the Nonprofit Wage Differential? Estimates from the 1990 Census,19,https://www.journals.uchicago.edu/doi/10.1086/209982
Chad?Hogan,University of Michigan,Jan-01,Journal of Labor Economics,Enforcement of Implicit Employment Contracts through Unionization,19,https://www.journals.uchicago.edu/doi/10.1086/209983
Todd R.?Stinebrickner,University of Western Ontario,Jan-01,Journal of Labor Economics,A Dynamic Model of Teacher Labor Supply,19,https://www.journals.uchicago.edu/doi/10.1086/209984
Bruce A.?Weinberg,Ohio State University,Jan-01,Journal of Labor Economics,Long?êTerm Wage Fluctuations with Industry?êSpecific Human Capital,19,https://www.journals.uchicago.edu/doi/10.1086/209985
Lars?Calmfors,Stockholm University,Apr-01,Journal of Labor Economics,"Unemployment, Labor Market Reform, and Monetary Union",19,https://www.journals.uchicago.edu/doi/10.1086/319561
Michael?L.?Bognanno,Temple University,Apr-01,Journal of Labor Economics,Corporate Tournaments,19,https://www.journals.uchicago.edu/doi/10.1086/319562
Edward?L.?Glaeser; David?C.?Mar√©,Harvard University and National Bureau of Economic Research; New Zealand Department of Labour,Apr-01,Journal of Labor Economics,Cities and Skills,19,https://www.journals.uchicago.edu/doi/10.1086/319563
Joshua?D.?Angrist; Victor?Lavy,Massachusetts Institute of Technology and National Bureau of Economic Research; Hebrew University of Jerusalem,Apr-01,Journal of Labor Economics,Does Teacher Training Affect Pupil Learning? Evidence from Matched Comparisons in Jerusalem Public Schools,19,https://www.journals.uchicago.edu/doi/10.1086/319564
Peter?Fredriksson; Bertil?Holmlund,Uppsala University; Uppsala University,Apr-01,Journal of Labor Economics,Optimal Unemployment Insurance in Search Equilibrium,19,https://www.journals.uchicago.edu/doi/10.1086/319565
Hans?G.?Bloemen; Elena?G.?F.?Stancanelli,"Tilburg University; Organization for Economic Cooperation and Development, Paris, and                     Tilburg University",Apr-01,Journal of Labor Economics,"Individual Wealth, Reservation Wages, and Transitions into                         Employment",19,https://www.journals.uchicago.edu/doi/10.1086/319566
Steven?G.?Allen,North Carolina State University and National Bureau of Economic Research,Apr-01,Journal of Labor Economics,Technology and the Wage Structure,19,https://www.journals.uchicago.edu/doi/10.1086/319567
Sewin?Chan; Ann?Huff?Stevens,Rutgers University; Yale University,Apr-01,Journal of Labor Economics,Job Loss and Employment Patterns of Older Workers,19,https://www.journals.uchicago.edu/doi/10.1086/319568
Maggie?Newman,Search for more articles by this author,Jul-01,Journal of Labor Economics,Call for Papers,19,https://www.journals.uchicago.edu/doi/10.1086/511731
Junsen?Zhang,Search for more articles by this author,Jul-01,Journal of Labor Economics,Call for Papers,19,https://www.journals.uchicago.edu/doi/10.1086/323183
Beth?J.?Asch; John?T.?Warner,RAND; Clemson University,Jul-01,Journal of Labor Economics,A Theory of Compensation and Personnel Policy in Hierarchical Organizations with Application to the United States Military,19,https://www.journals.uchicago.edu/doi/10.1086/322072
David?Neumark; William?Wascher,Michigan State University and National Bureau of Economic Research; Board of Governors of the Federal Reserve System,Jul-01,Journal of Labor Economics,Minimum Wages and Training Revisited,19,https://www.journals.uchicago.edu/doi/10.1086/322073
Gideon?Yaniv,"College of Management, Tel?êAviv, and National Insurance Institute, Jerusalem",Jul-01,Journal of Labor Economics,Minimum Wage Noncompliance and the Employment Decision,19,https://www.journals.uchicago.edu/doi/10.1086/322074
Nancy?H.?Chau,Cornell University,Jul-01,Journal of Labor Economics,Strategic Amnesty and Credible Immigration Reform,19,https://www.journals.uchicago.edu/doi/10.1086/322075
Julian?R.?Betts,"University of California, San Diego",Jul-01,Journal of Labor Economics,The Impact of School Resources on Women?ôs Earnings and Educational Attainment: Findings from the National Longitudinal Survey of Young Women,19,https://www.journals.uchicago.edu/doi/10.1086/322076
Frederick?H.?Wallace,Universidad de Guanajuato,Jul-01,Journal of Labor Economics,The Effects of Shock Size and Type on Labor?êContract Duration,19,https://www.journals.uchicago.edu/doi/10.1086/322077
Miles?Corak,Statistics Canada and Carleton University,Jul-01,Journal of Labor Economics,Death and Divorce: The Long?êTerm Consequences of Parental Loss on Adolescents,19,https://www.journals.uchicago.edu/doi/10.1086/322078
Barbara?Petrongolo,Universidad Carlos III (Madrid),Jul-01,Journal of Labor Economics,Reemployment Probabilities and Returns to Matching,19,https://www.journals.uchicago.edu/doi/10.1086/322079
Marc?Knez; Duncan?Simester,Lexecon Strategy Group; Massachusetts Institute of Technology,Oct-01,Journal of Labor Economics,Firm?êWide Incentives and Mutual Monitoring at Continental Airlines,19,https://www.journals.uchicago.edu/doi/10.1086/322820
Torben?Tran√¶s,"University of Copenhagen, Institute of Economics, EPRU, and CIE",Oct-01,Journal of Labor Economics,Raiding Opportunities and Unemployment,19,https://www.journals.uchicago.edu/doi/10.1086/322819
Steven?J.?Haider,RAND,Oct-01,Journal of Labor Economics,Earnings Instability and Earnings Inequality of Males in the United States: 1967??991,19,https://www.journals.uchicago.edu/doi/10.1086/322821
Gadi?Barlevy,Northwestern University,Oct-01,Journal of Labor Economics,Why Are the Wages of Job Changers So Procyclical?,19,https://www.journals.uchicago.edu/doi/10.1086/322822
Christopher?H.?Wheeler,Tulane University,Oct-01,Journal of Labor Economics,"Search, Sorting, and Urban Agglomeration",19,https://www.journals.uchicago.edu/doi/10.1086/322823
M.?Christopher?Auld; J.?C.?Herbert?Emery; Daniel?V.?Gordon; Douglas?McClintock,University of Calgary; University of Calgary; University of Calgary; University of Calgary,Oct-01,Journal of Labor Economics,The Efficacy of Construction Site Safety Inspections,19,https://www.journals.uchicago.edu/doi/10.1086/322826
Paul?Pecorino; Mark?Van?Boening,University of Alabama; University of Mississippi,Oct-01,Journal of Labor Economics,Bargaining and Information: An Empirical Analysis of a Multistage Arbitration Game,19,https://www.journals.uchicago.edu/doi/10.1086/322825
N.?Edward?Coulson; Derek?Laing; Ping?Wang,Pennsylvania State University; Pennsylvania State University; Vanderbilt University,Oct-01,Journal of Labor Economics,Spatial Mismatch in Search Equilibrium,19,https://www.journals.uchicago.edu/doi/10.1086/322824
J√°n?Z√°bojn√≠k,University of Southern California and Queen?ôs University,Jan-02,Journal of Labor Economics,Centralized and Decentralized Decision Making in Organizations,20,https://www.journals.uchicago.edu/doi/10.1086/323929
Beck A.?Taylor; Justin G.?Trogdon,Baylor University; Duke University,Jan-02,Journal of Labor Economics,Losing to Win: Tournament Incentives in the National Basketball Association,20,https://www.journals.uchicago.edu/doi/10.1086/323930
Fredrik?Andersson,Lund University,Jan-02,Journal of Labor Economics,"Career Concerns, Contracts, and Effort Distortions",20,https://www.journals.uchicago.edu/doi/10.1086/323931
Eugene?Kandel; Avi?Simhon,Hebrew University of Jerusalem; Hebrew University of Jerusalem,Jan-02,Journal of Labor Economics,Between Search and Walras,20,https://www.journals.uchicago.edu/doi/10.1086/323932
Kit?êChun?Lam; Pak?êWai?Liu,Hong Kong Baptist University; Chinese University of Hong Kong,Jan-02,Journal of Labor Economics,Earnings Divergence of Immigrants,20,https://www.journals.uchicago.edu/doi/10.1086/323933
Eric?D.?Gould,Hebrew University of Jerusalem,Jan-02,Journal of Labor Economics,"Rising Wage Inequality, Comparative Advantage, and the Growing                     Importance of General Skills in the United States",20,https://www.journals.uchicago.edu/doi/10.1086/323934
Jennifer?Hunt,University of Montreal,Jan-02,Journal of Labor Economics,The Transition in East Germany: When Is a Ten?êPoint Fall in the Gender Wage Gap Bad News?,20,https://www.journals.uchicago.edu/doi/10.1086/323935
Linda?N.?Edwards; Elizabeth?Field?êHendrey,"The Graduate Center, City University of New York; Queens College and The Graduate Center, City University of New York",Jan-02,Journal of Labor Economics,Home?êBased Work and Women?ôs Labor Force Decisions,20,https://www.journals.uchicago.edu/doi/10.1086/323936
Magnus?Allgulin; Tore?Ellingsen,Swedish Ministry of Finance; Stockholm School of Economics,Apr-02,Journal of Labor Economics,Monitoring and Pay,20,https://www.journals.uchicago.edu/doi/10.1086/338214
Alison L.?Booth; Yu?êFu?Chen; Gylfi?Zoega,"University of Essex; University of Dundee; Birkbeck College, University of Iceland",Apr-02,Journal of Labor Economics,Hiring and Firing: A Tale of Two Thresholds,20,https://www.journals.uchicago.edu/doi/10.1086/338217
Julio?J.?Rotemberg,Harvard University,Apr-02,Journal of Labor Economics,Perceptions of Equity and the Distribution of Income,20,https://www.journals.uchicago.edu/doi/10.1086/338218
Emmanuelle?Auriol; Guido?Friebel; Lambros?Pechlivanos,"Atelier de Recherche Quantitative Appliqu√©e au D√©veloppement Economique and Institut d'Economie Industrielle, Toulouse; Stockholm Institute for Transition Economics and Institut d'Economie Industrielle, Toulouse, Centre for Economic Policy Research; Foundation for Economic and Industrial Research, Athens",Apr-02,Journal of Labor Economics,Career Concerns in Teams,20,https://www.journals.uchicago.edu/doi/10.1086/338240
Audra?Bowlus; Haoming?Liu; Chris?Robinson,University of Western Ontario; National University of Singapore; University of Western Ontario,Apr-02,Journal of Labor Economics,"Business Cycle Models, Aggregation, and Real Wage Cyclicality",20,https://www.journals.uchicago.edu/doi/10.1086/338219
Marco?Francesconi,University of Essex,Apr-02,Journal of Labor Economics,A Joint Dynamic Model of Fertility and Work of Married Women,20,https://www.journals.uchicago.edu/doi/10.1086/338220
Peter?Dolton; Donal?O'Neill,"University of Newcastle; National University of Ireland, Maynooth",Apr-02,Journal of Labor Economics,The Long?êRun Effects of Unemployment Monitoring and Work?êSearch Programs: Experimental Evidence from the United Kingdom ,20,https://www.journals.uchicago.edu/doi/10.1086/338686
Rafael?Di?Tella; Robert?J.?MacCulloch,Harvard Business School; London School of Economics,Apr-02,Journal of Labor Economics,The Determination of Unemployment Benefits,20,https://www.journals.uchicago.edu/doi/10.1086/338690
Maggie?Newman,Search for more articles by this author,Jul-02,Journal of Labor Economics,Call for Papers,20,https://www.journals.uchicago.edu/doi/10.1086/342926
Christina?Paxson; Jane?Waldfogel,Princeton University and National Bureau of Economic Research; Columbia University and London School of Economics,Jul-02,Journal of Labor Economics,"Work, Welfare, and Child Maltreatment",20,https://www.journals.uchicago.edu/doi/10.1086/339609
Wayne?Strayer,Texas A&M University,Jul-02,Journal of Labor Economics,The Returns to School Quality: College Choice and Earnings,20,https://www.journals.uchicago.edu/doi/10.1086/339674
"Melvin?Stephens,?Jr.",Carnegie Mellon University and National Bureau of Economic Research,Jul-02,Journal of Labor Economics,Worker Displacement and the Added Worker Effect,20,https://www.journals.uchicago.edu/doi/10.1086/339615
Robert W.?Fairlie,"University of California, Santa Cruz, and Joint Center for Poverty Research, Northwestern University and University of Chicago",Jul-02,Journal of Labor Economics,Drug Dealing and Legitimate Self?êEmployment,20,https://www.journals.uchicago.edu/doi/10.1086/339610
"Bernt?Bratsberg; James F.?Ragan, Jr.; Zafar M.?Nasir","Kansas State University and Ragnar Frisch Centre for Economic Research, Norway; Kansas State University; Pakistan Institute of Development Economics",Jul-02,Journal of Labor Economics,The Effect of Naturalization on Wage Growth: A Panel Study of Young Male Immigrants,20,https://www.journals.uchicago.edu/doi/10.1086/339616
Sherrie?A.?Kossoudji; Deborah?A.?Cobb?êClark,University of Michigan; Australian National University,Jul-02,Journal of Labor Economics,Coming out of the Shadows: Learning about Legal Status and Wages from the Legalized Population,20,https://www.journals.uchicago.edu/doi/10.1086/339611
Lynne?G.?Zucker; Michael?R.?Darby; Maximo?Torero,"University of California, Los Angeles, and National Bureau of Economic Research; University of California, Los Angeles, and National Bureau of Economic Research; Grupo de An√°lisis para el Desarrollo (GRADE), and University of California, Los Angeles",Jul-02,Journal of Labor Economics,Labor Mobility from Academe to Commerce,20,https://www.journals.uchicago.edu/doi/10.1086/339613
John?S.?Earle; Klara?Z.?Sabirianova,Upjohn Institute for Employment Research and Central European University; William Davidson Institute at the University of Michigan Business School,Jul-02,Journal of Labor Economics,How Late to Pay? Understanding Wage Arrears in Russia,20,https://www.journals.uchicago.edu/doi/10.1086/339612
Daniel?S.?Hamermesh,"University of Texas at Austin, National Bureau of Economic Research, and Institute for the Future of Labor (IZA)",Oct-02,Journal of Labor Economics,International Labor Economics,20,https://www.journals.uchicago.edu/doi/10.1086/342013
David?Card; John?E.?DiNardo,University of California Berkeley and National Bureau of Economic Research; University of Michigan and National Bureau of Economic Research,Oct-02,Journal of Labor Economics,Skill?êBiased Technological Change and Rising Wage Inequality: Some Problems and Puzzles,20,https://www.journals.uchicago.edu/doi/10.1086/342055
John?Bound; Sarah?Turner,University of Michigan and National Bureau of Economic Research; University of Virginia and National Bureau of Economic Research,Oct-02,Journal of Labor Economics,Going to War and Going to College: Did World War II and the G.I. Bill Increase Educational Attainment for Returning Veterans?,20,https://www.journals.uchicago.edu/doi/10.1086/342012
Sean?Nicholson,"Wharton School, University of Pennsylvania",Oct-02,Journal of Labor Economics,Physician Specialty Choice under Uncertainty,20,https://www.journals.uchicago.edu/doi/10.1086/342039
Pedro?Ort√≠n?ê√Ångel; Vicente?Salas?êFum√°s,Universidad Aut√≥noma de Barcelona; Universidad de Zaragoza,Oct-02,Journal of Labor Economics,Compensation and Span of Control in Hierarchical Organizations,20,https://www.journals.uchicago.edu/doi/10.1086/342040
Hans?K.?Hvide,Norwegian School of Economics and Business,Oct-02,Journal of Labor Economics,Tournament Rewards and Risk Taking,20,https://www.journals.uchicago.edu/doi/10.1086/342041
Richard?Breen; Cecilia?Garc√≠a?êPe√±alosa,"Nuffield College, Oxford; Groupement de Recherche en Economie Quantitative d'?ix?êMarseille",Oct-02,Journal of Labor Economics,Bayesian Learning and Gender Segregation,20,https://www.journals.uchicago.edu/doi/10.1086/342895
R.?Lynn?Hannan; John?H.?Kagel; Donald?V.?Moser,Georgia State University; Ohio State University; University of Pittsburgh,Oct-02,Journal of Labor Economics,"Partial Gift Exchange in an Experimental Labor Market: Impact of Subject Population Differences, Productivity Differences, and Effort Requests on Behavior*",20,https://www.journals.uchicago.edu/doi/10.1086/342894
Jeff?DeSimone,East Carolina University and National Bureau of Economic                         Research,Oct-02,Journal of Labor Economics,Illegal Drug Use and Employment,20,https://www.journals.uchicago.edu/doi/10.1086/342893
,,,,,,
,,,,,,https://www.journals.uchicago.edu/doi/10.1086/338672
,,,,,,https://www.journals.uchicago.edu/doi/10.1086/338673
,,,,,,https://www.journals.uchicago.edu/doi/10.1086/338674
,,,,,,https://www.journals.uchicago.edu/doi/10.1086/338675
,,,,,,https://www.journals.uchicago.edu/doi/10.1086/338676
,,,,,,https://www.journals.uchicago.edu/doi/10.1086/338677
,,,,,,https://www.journals.uchicago.edu/doi/10.1086/338788
,,,,,,https://www.journals.uchicago.edu/doi/10.1086/338713
,,,,,,
David?H.?Autor,Massachusetts Institute of Technology and the National Bureau of Economic Research,Jan-03,Journal of Labor Economics,Outsourcing at Will: The Contribution of Unjust Dismissal Doctrine to the Growth of Employment Outsourcing,21,https://www.journals.uchicago.edu/doi/10.1086/344122
John?H.?Johnson?IV,National Economic Research Associates,Jan-03,Journal of Labor Economics,The Impact of Federal Overtime Legislation on Public Sector Labor Markets,21,https://www.journals.uchicago.edu/doi/10.1086/344123
Linda?Y.?Wong,Binghamton University,Jan-03,Journal of Labor Economics,Can the Mortensen?êPissarides Model with Productivity Changes Explain U.S. Wage Inequality?,21,https://www.journals.uchicago.edu/doi/10.1086/344124
Francine?D.?Blau; Lawrence?M.?Kahn,"Cornell University, National Bureau of Economic Research, and CESifo; Cornell University and CESifo",Jan-03,Journal of Labor Economics,Understanding International Differences in the Gender Pay Gap,21,https://www.journals.uchicago.edu/doi/10.1086/344125
James?Albrecht; Anders?Bj√∂rklund; Susan?Vroman,"Georgetown University; Swedish Institute for Social Research (SOFI), Stockholm University; Georgetown University",Jan-03,Journal of Labor Economics,Is There a Glass Ceiling in Sweden?,21,https://www.journals.uchicago.edu/doi/10.1086/344126
Thomas?S.?Dee; William?N.?Evans,"Swarthmore College and National Bureau of Economic Research; University of Maryland, Project Hope, and National Bureau of Economic Research",Jan-03,Journal of Labor Economics,Teen Drinking and Educational Attainment: Evidence from Two?êSample Instrumental Variables Estimates,21,https://www.journals.uchicago.edu/doi/10.1086/344127
Harry?J.?Holzer; Michael?A.?Stoll,"Georgetown University; University of California, Los Angeles",Jan-03,Journal of Labor Economics,Employer Demand for Welfare Recipients by Race,21,https://www.journals.uchicago.edu/doi/10.1086/344128
Jan?K.?Brueckner; Yves?Zenou,University of Illinois at Urbana?êChampaign; University of Southampton,Jan-03,Journal of Labor Economics,Space and Unemployment: The Labor?êMarket Effects of Spatial Mismatch,21,https://www.journals.uchicago.edu/doi/10.1086/344129
Ronald?G.?Ehrenberg,Cornell University,Apr-03,Journal of Labor Economics,Studying Ourselves: The Academic Labor Market,21,https://www.journals.uchicago.edu/doi/10.1086/345558
Michael?Baker; Gary?Solon,University of Toronto and NBER; University of Michigan,Apr-03,Journal of Labor Economics,"Earnings Dynamics and Inequality among Canadian Men, 1976??992: Evidence from Longitudinal Income Tax Records",21,https://www.journals.uchicago.edu/doi/10.1086/345559
Andrew?E.?Clark,Centre National de la Recherche Scientifique and D√©partement et Laboratoire d'Economie Th√©orique et Appliqu√©e,Apr-03,Journal of Labor Economics,Unemployment as a Social Norm: Psychological Evidence from Panel Data,21,https://www.journals.uchicago.edu/doi/10.1086/345560
Kong?êPin?Chen; Shin?êHwan?Chiang; Siu?Fai?Leung,Academia Sinica and National Taiwan University; York University; Hong Kong University of Science and Technology,Apr-03,Journal of Labor Economics,"Migration, Family, and Risk Diversification",21,https://www.journals.uchicago.edu/doi/10.1086/345561
John?H.?Tyler,Brown University,Apr-03,Journal of Labor Economics,Using State Child Labor Laws to Identify the Effect of School?êYear Work on High School Achievement,21,https://www.journals.uchicago.edu/doi/10.1086/345562
Charles?L.?Baum II,Middle Tennessee State University,Apr-03,Journal of Labor Economics,Does Early Maternal Employment Harm Child Development? An Analysis of the Potential Benefits of Leave Taking,21,https://www.journals.uchicago.edu/doi/10.1086/345563
Peter?Gottschalk; Michael?Hansen,Boston College; The CNA Corporation,Apr-03,Journal of Labor Economics,Is the Proportion of College Workers in Noncollege Jobs Increasing?,21,https://www.journals.uchicago.edu/doi/10.1086/345564
Ralph?Stinebrickner; Todd?R.?Stinebrickner,Berea College; University of Western Ontario,Apr-03,Journal of Labor Economics,Working during School and Academic Performance,21,https://www.journals.uchicago.edu/doi/10.1086/345565
,,,,,,
Christopher?L.?Foote; Warren?C.?Whatley; Gavin?Wright,Harvard University; University of Michigan; Stanford University,Jul-03,Journal of Labor Economics,"Arbitraging a Discriminatory Labor Market: Black Workers at the Ford Motor Company, 1918??947",21,https://www.journals.uchicago.edu/doi/10.1086/374957
"Joseph?E.?Zveglich, Jr.; Yana?van?der?Meulen?Rodgers",Asian Development Bank; Search for more articles by this author,Jul-03,Journal of Labor Economics,The Impact of Protective Measures for Female Workers,21,https://www.journals.uchicago.edu/doi/10.1086/374958
Yoram?Weiss; Robert?M.?Sauer; Menachem?Gotlibovski,Tel Aviv University; Hebrew University of Jerusalem; Academic College of Tel?êAviv?êYaffo,Jul-03,Journal of Labor Economics,"Immigration, Search, and Loss of Skill",21,https://www.journals.uchicago.edu/doi/10.1086/374959
Mahmood?Arai,Stockholm University,Jul-03,Journal of Labor Economics,"Wages, Profits, and Capital Intensity: Evidence from Matched Worker?êFirm Data",21,https://www.journals.uchicago.edu/doi/10.1086/374960
Robert?W.?Fairlie; Bruce?D.?Meyer,"University of California, Santa Cruz; Northwestern University and National Bureau of Economic Research",Jul-03,Journal of Labor Economics,The Effect of Immigration on Native Self?êEmployment,21,https://www.journals.uchicago.edu/doi/10.1086/374961
Chong?êEn?Bai; Yijiang?Wang,University of Hong Kong; University of Minnesota,Jul-03,Journal of Labor Economics,Uncertainty in Labor Productivity and Specific Human Capital Investment,21,https://www.journals.uchicago.edu/doi/10.1086/374962
Charles?Brown; James?L.?Medoff,University of Michigan and National Bureau of Economic Research; Harvard University,Jul-03,Journal of Labor Economics,Firm Age and Wages,21,https://www.journals.uchicago.edu/doi/10.1086/374963
